category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
new	sporting_basketball_new.bmp	new14	0	1	4825	5	2632	
new	food_bread.bmp	new28	0	1	3956	9	525	
new	kitchen_spatula_old.bmp	new37	1	2	3918	9	525	
new	animal_giraffe.bmp	new03	1	2	1903	9	525	
new	sporting_baseball bat_new.bmp	new08	1	2	1921	9	525	
old	kitchen_apron.bmp	old27	1	1	1778	8	618	
old	fruit_green grapes.bmp	old68	1	1	2405	9	564	
old	vegie_corn02.bmp	old73	1	1	2593	5	1817	
old	kitchen_wooden spoon_old.bmp	old39	1	1	3175	5	1447	
new	kitchen_fork_old.bmp	new18	1	2	2234	5	1447	
new	animal_dolphin_old.bmp	new09	1	2	2143	5	1447	
new	fruit_cherry.bmp	old67	1	1	3104	9	507	
old	sporting_badminton racquet.bmp	old54	1	1	1956	5	7620	
old	animal_siamese cat.bmp	old12	1	1	2187	5	1074	
old	animal_farm pig.bmp	old05	1	1	3118	9	817	
old	food_pecan02.bmp	old21	1	1	2542	8	511	
old	food_toast.bmp	old26	1	1	1824	8	958	
old	food_candy.bmp	old16	1	1	2460	9	529	
old	food_cracker02.bmp	old18	1	1	3130	8	429	
old	sporting_skipping rope.bmp	old63	1	1	2456	6	589	
new	musical_uculele_new.bmp	new39	0	1	5564	5	902	
old	sporting_fishing rod.bmp	old59	1	1	2494	6	490	
old	fruit_watermelon_old.bmp	old71	1	1	2793	8	409	
new	animal_gorilla.bmp	new15	0	1	3775	8	960	
new	vegie_cucumber.bmp	new33	0	1	3886	6	3289	
old	kitchen_martini glass.bmp	old32	1	1	5204	9	492	
old	musical_clarinet_new.bmp	old44	1	1	3493	6	609	
new	musical_zamponia windflute.bmp	new29	1	2	1983	6	609	
old	food_chocolatemilk.bmp	old17	1	1	4334	5	401	
old	musical_accordion_old.bmp	old41	1	1	2416	8	1470	
old	vegie_carrot.bmp	old78	1	1	1905	6	460	
new	fruit_rasberry.bmp	new10	1	2	1799	6	460	
old	kitchen_coffee pot.bmp	old29	1	1	11806	8	536	
old	vegie_garlic01a.bmp	old74	1	1	10119	9	2524	
old	musical_xylophone_old.bmp	old52	1	1	2968	5	456	
old	kitchen_big cooking pot.bmp	old28	1	1	3404	6	420	
new	animal_seal.bmp	new38	1	2	3776	6	420	
old	hard_musical_recorder.bmp	old40	1	1	2001	5	392	
old	animal_dalmation_old.bmp	old04	1	1	6958	8	432	
old	musical_violin_old.bmp	old51	1	1	2594	6	6282	
new	musical_tambourine_new.bmp	new06	1	2	3301	6	6282	
