category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
new	musical_bagpipes.bmp	new35	1	2	2137	nan	0	
old	vegie_carrot.bmp	old78	1	1	1713	5	3763	
new	sporting_flippers.bmp	new02	1	2	2354	5	3763	
old	sporting_americanfootball.bmp	old53	1	1	2098	9	718	
old	animal_chimpanzee.bmp	old03	1	1	2438	8	1076	
old	kitchen_plate.bmp	old35	1	1	1557	5	735	
old	sporting_fishing rod.bmp	old59	0	2	2088	5	735	
new	animal_dolphin_old.bmp	new09	1	2	1450	5	735	
old	musical_acoustic guitar_new.bmp	old42	1	1	1750	9	1447	
new	food_bagel01.bmp	new17	1	2	1627	9	1447	
old	sporting_snow shoes_old.bmp	old64	1	1	2040	5	893	
new	food_bread.bmp	new28	1	2	2191	5	893	
new	kitchen_baking spatula.bmp	new01	1	2	1372	5	893	
old	food_rawchicken.bmp	old23	1	1	1859	5	856	
old	food_cracker02.bmp	old18	1	1	2020	8	682	
old	fruit_pineapple_old.bmp	old70	0	2	1572	8	682	
old	animal_dalmation_old.bmp	old04	1	1	2235	8	769	
new	kitchen_kettle_new.bmp	new24	1	2	1376	8	769	
new	kitchen_garlic press.bmp	new07	1	2	1374	8	769	
old	fruit_lemon_new.bmp	old69	0	2	1669	8	769	
new	kitchen_ramekin.bmp	new13	1	2	2136	8	769	
old	vegie_cauliflower.bmp	old72	1	1	1488	6	732	
old	sporting_soccer ball_new.bmp	old65	1	1	1156	5	933	
new	musical_tambourine_new.bmp	new06	1	2	1669	5	933	
new	sporting_baseball bat_new.bmp	new08	1	2	1152	5	933	
old	kitchen_cookie cutter.bmp	old30	1	1	1408	5	790	
old	kitchen_scrubbing brush.bmp	old36	1	1	2797	6	1556	
old	musical_harp_new.bmp	old43	1	1	1668	8	1176	
new	animal_horse.bmp	new20	1	2	1415	8	1176	
old	animal_sheep.bmp	old11	1	1	1683	9	656	
old	musical_drums_old.bmp	old46	1	1	1347	8	659	
old	fruit_blackberry_new.bmp	old66	1	1	1391	8	1118	
old	sporting_rollerblade.bmp	old62	1	1	1263	5	796	
old	food_pecan02.bmp	old21	1	1	1458	9	694	
old	animal_siamese cat.bmp	old12	1	1	928	5	714	
new	vegie_pumpkin.bmp	new21	1	2	1907	5	714	
new	food_pizza.bmp	new22	1	2	1917	5	714	
old	sporting_boxing_gloves.bmp	old56	0	2	1446	5	714	
old	animal_lion_new.bmp	old07	1	1	1945	9	2163	
old	musical_piano_old.bmp	old48	1	1	2602	9	809	
old	sporting_bicycle_old.bmp	old55	1	1	1166	8	655	
old	food_bottleofredwine01.bmp	old15	1	1	1835	6	1807	
old	kitchen_ladle.bmp	old31	1	1	1981	9	1814	
new	fruit_granny smith apple.bmp	new16	1	2	2075	9	1814	
old	musical_clarinet_new.bmp	old44	1	1	2546	8	3183	
old	animal_cheetah.bmp	old02	1	1	1526	8	672	
old	sporting_footballhelmet.bmp	old57	1	1	2203	5	649	
old	food_toast.bmp	old26	1	1	1437	5	690	
old	food_candy.bmp	old16	1	1	2037	9	1834	
old	sporting_skipping rope.bmp	old63	1	1	1024	6	654	
old	kitchen_peppermill.bmp	old33	0	2	1953	6	654	
old	animal_farm pig.bmp	old05	1	1	1057	5	670	
old	animal_frog.bmp	old06	1	1	1562	9	3242	
new	kitchen_spatula_old.bmp	new37	1	2	2046	9	3242	
old	food_croissant01.bmp	old19	1	1	1314	6	693	
new	musical_bongo drum.bmp	new23	1	2	1663	6	693	
old	vegie_green capsicum.bmp	old75	1	1	2090	6	2381	
old	food_chocolatemilk.bmp	old17	1	1	1156	6	589	
old	animal_camel_new.bmp	old01	1	1	1483	8	663	
old	kitchen_martini glass.bmp	old32	1	1	970	6	562	
new	vegie_snowpea01.bmp	new27	1	2	1825	6	562	
old	fruit_watermelon_old.bmp	old71	1	1	1109	9	592	
old	food_softcheese.bmp	old24	1	1	1246	9	675	
new	food_walnut01c.bmp	new34	1	2	1694	9	675	
old	musical_tuba.bmp	old50	0	2	2328	9	675	
old	kitchen_apron.bmp	old27	1	1	2008	5	879	
old	vegie_corn02.bmp	old73	1	1	1009	9	592	
old	fruit_green grapes.bmp	old68	1	1	1774	9	2526	
new	sporting_golf ball.bmp	new19	1	2	1535	9	2526	
new	kitchen_toaster_old.bmp	new30	0	1	3864	5	453	
new	food_drink.bmp	new05	1	2	1632	5	453	
old	sporting_badminton racquet.bmp	old54	1	1	1420	9	587	
new	animal_ostrich.bmp	new26	1	2	1201	9	587	
old	kitchen_big cooking pot.bmp	old28	1	1	1398	8	1374	
new	animal_seal.bmp	new38	1	2	981	8	1374	
new	animal_gorilla.bmp	new15	1	2	1035	8	1374	
new	animal_pigeon.bmp	new32	1	2	870	8	1374	
old	vegie_radish.bmp	old77	1	1	1433	9	591	
new	musical_uculele_new.bmp	new39	0	1	2590	9	1726	
new	vegie_broccoli.bmp	new36	1	2	1551	9	1726	
new	sporting_windsurf.bmp	new31	1	2	1366	9	1726	
new	fruit_rasberry.bmp	new10	1	2	1461	9	1726	
old	musical_accordion_old.bmp	old41	1	1	1704	8	931	
old	sporting_hockey stick_old.bmp	old58	0	2	1723	8	931	
old	animal_zebra_old.bmp	old13	1	1	1244	5	634	
old	sporting_mini-trampoline.bmp	old61	1	1	1550	6	1943	
old	vegie_mushroom.bmp	old76	1	1	1080	6	620	
old	animal_penguin.bmp	old10	0	2	1378	6	620	
old	food_frenchfries.bmp	old20	1	1	1265	8	638	
old	kitchen_pitcher.bmp	old34	0	2	1634	8	638	
old	musical_harmonica_new.bmp	old47	1	1	1885	5	833	
old	musical_xylophone_old.bmp	old52	1	1	1093	5	800	
new	animal_giraffe.bmp	new03	1	2	1702	5	800	
old	sporting_karate clothing.bmp	old60	0	2	1448	5	800	
old	musical_violin_old.bmp	old51	1	1	1965	9	1613	
new	vegie_cucumber.bmp	new33	0	1	1104	5	546	
old	kitchen_tea cup and saucer.bmp	old37	1	1	1130	6	556	
old	vegie_garlic01a.bmp	old74	1	1	1004	5	666	
old	kitchen_wooden spoon_old.bmp	old39	1	1	1334	9	560	
old	food_shellpasta.bmp	old25	1	1	1144	6	530	
old	kitchen_white strainer.bmp	old38	1	1	1498	9	757	
old	animal_parrot.bmp	old09	0	2	1757	9	757	
old	hard_musical_recorder.bmp	old40	0	2	2061	9	757	
new	food_cookie01.bmp	new11	1	2	2639	9	757	
old	kitchen_coffee pot.bmp	old29	1	1	1204	9	1522	
old	musical_triangle.bmp	old49	1	1	1012	6	859	
old	food_pickle01a.bmp	old22	1	1	1110	5	553	
old	animal_monarch_old.bmp	old08	1	1	1561	6	1553	
new	fruit_apricot_new.bmp	new04	1	2	1713	6	1553	
old	musical_double bass.bmp	old45	1	1	2986	9	2802	
new	musical_french horn_old.bmp	new12	1	2	1751	9	2802	
new	fruit_cherry.bmp	old67	1	1	1143	6	545	
old	food_baguette01.bmp	old14	1	1	1393	8	880	
new	musical_zamponia windflute.bmp	new29	1	2	1482	8	880	
new	sporting_weighlifting.bmp	new25	1	2	1092	8	880	
new	sporting_basketball_new.bmp	new14	1	2	2590	8	880	
new	kitchen_fork_old.bmp	new18	1	2	924	8	880	
