category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
new	vegie_broccoli.bmp	new36	1	2	1947		0	
new	sporting_baseball bat_new.bmp	new08	1	2	2413		0	
old	vegie_mushroom.bmp	old76	1	1	5244	8.0	3562	
new	musical_french horn_old.bmp	new12	1	2	1699	8.0	3562	
new	sporting_flippers.bmp	new02	1	2	1175	8.0	3562	
new	sporting_windsurf.bmp	new31	1	2	1142	8.0	3562	
old	food_cracker02.bmp	old18	1	1	1919	9.0	1257	
old	food_rawchicken.bmp	old23	1	1	1798	8.0	1293	
new	kitchen_kettle_new.bmp	new24	1	2	3144	8.0	1293	
new	food_cookie01.bmp	new11	1	2	1434	8.0	1293	
old	sporting_bicycle_old.bmp	old55	1	1	1336	5.0	1689	
old	vegie_cauliflower.bmp	old72	1	1	1349	5.0	902	
new	food_pizza.bmp	new22	1	2	1160	5.0	902	
old	animal_farm pig.bmp	old05	1	1	1513	6.0	6243	
old	sporting_boxing_gloves.bmp	old56	0	2	2186	6.0	6243	
new	sporting_weighlifting.bmp	new25	1	2	5793	6.0	6243	
old	food_softcheese.bmp	old24	1	1	1290	5.0	1021	
old	sporting_hockey stick_old.bmp	old58	1	1	1123	5.0	1077	
old	food_toast.bmp	old26	1	1	1552	8.0	874	
new	animal_ostrich.bmp	new26	1	2	1309	8.0	874	
old	fruit_watermelon_old.bmp	old71	0	2	856	8.0	874	
old	animal_frog.bmp	old06	1	1	5076	8.0	1865	
old	food_croissant01.bmp	old19	1	1	1190	5.0	877	
old	animal_penguin.bmp	old10	1	1	1312	6.0	1580	
old	sporting_skipping rope.bmp	old63	1	1	1676	8.0	2119	
old	animal_cheetah.bmp	old02	1	1	1201	8.0	9000	
new	food_bagel01.bmp	new17	1	2	4201	8.0	9000	
old	food_baguette01.bmp	old14	0	2	1321	8.0	9000	
old	food_shellpasta.bmp	old25	1	1	1347	6.0	764	
old	animal_camel_new.bmp	old01	1	1	868	8.0	665	
old	kitchen_apron.bmp	old27	1	1	1253	6.0	418	
old	musical_harmonica_new.bmp	old47	1	1	1239	5.0	1469	
old	food_bottleofredwine01.bmp	old15	1	1	976	6.0	432	
old	animal_parrot.bmp	old09	1	1	1110	8.0	392	
old	kitchen_pitcher.bmp	old34	1	1	1143	9.0	536	
old	fruit_green grapes.bmp	old68	0	2	1689	9.0	536	
new	kitchen_toaster_old.bmp	new30	1	2	1124	9.0	536	
new	fruit_rasberry.bmp	new10	1	2	1366	9.0	536	
old	kitchen_plate.bmp	old35	1	1	1319	5.0	2513	
old	sporting_snow shoes_old.bmp	old64	1	1	1156	6.0	341	
old	fruit_blackberry_new.bmp	old66	1	1	1110	9.0	448	
old	sporting_fishing rod.bmp	old59	1	1	1685	6.0	2009	
new	musical_tambourine_new.bmp	new06	1	2	2223	6.0	2009	
old	kitchen_ladle.bmp	old31	1	1	1509	8.0	2655	
old	fruit_pineapple_old.bmp	old70	1	1	1165	6.0	309	
new	animal_gorilla.bmp	new15	1	2	2231	6.0	309	
new	vegie_snowpea01.bmp	new27	1	2	1837	6.0	309	
old	sporting_americanfootball.bmp	old53	0	2	3203	6.0	309	
old	musical_piano_old.bmp	old48	1	1	1346	8.0	475	
new	vegie_pumpkin.bmp	new21	0	1	1511	9.0	777	
old	vegie_corn02.bmp	old73	1	1	2921	8.0	468	
old	food_candy.bmp	old16	1	1	1032	8.0	317	
new	sporting_golf ball.bmp	new19	1	2	1375	8.0	317	
old	animal_chimpanzee.bmp	old03	1	1	1231	6.0	308	
