category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
old	kitchen_cookie cutter.bmp	old30	0	2	2653		0	
old	kitchen_apron.bmp	old27	0	2	2777		0	
old	animal_frog.bmp	old06	1	1	2745	8.0	3066	
old	sporting_boxing_gloves.bmp	old56	1	1	2519	5.0	2505	
old	kitchen_plate.bmp	old35	1	1	2507	8.0	1694	
old	food_candy.bmp	old16	1	1	1778	8.0	1394	
old	sporting_snow shoes_old.bmp	old64	1	1	2977	5.0	1009	
new	kitchen_kettle_new.bmp	new24	1	2	2448	5.0	1009	
old	vegie_mushroom.bmp	old76	1	1	1949	6.0	1030	
old	food_rawchicken.bmp	old23	1	1	1748	5.0	1005	
old	animal_parrot.bmp	old09	1	1	2124	6.0	710	
old	kitchen_ladle.bmp	old31	1	1	2984	9.0	1416	
new	food_cookie01.bmp	new11	1	2	1807	9.0	1416	
new	animal_seal.bmp	new38	1	2	2206	9.0	1416	
new	fruit_granny smith apple.bmp	new16	1	2	1653	9.0	1416	
old	musical_piano_old.bmp	old48	1	1	1921	8.0	1219	
old	kitchen_pitcher.bmp	old34	0	2	2528	8.0	1219	
old	vegie_corn02.bmp	old73	1	1	1779	8.0	1274	
old	musical_harp_new.bmp	old43	1	1	3142	8.0	975	
old	sporting_mini-trampoline.bmp	old61	1	1	2639	9.0	1733	
new	fruit_apricot_new.bmp	new04	1	2	1847	9.0	1733	
old	vegie_carrot.bmp	old78	1	1	1580	9.0	860	
old	sporting_americanfootball.bmp	old53	1	1	1472	5.0	820	
new	vegie_snowpea01.bmp	new27	1	2	2098	5.0	820	
old	sporting_rollerblade.bmp	old62	1	1	2413	6.0	1068	
old	animal_farm pig.bmp	old05	1	1	3113	9.0	2453	
new	musical_bagpipes.bmp	new35	1	2	1938	9.0	2453	
old	musical_violin_old.bmp	old51	1	1	1891	6.0	2758	
new	animal_gorilla.bmp	new15	1	2	1671	6.0	2758	
old	hard_musical_recorder.bmp	old40	1	1	1491	8.0	1127	
old	musical_triangle.bmp	old49	0	2	2407	8.0	1127	
old	musical_accordion_old.bmp	old41	0	2	1246	8.0	1127	
new	musical_bongo drum.bmp	new23	0	1	3635	5.0	1201	
new	animal_dolphin_old.bmp	new09	1	2	1632	5.0	1201	
old	musical_xylophone_old.bmp	old52	1	1	1966	5.0	1927	
old	food_toast.bmp	old26	1	1	2329	9.0	1595	
old	kitchen_coffee pot.bmp	old29	1	1	1682	5.0	902	
new	animal_pigeon.bmp	new32	1	2	2369	5.0	902	
old	kitchen_peppermill.bmp	old33	1	1	2233	6.0	1767	
new	fruit_rasberry.bmp	new10	1	2	2136	6.0	1767	
new	animal_giraffe.bmp	new03	1	2	1033	6.0	1767	
new	vegie_cucumber.bmp	new33	0	1	2111	9.0	1130	
old	animal_dalmation_old.bmp	old04	1	1	1883	9.0	704	
new	animal_ostrich.bmp	new26	1	2	1834	9.0	704	
old	animal_monarch_old.bmp	old08	1	1	2439	5.0	837	
old	fruit_green grapes.bmp	old68	1	1	1489	5.0	853	
old	animal_cheetah.bmp	old02	1	1	12657	9.0	906	
new	vegie_pumpkin.bmp	new21	1	2	1956	9.0	906	
old	animal_penguin.bmp	old10	0	2	2141	9.0	906	
old	fruit_watermelon_old.bmp	old71	1	1	1310	6.0	945	
old	fruit_pineapple_old.bmp	old70	1	1	2698	5.0	1229	
old	food_cracker02.bmp	old18	1	1	2171	9.0	955	
new	kitchen_spatula_old.bmp	new37	1	2	1900	9.0	955	
old	kitchen_tea cup and saucer.bmp	old37	1	1	1335	5.0	865	
old	sporting_hockey stick_old.bmp	old58	0	2	2581	5.0	865	
old	fruit_blackberry_new.bmp	old66	0	2	1806	5.0	865	
old	animal_siamese cat.bmp	old12	0	2	964	5.0	865	
old	animal_lion_new.bmp	old07	1	1	1860	6.0	4369	
old	musical_double bass.bmp	old45	1	1	1018	8.0	3032	
old	kitchen_wooden spoon_old.bmp	old39	1	1	2638	8.0	2788	
new	food_walnut01c.bmp	new34	1	2	1676	8.0	2788	
new	sporting_flippers.bmp	new02	1	2	1736	8.0	2788	
old	kitchen_scrubbing brush.bmp	old36	0	2	1281	8.0	2788	
old	musical_clarinet_new.bmp	old44	1	1	1709	9.0	1656	
old	musical_drums_old.bmp	old46	1	1	2156	6.0	1405	
old	food_chocolatemilk.bmp	old17	0	2	1884	6.0	1405	
new	kitchen_baking spatula.bmp	new01	1	2	1400	6.0	1405	
old	sporting_fishing rod.bmp	old59	0	2	943	6.0	1405	
old	animal_sheep.bmp	old11	0	2	3416	6.0	1405	
old	food_croissant01.bmp	old19	1	1	1638	9.0	757	
old	musical_tuba.bmp	old50	0	2	2021	9.0	757	
old	sporting_skipping rope.bmp	old63	0	2	2610	9.0	757	
old	vegie_radish.bmp	old77	1	1	1777	6.0	1641	
new	musical_french horn_old.bmp	new12	0	1	3326	8.0	897	
old	kitchen_big cooking pot.bmp	old28	0	2	1708	8.0	897	
new	food_pizza.bmp	new22	1	2	895	8.0	897	
new	sporting_baseball bat_new.bmp	new08	1	2	1882	8.0	897	
new	musical_zamponia windflute.bmp	new29	0	1	5926	5.0	513	
old	musical_acoustic guitar_new.bmp	old42	1	1	1515	8.0	2582	
new	kitchen_toaster_old.bmp	new30	1	2	1358	8.0	2582	
old	vegie_cauliflower.bmp	old72	1	1	1471	9.0	731	
old	food_frenchfries.bmp	old20	1	1	1556	8.0	757	
old	kitchen_martini glass.bmp	old32	1	1	1917	9.0	792	
old	kitchen_white strainer.bmp	old38	0	2	3959	9.0	792	
old	food_bottleofredwine01.bmp	old15	1	1	1391	6.0	1711	
new	sporting_windsurf.bmp	new31	1	2	3490	6.0	1711	
new	food_bread.bmp	new28	1	2	1837	6.0	1711	
old	musical_harmonica_new.bmp	old47	0	2	2123	6.0	1711	
