trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1.763	14.618	3.0	17.618	6.5	Old63	Enc01	20.618			35.236	False			17.618
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1.265	24.118	3.0	27.117	2.0	Old08	Enc02	30.117	9.499999999999998	9.499000000000002	54.235	False	9.499999999999998	9.499000000000002	27.117
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1.6130000000000002	29.117	3.0	32.117	1.5	Old18	Enc03	35.117	4.999000000000002	4.9999999999999964	64.234	False	4.999000000000002	4.9999999999999964	32.117
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	9	1.0490000000000002	33.617	3.0	36.616	1.0	Old75	Enc04	39.616	4.4999999999999964	4.499000000000002	73.233	False	4.4999999999999964	4.499000000000002	36.616
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	1.283	37.616	3.0	40.616	8.5	Old53	Enc05	43.616	3.9990000000000023	4.0	81.232	False	3.9990000000000014	4.0	40.616
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	9	1.142	49.115	3.0	52.115	2.0	Old41	Enc06	55.115	11.499000000000002	11.499000000000002	104.23	False	11.499000000000002	11.499000000000002	52.115
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	1.531	54.115	3.0	57.115	2.5	Old36	Enc07	60.115	5.0	5.0	114.23	False	5.0	5.0	57.115
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	2.064	68.613	3.0	71.613	0.5	Old46	Enc08	74.613	4.499000000000009	4.499000000000009	143.226	False	4.499000000000009	4.499000000000009	71.613
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	5	1.233	75.613	3.0	78.612	2.0	Old16	Enc09	81.612	3.5	3.4989999999999952	157.225	False	3.5	3.4989999999999952	78.612
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	6	1.558	80.612	3.0	83.61200000000002	1.5	Old34	Enc10	86.61200000000002	4.998999999999995	5.000000000000028	167.22400000000002	False	4.998999999999995	5.000000000000028	83.61200000000002
