	Condition	CorrectSource	Stim_RT
0	CTL	6	0.919
1	Enc	8	1.039
2	Enc	5	0.88
3	Enc	5	0.799
4	Enc	6	2.463
5	Enc	5	0.964
6	Enc	9	0.964
7	CTL	5	0.964
8	CTL	6	0.892
9	CTL	6	0.965
10	CTL	9	0.978
11	Enc	6	0.965
12	Enc	8	1.903
13	CTL	9	0.884
14	Enc	9	0.899
15	Enc	5	1.087
16	Enc	9	1.035
17	Enc	5	0.865
18	Enc	8	1.325
19	Enc	8	1.699
20	Enc	9	1.968
21	Enc	8	1.468
22	Enc	5	1.049
23	CTL	5	0.469
24	CTL	8	0.97
25	Enc	8	1.389
26	Enc	8	0.97
27	Enc	5	0.981
28	Enc	9	0.97
29	Enc	9	1.971
30	CTL	8	1.458
31	Enc	6	1.417
32	CTL	9	0.471
33	Enc	8	0.972
34	Enc	8	1.472
35	Enc	9	2.032
36	Enc	5	0.973
37	Enc	6	1.254
38	Enc	9	1.474
39	Enc	8	1.724
40	Enc	6	1.394
41	Enc	6	1.477
42	CTL	6	0.475
43	Enc	9	0.808
44	Enc	8	1.785
45	CTL	6	1.611
46	Enc	9	1.305
47	Enc	8	2.025
48	Enc	9	1.689
49	Enc	6	1.977
50	Enc	5	0.733
51	CTL	5	1.27
52	Enc	6	0.478
53	CTL	9	1.336
54	CTL	8	0.479
55	CTL	9	1.093
56	Enc	6	1.98
57	Enc	8	1.017
58	Enc	9	0.48
59	Enc	5	1.98
60	Enc	6	1.626
61	Enc	9	1.481
62	CTL	8	1.481
63	Enc	6	0.483
64	Enc	9	0.92
65	CTL	5	0.955
66	CTL	5	0.483
67	Enc	6	1.207
68	CTL	8	1.983
69	CTL	9	1.075
70	Enc	8	1.26
71	Enc	9	1.985
72	CTL	8	0.984
73	Enc	8	1.091
74	Enc	9	0.485
75	CTL	9	1.986
76	CTL	6	0.987
77	Enc	5	0.935
78	Enc	8	1.487
79	Enc	5	1.815
80	CTL	6	0.962
81	Enc	6	1.299
82	CTL	6	1.439
83	CTL	9	2.005
84	Enc	5	0.488
85	Enc	6	1.847
86	Enc	8	0.003
87	CTL	5	1.509
88	CTL	8	0.989
89	CTL	9	0.49
90	CTL	6	0.491
91	Enc	5	1.224
92	CTL	5	0.991
93	Enc	5	0.003
94	CTL	5	0.992
95	Enc	5	0.003
96	Enc	9	0.992
97	Enc	9	1.07
98	Enc	5	0.993
99	Enc	8	0.993
100	CTL	8	2.493
101	Enc	6	0.993
102	Enc	6	1.528
103	CTL	8	0.994
104	CTL	6	0.995
105	Enc	5	0.003
106	CTL	5	0.002
107	Enc	6	0.995
108	Enc	8	1.179
109	Enc	9	0.002
110	Enc	8	0.996
111	Enc	9	1.496
112	CTL	8	1.496
113	CTL	9	2.742
114	Enc	6	0.0
115	Enc	5	0.0
116	Enc	6	0.0
