	Condition	CorrectSource	Stim_RT
0	Enc	6	1.563
1	Enc	5	1.099
2	Enc	6	1.077
3	Enc	9	1.348
4	Enc	8	1.776
5	Enc	9	1.147
6	Enc	8	1.629
7	CTL	8	1.432
8	CTL	5	0.991
9	Enc	6	1.03
10	CTL	6	0.864
11	Enc	5	1.777
12	Enc	6	1.915
13	CTL	8	0.946
14	Enc	6	1.132
15	Enc	8	2.273
16	Enc	5	1.922
17	Enc	9	2.177
18	Enc	9	1.88
19	Enc	5	1.596
20	Enc	5	2.116
21	Enc	5	0.478
22	CTL	8	0.856
23	CTL	5	0.787
24	Enc	8	0.738
25	Enc	6	1.267
26	Enc	5	1.642
27	CTL	5	0.77
28	Enc	6	0.603
29	Enc	5	1.323
30	CTL	6	0.549
31	Enc	8	0.65
32	Enc	5	0.63
33	Enc	9	1.229
34	Enc	8	1.982
35	Enc	9	1.888
36	Enc	8	2.294
37	Enc	6	0.897
38	CTL	9	0.925
39	CTL	8	0.815
40	Enc	9	1.515
41	Enc	6	1.341
42	Enc	9	1.36
43	Enc	6	1.651
44	CTL	5	1.189
45	Enc	5	1.585
46	Enc	9	0.911
47	CTL	9	0.889
48	Enc	8	1.479
49	CTL	6	0.801
50	CTL	6	0.707
51	CTL	6	0.479
52	CTL	9	0.546
53	Enc	6	0.443
54	Enc	6	1.403
55	Enc	5	1.785
56	Enc	6	1.352
57	Enc	9	0.932
58	Enc	8	1.726
59	Enc	9	2.121
60	Enc	8	2.475
61	Enc	9	1.831
62	Enc	6	0.522
63	Enc	6	0.869
64	Enc	8	0.583
65	Enc	9	1.116
66	Enc	6	1.161
67	CTL	8	0.657
68	Enc	5	0.722
69	CTL	9	0.626
70	CTL	8	0.589
71	CTL	5	0.511
72	Enc	9	0.565
73	Enc	8	1.693
74	Enc	8	2.097
75	Enc	6	1.048
76	CTL	5	0.461
77	Enc	9	1.592
78	CTL	8	0.606
79	Enc	9	1.474
80	CTL	9	0.658
81	CTL	8	0.651
82	CTL	9	0.722
83	CTL	5	0.608
84	Enc	5	1.351
85	CTL	6	1.137
86	CTL	6	0.51
87	Enc	8	0.643
88	CTL	9	0.533
89	Enc	8	0.628
90	Enc	5	0.755
91	Enc	8	0.717
92	CTL	8	0.537
93	Enc	9	0.988
94	Enc	8	1.309
95	Enc	8	1.809
96	CTL	8	0.674
97	CTL	5	0.758
98	Enc	5	1.24
99	CTL	9	0.42
100	CTL	9	1.021
101	CTL	6	0.714
102	Enc	9	0.756
103	CTL	6	0.829
104	CTL	5	0.567
105	CTL	6	0.613
106	Enc	5	1.099
107	Enc	9	0.508
108	Enc	8	0.724
109	Enc	6	0.649
110	Enc	9	0.738
111	CTL	9	0.884
112	Enc	5	0.653
113	Enc	6	0.491
114	Enc	5	0.71
115	Enc	5	0.594
116	Enc	8	1.212
