	Condition	CorrectSource	Stim_RT
0	CTL	6	0.86
1	Enc	8	0.886
2	Enc	5	0.715
3	Enc	5	1.01
4	Enc	6	1.305
5	Enc	5	0.878
6	Enc	9	0.812
7	CTL	5	0.785
8	CTL	6	0.664
9	CTL	6	0.784
10	CTL	9	0.978
11	Enc	6	0.955
12	Enc	8	0.87
13	CTL	9	0.947
14	Enc	9	0.713
15	Enc	5	0.853
16	Enc	9	0.495
17	Enc	5	0.904
18	Enc	8	0.89
19	Enc	8	0.73
20	Enc	9	0.848
21	Enc	8	1.149
22	Enc	5	1.081
23	CTL	5	1.266
24	CTL	8	0.774
25	Enc	8	0.719
26	Enc	8	0.706
27	Enc	5	0.868
28	Enc	9	0.94
29	Enc	9	0.711
30	CTL	8	0.663
31	Enc	6	0.626
32	CTL	9	1.298
33	Enc	8	0.617
34	Enc	8	0.847
35	Enc	9	0.761
36	Enc	5	0.787
37	Enc	6	0.699
38	Enc	9	1.0
39	Enc	8	0.863
40	Enc	6	0.685
41	Enc	6	1.112
42	CTL	6	1.934
43	Enc	9	0.938
44	Enc	8	0.737
45	CTL	6	0.583
46	Enc	9	0.511
47	Enc	8	0.0
48	Enc	9	0.722
49	Enc	6	0.788
50	Enc	5	0.754
51	CTL	5	0.715
52	Enc	6	0.875
53	CTL	9	0.84
54	CTL	8	0.603
55	CTL	9	0.649
56	Enc	6	0.855
57	Enc	8	0.91
58	Enc	9	0.855
59	Enc	5	0.712
60	Enc	6	1.203
61	Enc	9	0.708
62	CTL	8	0.802
63	Enc	6	0.921
64	Enc	9	0.723
65	CTL	5	0.569
66	CTL	5	0.632
67	Enc	6	0.845
68	CTL	8	1.213
69	CTL	9	0.73
70	Enc	8	1.004
71	Enc	9	1.029
72	CTL	8	0.695
73	Enc	8	0.0
74	Enc	9	0.929
75	CTL	9	0.835
76	CTL	6	0.686
77	Enc	5	0.815
78	Enc	8	1.159
79	Enc	5	0.87
80	CTL	6	0.993
81	Enc	6	0.638
82	CTL	6	0.557
83	CTL	9	0.824
84	Enc	5	0.889
85	Enc	6	0.892
86	Enc	8	0.733
87	CTL	5	0.622
88	CTL	8	0.602
89	CTL	9	0.588
90	CTL	6	0.699
91	Enc	5	0.762
92	CTL	5	0.0
93	Enc	5	0.68
94	CTL	5	1.02
95	Enc	5	1.752
96	Enc	9	0.897
97	Enc	9	1.214
98	Enc	5	1.39
99	Enc	8	1.007
100	CTL	8	0.0
101	Enc	6	0.693
102	Enc	6	1.241
103	CTL	8	0.805
104	CTL	6	0.0
105	Enc	5	0.85
106	CTL	5	0.772
107	Enc	6	0.681
108	Enc	8	0.885
109	Enc	9	1.432
110	Enc	8	1.07
111	Enc	9	0.917
112	CTL	8	0.763
113	CTL	9	0.658
114	Enc	6	0.984
115	Enc	5	0.0
116	Enc	6	1.715
