	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	16.04	3.0	19.039	1.0	False	CTL01
1	20.039	3.0	23.039	8.0	Old54	Enc01
2	31.038	3.0	34.038	7.5	Old07	Enc02
3	41.538	3.0	44.537	0.5	Old63	Enc03
4	45.037	3.0	48.037	6.0	Old45	Enc04
5	54.037	3.0	57.036	2.0	Old52	Enc05
6	59.036	3.0	62.036	2.0	Old72	Enc06
7	64.036	3.0	67.036	4.0	False	CTL02
8	71.035	3.0	74.035	2.5	False	CTL03
9	76.535	3.0	79.53399999999999	1.5	False	CTL04
10	81.03399999999999	3.0	84.03399999999999	5.0	False	CTL05
11	89.03399999999999	3.0	92.03299999999999	1.0	Old61	Enc07
12	93.03299999999999	3.0	96.03299999999999	3.0	Old13	Enc08
13	99.03299999999999	3.0	102.033	3.0	False	CTL06
14	105.032	3.0	108.032	2.5	Old48	Enc09
15	110.532	3.0	113.532	6.5	Old08	Enc10
16	120.031	3.0	123.031	2.5	Old36	Enc11
17	125.531	3.0	128.53	2.0	Old31	Enc12
18	130.53	3.0	133.53	4.5	Old77	Enc13
19	138.03	3.0	141.029	4.5	Old67	Enc14
20	145.529	3.0	148.529	2.5	Old69	Enc15
21	151.029	3.0	154.028	1.0	Old74	Enc16
22	155.028	3.0	158.028	1.5	Old01	Enc17
23	159.528	3.0	162.528	4.0	False	CTL07
24	166.527	3.0	169.527	3.0	False	CTL08
25	172.527	3.0	175.527	1.0	Old32	Enc18
26	176.527	3.0	179.526	1.0	Old17	Enc19
27	180.526	3.0	183.526	0.5	Old26	Enc20
28	184.026	3.0	187.026	3.5	Old66	Enc21
29	190.525	3.0	193.525	4.5	Old16	Enc22
30	198.025	3.0	201.024	9.5	False	CTL09
31	210.524	3.0	213.523	3.5	Old09	Enc23
32	217.023	3.0	220.023	4.0	False	CTL10
33	224.023	3.0	227.022	4.0	Old14	Enc24
34	231.022	3.0	234.022	1.0	Old46	Enc25
35	235.022	3.0	238.021	6.0	Old23	Enc26
36	244.021	3.0	247.021	6.5	Old44	Enc27
37	253.52	3.0	256.52	2.0	Old29	Enc28
38	258.52	3.0	261.52	1.5	Old49	Enc29
39	263.019	3.0	266.019	2.5	Old40	Enc30
40	268.519	3.0	271.519	4.5	Old39	Enc31
41	276.018	3.0	279.018	0.5	Old11	Enc32
42	279.518	3.0	282.518	1.0	False	CTL11
43	283.518	3.0	286.517	1.5	Old05	Enc33
44	288.017	3.0	291.017	2.0	Old62	Enc34
45	293.017	3.0	296.017	4.0	False	CTL12
46	300.016	3.0	303.016	2.0	Old06	Enc35
47	305.016	3.0	308.016	2.5	Old56	Enc36
48	310.516	3.0	313.515	2.0	Old22	Enc37
49	315.515	3.0	318.515	14.0	Old75	Enc38
50	333.014	3.0	336.013	4.0	Old24	Enc39
51	340.013	3.0	343.013	1.5	False	CTL13
52	344.513	3.0	347.5119999999999	1.0	Old18	Enc40
53	348.5119999999999	3.0	351.5119999999999	3.0	False	CTL14
54	354.5119999999999	3.0	357.5119999999999	5.5	False	CTL15
55	363.011	3.0	366.011	2.0	False	CTL16
56	368.011	3.0	371.011	2.5	Old42	Enc41
57	373.51	3.0	376.51	3.0	Old30	Enc42
58	379.51	3.0	382.51	3.0	Old38	Enc43
59	385.509	3.0	388.509	2.0	Old71	Enc44
60	390.509	3.0	393.509	5.0	Old59	Enc45
61	398.508	3.0	401.508	4.5	Old60	Enc46
62	406.008	3.0	409.0069999999999	10.0	False	CTL17
63	419.5069999999999	3.0	422.506	2.5	Old73	Enc47
64	425.006	3.0	428.006	2.5	Old35	Enc48
65	430.506	3.0	433.505	6.0	False	CTL18
66	439.505	3.0	442.505	3.5	False	CTL19
67	446.004	3.0	449.004	1.5	Old19	Enc49
68	450.504	3.0	453.504	2.5	False	CTL20
69	456.004	3.0	459.003	4.0	False	CTL21
70	463.003	3.0	466.003	2.0	Old02	Enc50
71	468.003	3.0	471.002	3.0	Old65	Enc51
72	474.002	3.0	477.002	3.0	False	CTL22
