	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	OLD	kitchen_cookie cutter.bmp	Old30	0	2	2.653	False	0	16.018	3.0	19.027	1.0	False	CTL01
1	OLD	Kitchen_apron.bmp	Old27	0	2	2.7769999999999997	False	0	20.03	3.0	23.039	8.0	Old59	Enc01
2	OLD	animal_frog.bmp	Old06	1	1	2.745	8.0	3066	31.029	3.0	34.038000000000004	7.5	Old13	Enc02
3	OLD	sporting_boxing_gloves.bmp	Old56	1	1	2.519	5.0	2505	41.528	3.0	44.537	0.5	Old54	Enc03
4	OLD	kitchen_plate.bmp	Old35	1	1	2.5069999999999997	8.0	1694	45.038000000000004	3.0	48.047	6.0	Old46	Enc04
5	OLD	food_candy.bmp	Old16	1	1	1.778	8.0	1394	54.048	3.0	57.056999999999995	2.0	Old52	Enc05
6	OLD	sporting_snow shoes_old.bmp	Old64	1	1	2.977	5.0	1009	59.047	3.0	62.056000000000004	2.0	Old78	Enc06
7	New	kitchen_kettle_new.bmp	New24	1	2	2.448	5.0	1009	64.045	3.0	67.054	4.0	False	CTL02
8	OLD	vegie_mushroom.bmp	Old76	1	1	1.949	6.0	1030	71.04899999999998	3.0	74.058	2.5	False	CTL03
9	OLD	food_rawchicken.bmp	Old23	1	1	1.7480000000000002	5.0	1005	76.54899999999998	3.0	79.558	1.5	False	CTL04
10	OLD	animal_parrot.bmp	Old09	1	1	2.124	6.0	710	81.046	3.0	84.055	5.0	False	CTL05
11	OLD	kitchen_ladle.bmp	Old31	1	1	2.984	9.0	1416	89.053	3.0	92.062	1.0	Old62	Enc07
12	New	food_cookie01.bmp	New11	1	2	1.807	9.0	1416	93.065	3.0	96.074	3.0	Old02	Enc08
13	New	animal_seal.bmp	New38	1	2	2.206	9.0	1416	99.066	3.0	102.075	3.0	False	CTL06
14	New	fruit_granny smith apple.bmp	New16	1	2	1.653	9.0	1416	105.06700000000001	3.0	108.07600000000001	2.5	Old42	Enc09
15	OLD	musical_piano_old.bmp	Old48	1	1	1.921	8.0	1219	110.56700000000001	3.0	113.57600000000001	6.5	Old10	Enc10
16	OLD	kitchen_pitcher.bmp	Old34	0	2	2.528	8.0	1219	120.079	3.0	123.088	2.5	Old36	Enc11
17	OLD	vegie_corn02.bmp	Old73	1	1	1.7790000000000001	8.0	1274	125.579	3.0	128.588	2.0	Old28	Enc12
18	OLD	musical_harp_new.bmp	Old43	1	1	3.142	8.0	975	130.577	3.0	133.586	4.5	Old75	Enc13
19	OLD	sporting_mini-trampoline.bmp	Old61	1	1	2.639	9.0	1733	138.083	3.0	141.092	4.5	Old73	Enc14
20	New	fruit_apricot_new.bmp	New04	1	2	1.847	9.0	1733	145.588	3.0	148.597	2.5	Old67	Enc15
21	OLD	vegie_carrot.bmp	Old78	1	1	1.58	9.0	860	151.088	3.0	154.097	1.0	Old68	Enc16
22	OLD	sporting_americanfootball.bmp	Old53	1	1	1.472	5.0	820	155.083	3.0	158.092	1.5	Old08	Enc17
23	New	vegie_snowpea01.bmp	New27	1	2	2.0980000000000003	5.0	820	159.58	3.0	162.589	4.0	False	CTL07
24	OLD	sporting_rollerblade.bmp	Old62	1	1	2.4130000000000003	6.0	1068	166.585	3.0	169.59400000000002	3.0	False	CTL08
25	OLD	animal_farm pig.bmp	Old05	1	1	3.113	9.0	2453	172.58599999999998	3.0	175.595	1.0	Old35	Enc18
26	New	musical_bagpipes.bmp	New35	1	2	1.9380000000000002	9.0	2453	176.59799999999998	3.0	179.607	1.0	Old16	Enc19
27	OLD	musical_violin_old.bmp	Old51	1	1	1.891	6.0	2758	180.61	3.0	183.61900000000003	0.5	Old23	Enc20
28	New	animal_gorilla.bmp	New15	1	2	1.671	6.0	2758	184.12	3.0	187.12900000000002	3.5	Old72	Enc21
29	OLD	hard_musical_recorder.bmp	Old40	1	1	1.4909999999999999	8.0	1127	190.623	3.0	193.632	4.5	Old15	Enc22
30	OLD	musical_triangle.bmp	Old49	0	2	2.407	8.0	1127	198.12900000000002	3.0	201.138	9.5	False	CTL09
31	OLD	musical_accordion_old.bmp	Old41	0	2	1.246	8.0	1127	210.63299999999998	3.0	213.642	3.5	Old09	Enc23
32	New	musical_bongo drum.bmp	New23	0	1	3.635	5.0	1201	217.136	3.0	220.145	4.0	False	CTL10
33	New	animal_dolphin_old.bmp	New09	1	2	1.632	5.0	1201	224.14	3.0	227.149	4.0	Old20	Enc24
34	OLD	musical_xylophone_old.bmp	Old52	1	1	1.966	5.0	1927	231.144	3.0	234.153	1.0	Old40	Enc25
35	OLD	food_toast.bmp	Old26	1	1	2.329	9.0	1595	235.139	3.0	238.148	6.0	Old22	Enc26
36	OLD	kitchen_coffee pot.bmp	Old29	1	1	1.682	5.0	902	244.15	3.0	247.15900000000002	6.5	Old49	Enc27
37	New	animal_pigeon.bmp	New32	1	2	2.369	5.0	902	253.66099999999997	3.0	256.67	2.0	Old33	Enc28
38	OLD	kitchen_peppermill.bmp	Old33	1	1	2.233	6.0	1767	258.66	3.0	261.66900000000004	1.5	Old45	Enc29
39	New	fruit_rasberry.bmp	New10	1	2	2.136	6.0	1767	263.156	3.0	266.165	2.5	Old47	Enc30
40	New	animal_giraffe.bmp	New03	1	2	1.033	6.0	1767	268.656	3.0	271.665	4.5	Old31	Enc31
