	Condition	CorrectSource	Stim_RT
0	CTL	8	1.386
1	Enc	6	0.858
2	Enc	5	0.845
3	Enc	6	1.485
4	Enc	9	1.348
5	Enc	8	1.534
6	Enc	9	0.785
7	CTL	5	0.67
8	CTL	6	0.717
9	Enc	8	0.604
10	CTL	8	0.714
11	Enc	6	0.862
12	Enc	5	0.755
13	CTL	8	0.585
14	Enc	6	0.875
15	Enc	6	1.162
16	Enc	8	1.009
17	Enc	5	0.915
18	Enc	9	1.123
19	Enc	9	0.882
20	Enc	5	0.819
21	Enc	5	0.818
22	CTL	5	0.746
23	Enc	5	0.869
24	Enc	8	0.96
25	CTL	5	0.701
26	Enc	6	0.875
27	Enc	5	1.288
28	Enc	6	0.81
29	Enc	5	1.815
30	Enc	8	0.901
31	Enc	5	1.023
32	Enc	9	1.51
33	CTL	6	0.766
34	CTL	9	0.668
35	CTL	8	0.606
36	CTL	5	0.615
37	Enc	8	0.808
38	CTL	9	0.941
39	Enc	9	1.474
40	CTL	6	1.262
41	Enc	8	1.011
42	Enc	6	0.796
43	Enc	9	0.825
44	Enc	6	0.681
45	Enc	9	0.815
46	Enc	6	0.862
47	CTL	6	0.769
48	Enc	5	0.694
49	Enc	9	0.752
50	Enc	8	0.644
51	Enc	6	0.722
52	CTL	6	1.161
53	CTL	9	0.801
54	Enc	6	0.573
55	Enc	5	0.778
56	Enc	6	0.612
57	CTL	8	0.817
58	Enc	9	0.834
59	Enc	8	0.701
60	Enc	9	1.157
61	CTL	9	0.0
62	Enc	8	0.645
63	Enc	9	0.666
64	CTL	8	0.497
65	CTL	5	0.591
66	CTL	5	0.0
67	CTL	8	0.547
68	CTL	9	0.639
69	CTL	8	0.627
70	Enc	6	0.694
71	Enc	6	0.888
72	Enc	8	0.94
73	Enc	9	0.838
74	Enc	6	1.055
75	CTL	9	1.151
76	CTL	5	0.622
77	Enc	5	0.779
78	Enc	9	0.0
79	Enc	8	0.974
80	Enc	8	0.76
81	CTL	6	0.531
82	Enc	6	0.69
83	CTL	6	0.715
84	Enc	9	0.598
85	Enc	9	0.869
86	Enc	5	0.773
87	CTL	9	0.626
88	Enc	8	0.725
89	CTL	8	0.635
90	Enc	8	0.604
91	CTL	8	0.62
92	Enc	5	0.662
93	CTL	5	0.636
94	Enc	8	0.757
95	Enc	9	0.634
96	CTL	9	0.608
97	CTL	9	0.673
98	Enc	8	0.673
99	Enc	8	0.773
100	CTL	6	0.552
101	Enc	5	0.69
102	Enc	9	0.639
103	Enc	5	0.733
104	Enc	9	1.103
105	Enc	8	0.564
106	CTL	6	0.65
107	Enc	6	0.59
108	Enc	9	0.707
109	CTL	5	0.766
110	CTL	6	0.612
111	Enc	5	0.665
112	Enc	6	0.672
113	CTL	9	0.622
114	Enc	5	0.784
115	Enc	5	0.656
116	Enc	8	0.591
