	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	New	animal_pigeon.bmp	New32	1	2	2.71	False	0
1	OLD	fruit_green grapes.bmp	Old68	1	1	3.519	6.0	1417
2	OLD	food_toast.bmp	Old26	0	2	1.83	6.0	1417
3	OLD	vegie_garlic01a.bmp	Old74	1	1	1.275	9.0	2359
4	New	food_walnut01c.bmp	New34	0	1	4.311	6.0	5626
5	OLD	animal_frog.bmp	Old06	1	1	2.551	8.0	1088
6	OLD	musical_clarinet_new.bmp	Old44	1	1	1.451	9.0	535
7	OLD	sporting_snow shoes_old.bmp	Old64	1	1	2.688	5.0	667
8	New	sporting_baseball bat_new.bmp	New08	0	1	4.381	6.0	510
9	OLD	animal_chimpanzee.bmp	Old03	1	1	1.111	8.0	1225
10	OLD	kitchen_pitcher.bmp	Old34	1	1	4.918	9.0	601
11	OLD	sporting_fishing rod.bmp	Old59	1	1	1.686	6.0	2010
12	OLD	sporting_boxing_gloves.bmp	Old56	1	1	1.656	8.0	284
13	OLD	food_shellpasta.bmp	Old25	0	2	4.718	8.0	284
14	OLD	food_baguette01.bmp	Old14	0	2	1.327	8.0	284
15	OLD	vegie_corn02.bmp	Old73	1	1	1.384	5.0	296
16	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	1.682	6.0	1614
17	New	musical_bagpipes.bmp	New35	1	2	1.723	6.0	1614
18	New	kitchen_garlic press.bmp	New07	1	2	1.716	6.0	1614
19	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	1.341	9.0	1462
20	OLD	musical_double bass.bmp	Old45	0	2	7.409	9.0	1462
21	OLD	kitchen_big cooking pot.bmp	Old28	1	1	1.126	9.0	344
22	OLD	musical_xylophone_old.bmp	Old52	1	1	1.232	6.0	334
23	OLD	kitchen_plate.bmp	Old35	0	2	1.302	6.0	334
24	OLD	animal_parrot.bmp	Old09	1	1	1.56	9.0	1409
25	New	kitchen_fork_old.bmp	New18	1	2	1.504	9.0	1409
26	OLD	animal_sheep.bmp	Old11	1	1	1.529	9.0	507
27	New	fruit_rasberry.bmp	New10	0	1	4.957	5.0	326
28	OLD	kitchen_ladle.bmp	Old31	1	1	1.471	9.0	3946
29	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.234	9.0	319
30	New	animal_horse.bmp	New20	1	2	2.32	9.0	319
31	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.385	9.0	497
32	New	musical_tambourine_new.bmp	New06	0	1	3.418	6.0	313
33	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.058	6.0	302
34	OLD	fruit_blackberry_new.bmp	Old66	1	1	3.888	6.0	324
35	New	vegie_snowpea01.bmp	New27	1	2	1.589	6.0	324
36	OLD	food_croissant01.bmp	Old19	1	1	3.689	5.0	285
37	OLD	vegie_radish.bmp	Old77	1	1	1.215	5.0	270
38	New	vegie_cucumber.bmp	New33	0	1	1.713	9.0	676
39	OLD	musical_harp_new.bmp	Old43	0	2	1.959	9.0	676
40	OLD	food_cracker02.bmp	Old18	1	1	4.831	6.0	309
41	OLD	animal_monarch_old.bmp	Old08	1	1	1.214	8.0	309
42	OLD	Kitchen_apron.bmp	Old27	1	1	2.296	5.0	819
43	OLD	musical_drums_old.bmp	Old46	1	1	1.337	9.0	346
44	OLD	food_pecan02.bmp	Old21	1	1	13.705	6.0	461
45	New	musical_french horn_old.bmp	New12	1	2	2.144	6.0	461
46	OLD	sporting_bicycle_old.bmp	Old55	0	2	2.129	6.0	461
47	OLD	food_softcheese.bmp	Old24	1	1	1.497	9.0	2613
48	OLD	kitchen_cookie cutter.bmp	Old30	1	1	6.898	5.0	638
49	New	food_bagel01.bmp	New17	1	2	1.817	5.0	638
50	New	sporting_golf ball.bmp	New19	1	2	2.03	5.0	638
51	OLD	kitchen_tea cup and saucer.bmp	Old37	0	2	1.402	5.0	638
52	New	kitchen_spatula_old.bmp	New37	1	2	1.249	5.0	638
53	New	sporting_weighlifting.bmp	New25	1	2	1.173	5.0	638
54	OLD	vegie_green capsicum.bmp	Old75	1	1	2.78	8.0	308
55	OLD	animal_lion_new.bmp	Old07	0	2	1.51	8.0	308
56	OLD	sporting_skipping rope.bmp	Old63	1	1	1.368	6.0	296
57	OLD	animal_zebra_old.bmp	Old13	1	1	1.25	9.0	311
58	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.153	9.0	337
59	OLD	vegie_carrot.bmp	Old78	1	1	3.769	6.0	313
60	OLD	musical_triangle.bmp	Old49	1	1	1.733	6.0	308
61	OLD	food_candy.bmp	Old16	1	1	1.205	6.0	316
62	New	animal_dolphin_old.bmp	New09	1	2	1.317	6.0	316
63	New	animal_seal.bmp	New38	1	2	1.246	6.0	316
64	New	fruit_granny smith apple.bmp	New16	1	2	1.922	6.0	316
65	OLD	vegie_mushroom.bmp	Old76	1	1	3.915	8.0	310
66	OLD	animal_cheetah.bmp	Old02	1	1	6.32	9.0	339
67	OLD	sporting_americanfootball.bmp	Old53	0	2	1.235	9.0	339
68	New	food_bread.bmp	New28	1	2	2.657	9.0	339
69	OLD	animal_penguin.bmp	Old10	0	2	1.901	9.0	339
70	OLD	vegie_cauliflower.bmp	Old72	0	2	20.431	9.0	339
71	OLD	food_rawchicken.bmp	Old23	1	1	5.804	5.0	364
72	New	food_pizza.bmp	New22	1	2	2.29	5.0	364
73	OLD	animal_siamese cat.bmp	Old12	0	2	1.836	5.0	364
74	OLD	sporting_karate clothing.bmp	Old60	1	1	1.689	5.0	324
75	OLD	food_frenchfries.bmp	Old20	1	1	5.157	8.0	4582
76	OLD	animal_farm pig.bmp	Old05	1	1	2.237	6.0	626
77	OLD	musical_harmonica_new.bmp	Old47	0	2	1.351	6.0	626
78	OLD	musical_piano_old.bmp	Old48	0	2	1.951	6.0	626
79	New	fruit_cherry.bmp	Old67	1	1	5.582	5.0	414
80	New	fruit_apricot_new.bmp	New04	1	2	4.003	5.0	414
81	OLD	musical_violin_old.bmp	Old51	1	1	1.873	9.0	341
82	New	animal_giraffe.bmp	New03	1	2	4.325	9.0	341
83	New	kitchen_kettle_new.bmp	New24	0	1	1.43	9.0	349
84	New	musical_zamponia windflute.bmp	New29	1	2	1.42	9.0	349
85	OLD	food_chocolatemilk.bmp	Old17	1	1	1.609	6.0	1919
86	New	musical_uculele_new.bmp	New39	0	1	2.209	9.0	712
87	New	food_cookie01.bmp	New11	0	1	19.025	9.0	609
88	New	animal_gorilla.bmp	New15	1	2	4.406	9.0	609
89	New	kitchen_baking spatula.bmp	New01	0	1	3.9	8.0	327
90	OLD	animal_camel_new.bmp	Old01	1	1	2.0	5.0	287
91	OLD	sporting_mini-trampoline.bmp	Old61	0	2	1.874	5.0	287
92	New	vegie_broccoli.bmp	New36	0	1	3.997	6.0	1173
93	OLD	animal_dalmation_old.bmp	Old04	0	2	2.324	6.0	1173
94	OLD	sporting_rollerblade.bmp	Old62	1	1	1.629	6.0	1307
95	New	food_drink.bmp	New05	1	2	1.677	6.0	1307
96	OLD	kitchen_coffee pot.bmp	Old29	1	1	1.976	9.0	488
97	OLD	musical_accordion_old.bmp	Old41	1	1	1.49	5.0	285
98	OLD	fruit_pineapple_old.bmp	Old70	1	1	3.071	8.0	10467
99	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	2.399	8.0	10467
100	New	sporting_flippers.bmp	New02	1	2	1.789	8.0	10467
101	New	sporting_basketball_new.bmp	New14	0	1	2.571	5.0	1035
102	OLD	kitchen_martini glass.bmp	Old32	1	1	1.439	9.0	429
103	New	musical_bongo drum.bmp	New23	1	2	2.433	9.0	429
104	OLD	musical_tuba.bmp	Old50	0	2	6.005	9.0	429
105	OLD	food_pickle01a.bmp	Old22	1	1	1.387	5.0	274
106	New	vegie_pumpkin.bmp	New21	1	2	1.653	5.0	274
107	OLD	sporting_hockey stick_old.bmp	Old58	1	1	1.505	9.0	2019
108	New	kitchen_toaster_old.bmp	New30	1	2	1.376	9.0	2019
109	OLD	kitchen_peppermill.bmp	Old33	1	1	2.495	8.0	387
110	OLD	kitchen_white strainer.bmp	Old38	1	1	4.241	9.0	3070
111	OLD	fruit_lemon_new.bmp	Old69	1	1	1.329	9.0	403
112	OLD	sporting_footballhelmet.bmp	Old57	1	1	6.993	6.0	569
113	New	animal_ostrich.bmp	New26	1	2	1.544	6.0	569
114	New	kitchen_ramekin.bmp	New13	1	2	3.96	6.0	569
115	New	sporting_windsurf.bmp	New31	1	2	8.856	6.0	569
116	OLD	hard_musical_recorder.bmp	Old40	0	2	10.731	6.0	569
