	Condition	CorrectSource	Stim_RT
0	Enc	8	1.31
1	CTL	6	1.23
2	Enc	5	0.459
3	Enc	5	0.46
4	CTL	5	0.459
5	CTL	6	0.884
6	Enc	6	1.169
7	Enc	5	1.168
8	CTL	6	0.939
9	Enc	9	1.095
10	CTL	9	0.976
11	Enc	6	0.961
12	CTL	9	0.461
13	CTL	5	0.888
14	Enc	8	0.962
15	Enc	9	1.463
16	Enc	5	1.053
17	Enc	9	0.963
18	Enc	5	0.963
19	Enc	8	0.962
20	Enc	8	1.795
21	Enc	9	1.801
22	Enc	8	0.963
23	Enc	5	1.364
24	CTL	8	0.464
25	Enc	8	1.461
26	Enc	8	1.465
27	Enc	5	0.465
28	CTL	8	0.739
29	Enc	9	1.395
30	Enc	9	0.967
31	Enc	6	0.467
32	Enc	8	1.351
33	Enc	8	0.967
34	Enc	9	1.467
35	Enc	5	0.467
36	Enc	6	1.775
37	CTL	9	0.726
38	CTL	6	0.838
39	CTL	6	0.836
40	CTL	5	0.719
41	Enc	9	1.47
42	Enc	8	1.178
43	CTL	9	0.895
44	Enc	6	1.276
45	Enc	6	0.471
46	Enc	9	2.222
47	Enc	8	0.472
48	CTL	8	0.756
49	Enc	9	1.794
50	CTL	9	0.472
51	CTL	8	0.846
52	Enc	8	1.193
53	Enc	9	1.538
54	Enc	6	0.974
55	CTL	5	0.806
56	Enc	5	1.348
57	Enc	6	0.476
58	Enc	6	0.975
59	Enc	8	1.476
60	Enc	9	1.452
61	CTL	5	0.786
62	Enc	5	1.842
63	CTL	8	0.82
64	CTL	9	0.638
65	Enc	6	1.058
66	CTL	8	0.761
67	Enc	9	1.501
68	Enc	6	0.479
69	Enc	9	1.709
70	Enc	6	1.54
71	Enc	8	1.346
72	Enc	9	0.98
73	Enc	8	0.48
74	CTL	9	0.679
75	Enc	9	1.48
76	CTL	6	0.93
77	Enc	5	0.981
78	Enc	8	1.576
79	Enc	5	0.982
80	Enc	6	0.482
81	CTL	6	0.829
82	Enc	5	1.483
83	Enc	6	1.977
84	Enc	8	0.483
85	CTL	6	0.602
86	CTL	9	0.776
87	CTL	5	0.485
88	Enc	5	1.541
89	Enc	5	1.378
90	CTL	8	0.485
91	Enc	5	1.253
92	Enc	9	1.486
93	CTL	9	0.486
94	Enc	9	0.487
95	Enc	5	1.524
96	CTL	6	0.876
97	CTL	5	0.002
98	Enc	8	0.487
99	Enc	6	1.612
100	CTL	5	0.814
101	CTL	8	0.648
102	Enc	6	1.391
103	Enc	5	0.488
104	CTL	8	1.072
105	CTL	6	0.681
106	Enc	6	1.489
107	Enc	8	1.495
108	CTL	5	0.002
109	CTL	8	0.675
110	Enc	9	1.334
111	Enc	8	0.491
112	CTL	9	0.672
113	Enc	9	1.538
114	Enc	6	0.002
115	Enc	5	1.825
116	Enc	6	1.266
