trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	1.723	28.54	3.0	31.549	0.5	CTL01	7.019999999999996	3.509999999999998	3.509999999999998	35.559999999999995	0.0	3.509999999999998	3.509999999999998	31.549
4	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	0.9	44.555	3.0	47.56399999999999	3.5	CTL02	9.995999999999988	4.9979999999999976	4.997999999999991	54.55099999999999	0.0	4.9979999999999976	4.997999999999991	47.56399999999999
5	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	6.0	0.8690000000000001	51.058	3.0	54.067	1.5	CTL03	13.006000000000007	6.503	6.503000000000007	64.06400000000001	0.0	6.503	6.503000000000007	54.067
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	6.0	1.077	65.05	3.0	68.059	3.0	CTL04	7.992000000000004	3.996000000000009	3.995999999999995	73.042	0.0	3.996000000000009	3.995999999999995	68.059
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	9.0	0.8390000000000001	78.055	3.0	81.064	0.5	CTL05	14.007999999999996	7.004000000000005	7.003999999999991	92.063	0.0	7.004000000000005	7.003999999999991	81.064
12	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	9.0	0.8690000000000001	87.065	3.0	90.074	2.5	CTL06	10.99799999999999	5.498999999999995	5.498999999999995	98.063	0.0	5.498999999999995	5.498999999999995	90.074
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	5.0	0.633	92.565	3.0	95.574	3.5	CTL07	11.0	5.5	5.5	103.565	0.0	5.5	5.5	95.574
24	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	8.0	0.902	152.126	3.0	155.135	1.0	CTL08	13.00400000000002	6.5020000000000095	6.5020000000000095	165.13000000000002	0.0	6.5020000000000095	6.5020000000000095	155.135
28	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	8.0	0.911	171.13299999999998	3.0	174.142	7.0	CTL09	13.005999999999972	6.502999999999986	6.502999999999986	184.13899999999995	0.0	6.502999999999986	6.502999999999986	174.142
37	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	37.0	9.0	1.098	231.664	3.0	234.673	1.0	CTL10	13.006	6.502999999999986	6.503000000000014	244.67	0.0	6.502999999999986	6.503000000000014	234.673
