trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1.29	25.03	3.0	28.039	0.5	Old63	Enc01	31.039			56.069	False			28.039
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	1.156	32.051	3.0	35.06	4.5	Old12	Enc02	38.06	3.511000000000003	3.511000000000003	70.111	False	3.511000000000003	3.511000000000003	35.06
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	1.298	39.557	3.0	42.566	2.0	Old58	Enc03	45.566	7.506	7.506	85.123	False	7.506	7.506	42.566
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1.061	55.55399999999999	3.0	58.563	2.5	Old78	Enc04	61.563	4.495999999999988	4.496000000000002	117.11699999999999	False	4.495999999999988	4.496000000000002	58.563
7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	1.009	61.05399999999999	3.0	64.063	1.0	Old71	Enc05	67.063	5.5	5.5	128.117	False	5.5	5.5	64.063
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1.315	71.051	3.0	74.06	4.0	Old45	Enc06	77.06	6.001000000000005	6.001000000000005	148.111	False	6.001000000000005	6.001000000000005	74.06
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	6	1.128	81.566	3.0	84.575	2.5	Old64	Enc07	87.575	3.5109999999999957	3.51100000000001	169.14100000000002	False	3.510999999999996	3.51100000000001	84.575
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	8	1.21	99.068	3.0	102.077	1.0	Old03	Enc08	105.077	6.503	6.503	204.14499999999998	False	6.503	6.503	102.077
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	9	0.91	103.08	3.0	106.089	2.0	Old69	Enc09	109.089	4.0120000000000005	4.0120000000000005	212.16899999999998	False	4.0120000000000005	4.0120000000000005	106.089
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	5	1.1840000000000002	108.078	3.0	111.087	0.5	Old11	Enc10	114.087	4.998000000000005	4.998000000000005	222.16500000000002	False	4.998000000000005	4.998000000000005	111.087
