	Condition	CorrectSource	Stim_RT
0	Enc	6	1.251
1	Enc	5	0.871
2	Enc	6	1.228
3	Enc	9	1.226
4	Enc	8	1.504
5	Enc	9	1.35
6	Enc	8	1.036
7	CTL	8	0.832
8	CTL	5	0.765
9	Enc	6	1.097
10	CTL	6	1.007
11	Enc	5	1.18
12	Enc	6	1.453
13	CTL	8	0.916
14	Enc	6	0.988
15	Enc	8	0.946
16	Enc	5	0.811
17	Enc	9	1.435
18	Enc	9	1.224
19	Enc	5	0.805
20	Enc	5	1.212
21	Enc	5	1.052
22	CTL	8	0.828
23	CTL	5	0.868
24	Enc	8	0.743
25	Enc	6	1.013
26	Enc	5	1.266
27	CTL	5	0.896
28	Enc	6	1.153
29	Enc	5	0.874
30	CTL	6	0.815
31	Enc	8	1.372
32	Enc	5	1.346
33	Enc	9	1.848
34	Enc	8	1.195
35	Enc	9	1.23
36	Enc	8	0.91
37	Enc	6	1.389
38	CTL	9	0.83
39	CTL	8	0.573
40	Enc	9	1.006
41	Enc	6	0.936
42	Enc	9	0.972
43	Enc	6	2.095
44	CTL	5	0.781
45	Enc	5	1.227
46	Enc	9	0.781
47	CTL	9	0.778
48	Enc	8	0.885
49	CTL	6	0.666
50	CTL	6	0.801
51	CTL	6	0.872
52	CTL	9	0.623
53	Enc	6	0.794
54	Enc	6	1.545
55	Enc	5	0.715
56	Enc	6	0.854
57	Enc	9	0.994
58	Enc	8	0.781
59	Enc	9	1.096
60	Enc	8	0.737
61	Enc	9	1.141
62	Enc	6	1.01
63	Enc	6	1.149
64	Enc	8	1.444
65	Enc	9	0.923
66	Enc	6	0.796
67	CTL	8	0.911
68	Enc	5	0.807
69	CTL	9	0.768
70	CTL	8	0.684
71	CTL	5	1.185
72	Enc	9	1.1
73	Enc	8	1.178
74	Enc	8	0.787
75	Enc	6	1.205
76	CTL	5	0.578
77	Enc	9	1.332
78	CTL	8	0.777
79	Enc	9	0.721
80	CTL	9	0.708
81	CTL	8	0.81
82	CTL	9	0.686
83	CTL	5	0.572
84	Enc	5	0.722
85	CTL	6	0.76
86	CTL	6	0.77
87	Enc	8	0.619
88	CTL	9	0.616
89	Enc	8	0.91
90	Enc	5	1.085
91	Enc	8	1.439
92	CTL	8	0.887
93	Enc	9	1.173
94	Enc	8	0.823
95	Enc	8	0.995
96	CTL	8	0.83
97	CTL	5	0.55
98	Enc	5	0.848
99	CTL	9	0.802
100	CTL	9	0.938
101	CTL	6	0.952
102	Enc	9	0.753
103	CTL	6	0.828
104	CTL	5	0.722
105	CTL	6	0.503
106	Enc	5	1.142
107	Enc	9	1.589
108	Enc	8	1.188
109	Enc	6	0.842
110	Enc	9	0.85
111	CTL	9	0.737
112	Enc	5	0.723
113	Enc	6	0.991
114	Enc	5	1.49
115	Enc	5	1.214
116	Enc	8	1.222
