	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	0	8	0.0	11.578	3.0	14.578	5.5	False	CTL01
1	1	6	0.0	20.077	3.0	23.076999999999998	0.5	Old63	Enc01
2	1	5	0.0	23.576999999999998	3.0	26.576999999999998	1.0	Old05	Enc02
3	1	6	0.0	27.576999999999998	3.0	30.576	1.0	Old17	Enc03
4	1	9	0.0	31.576	3.0	34.576	1.5	Old73	Enc04
5	1	8	0.0	36.076	3.0	39.076	2.0	Old55	Enc05
6	1	9	0.0	41.076	3.0	44.075	3.0	Old51	Enc06
7	0	5	0.0	47.075	3.0	50.075	0.5	False	CTL02
8	0	6	0.0	50.575	3.0	53.575	4.0	False	CTL03
9	1	8	0.0	57.574	3.0	60.574	2.5	Old33	Enc07
10	0	8	0.0	63.074	3.0	66.074	1.5	False	CTL04
11	1	6	0.0	67.57300000000001	3.0	70.57300000000002	2.0	Old42	Enc08
12	1	5	0.0	72.57300000000002	3.0	75.57300000000002	3.5	Old22	Enc09
13	0	8	0.0	79.072	3.0	82.072	0.5	False	CTL05
14	1	6	0.0	82.572	3.0	85.572	2.5	Old32	Enc10
15	1	6	0.0	88.072	3.0	91.071	0.5	Old08	Enc11
16	1	8	0.0	91.571	3.0	94.571	1.0	Old20	Enc12
17	1	5	0.0	95.571	3.0	98.571	1.5	Old74	Enc13
18	1	9	0.0	100.071	3.0	103.07	2.5	Old16	Enc14
19	1	9	0.0	105.57	3.0	108.57	3.0	Old29	Enc15
20	1	5	0.0	111.57	3.0	114.57	1.0	Old35	Enc16
21	1	5	0.0	115.569	3.0	118.569	1.5	Old26	Enc17
22	0	5	0.0	120.069	3.0	123.069	1.5	False	CTL06
23	1	5	0.0	124.569	3.0	127.568	1.0	Old13	Enc18
24	1	8	0.0	128.56799999999998	3.0	131.56799999999998	2.5	Old41	Enc19
25	0	5	0.0	134.06799999999998	3.0	137.06799999999998	2.5	False	CTL07
26	1	6	0.0	139.567	3.0	142.567	0.5	Old72	Enc20
27	1	5	0.0	143.067	3.0	146.067	5.5	Old62	Enc21
28	1	6	0.0	151.566	3.0	154.566	5.5	Old67	Enc22
29	1	5	0.0	160.066	3.0	163.066	2.0	Old12	Enc23
30	1	8	0.0	165.065	3.0	168.065	1.0	Old04	Enc24
31	1	5	0.0	169.065	3.0	172.065	3.0	Old44	Enc25
32	1	9	0.0	175.065	3.0	178.06400000000002	3.5	Old53	Enc26
33	0	6	0.0	181.56400000000002	3.0	184.56400000000002	0.5	False	CTL08
34	0	9	0.0	185.06400000000002	3.0	188.06400000000002	1.5	False	CTL09
35	0	8	0.0	189.563	3.0	192.563	9.5	False	CTL10
36	0	5	0.0	202.062	3.0	205.062	2.0	False	CTL11
37	1	8	0.0	207.062	3.0	210.062	2.0	Old46	Enc27
38	0	9	0.0	212.062	3.0	215.06099999999998	1.0	False	CTL12
39	1	9	0.0	216.06099999999998	3.0	219.06099999999998	0.5	Old21	Enc28
40	0	6	0.0	219.56099999999998	3.0	222.56099999999998	0.5	False	CTL13
41	1	8	0.0	223.06099999999998	3.0	226.06	2.0	Old28	Enc29
42	1	6	0.0	228.06	3.0	231.06	4.5	Old61	Enc30
43	1	9	0.0	235.56	3.0	238.55900000000003	3.5	Old11	Enc31
44	1	6	0.0	242.05900000000003	3.0	245.05900000000003	8.0	Old76	Enc32
45	1	9	0.0	253.058	3.0	256.058	9.0	Old24	Enc33
46	1	6	0.0	265.057	3.0	268.057	0.5	Old25	Enc34
47	0	6	0.0	268.557	3.0	271.557	2.5	False	CTL14
48	1	5	0.0	274.056	3.0	277.056	8.5	Old78	Enc35
49	1	9	0.0	285.556	3.0	288.555	0.5	Old07	Enc36
50	1	8	0.0	289.055	3.0	292.055	5.5	Old01	Enc37
51	1	6	0.0	297.55400000000003	3.0	300.55400000000003	3.0	Old47	Enc38
52	0	6	0.0	303.55400000000003	3.0	306.55400000000003	4.0	False	CTL15
53	0	9	0.0	310.553	3.0	313.553	6.5	False	CTL16
54	1	6	0.0	320.053	3.0	323.052	0.5	Old54	Enc39
55	1	5	0.0	323.552	3.0	326.552	11.0	Old57	Enc40
56	1	6	0.0	338.051	3.0	341.051	9.5	Old68	Enc41
57	0	8	0.0	350.55	3.0	353.55	1.0	False	CTL17
58	1	9	0.0	354.55	3.0	357.55	5.5	Old60	Enc42
59	1	8	0.0	363.04900000000004	3.0	366.04900000000004	1.5	Old14	Enc43
60	1	9	0.0	367.54900000000004	3.0	370.548	1.0	Old39	Enc44
61	0	9	0.0	371.548	3.0	374.548	2.0	False	CTL18
62	1	8	0.0	376.548	3.0	379.548	3.5	Old23	Enc45
63	1	9	0.0	383.04699999999997	3.0	386.04699999999997	1.5	Old38	Enc46
64	0	8	0.0	387.54699999999997	3.0	390.54699999999997	0.5	False	CTL19
65	0	5	0.0	391.04699999999997	3.0	394.04699999999997	2.5	False	CTL20
66	0	5	0.0	396.546	3.0	399.546	0.5	False	CTL21
67	0	8	0.0	400.046	3.0	403.046	2.5	False	CTL22
68	0	9	0.0	405.546	3.0	408.545	2.0	False	CTL23
69	0	8	0.0	410.545	3.0	413.545	11.0	False	CTL24
70	1	6	0.0	424.54400000000004	3.0	427.54400000000004	1.0	Old37	Enc47
71	1	6	0.0	428.54400000000004	3.0	431.54400000000004	1.5	Old02	Enc48
72	1	8	0.0	433.043	3.0	436.043	0.5	Old43	Enc49
73	1	9	0.0	436.543	3.0	439.543	0.5	Old48	Enc50
74	1	6	0.0	440.043	3.0	443.043	2.0	Old06	Enc51
75	0	9	0.0	445.042	3.0	448.042	1.0	False	CTL25
76	0	5	0.0	449.042	3.0	452.042	2.0	False	CTL26
77	1	5	0.0	454.042	3.0	457.041	4.0	Old52	Enc52
78	1	9	0.0	461.041	3.0	464.041	4.5	Old59	Enc53
79	1	8	0.0	468.54	3.0	471.54	8.5	Old40	Enc54
80	1	8	0.0	480.04	3.0	483.039	1.0	Old64	Enc55
81	0	6	0.0	484.039	3.0	487.039	6.0	False	CTL27
82	1	6	0.0	493.038	3.0	496.038	1.5	Old36	Enc56
83	0	6	0.0	497.538	3.0	500.538	13.0	False	CTL28
84	1	9	0.0	513.5369999999998	3.0	516.5369999999998	1.5	Old58	Enc57
85	1	9	0.0	518.036	3.0	521.036	1.5	Old71	Enc58
86	1	5	0.0	522.536	3.0	525.536	7.5	Old65	Enc59
87	0	9	0.0	533.035	3.0	536.035	1.5	False	CTL29
88	1	8	0.0	537.535	3.0	540.535	3.5	Old56	Enc60
89	0	8	0.0	544.034	3.0	547.034	1.0	False	CTL30
90	1	8	0.0	548.034	3.0	551.034	1.5	Old03	Enc61
91	0	8	0.0	552.534	3.0	555.533	3.5	False	CTL31
92	1	5	0.0	559.033	3.0	562.033	4.5	Old30	Enc62
93	0	5	0.0	566.5319999999998	3.0	569.5319999999998	3.0	False	CTL32
94	1	8	0.0	572.5319999999998	3.0	575.5319999999998	0.5	Old69	Enc63
95	1	9	0.0	576.0319999999998	3.0	579.031	8.0	Old75	Enc64
96	0	9	0.0	587.031	3.0	590.03	5.0	False	CTL33
97	0	9	0.0	595.03	3.0	598.03	0.5	False	CTL34
98	1	8	0.0	598.53	3.0	601.53	1.0	Old70	Enc65
99	1	8	0.0	602.529	3.0	605.529	11.0	Old66	Enc66
100	0	6	0.0	617.028	3.0	620.028	2.5	False	CTL35
101	1	5	0.0	622.528	3.0	625.528	2.0	Old10	Enc67
102	1	9	0.0	627.5269999999998	3.0	630.5269999999998	0.5	Old09	Enc68
103	1	5	0.0	631.0269999999998	3.0	634.0269999999998	1.0	Old27	Enc69
104	1	9	0.0	635.0269999999998	3.0	638.0269999999998	1.0	Old45	Enc70
105	1	8	0.0	639.026	3.0	642.026	0.5	Old31	Enc71
106	0	6	0.0	642.526	3.0	645.526	7.5	False	CTL36
107	1	6	0.0	653.025	3.0	656.025	15.0	Old19	Enc72
108	1	9	0.0	671.0239999999999	3.0	674.0239999999999	0.5	Old77	Enc73
109	0	5	0.0	674.5239999999999	3.0	677.523	1.0	False	CTL37
110	0	6	0.0	678.523	3.0	681.523	0.5	False	CTL38
111	1	5	0.0	682.023	3.0	685.023	9.0	Old50	Enc74
112	1	6	0.0	694.0219999999998	3.0	697.0219999999998	6.0	Old49	Enc75
113	0	9	0.0	703.0210000000002	3.0	706.0210000000002	10.0	False	CTL39
114	1	5	0.0	716.52	3.0	719.52	5.0	Old15	Enc76
115	1	5	0.0	724.5189999999999	3.0	727.5189999999999	1.0	Old34	Enc77
116	1	8	0.0	728.5189999999999	3.0	731.5189999999999	18.0	Old18	Enc78
