	Condition	CorrectSource	Stim_RT
0	CTL	8	1.221
1	Enc	6	2.088
2	Enc	5	2.074
3	Enc	6	1.494
4	Enc	9	1.562
5	Enc	8	1.97
6	Enc	9	1.683
7	CTL	5	0.881
8	CTL	6	1.267
9	Enc	8	1.918
10	CTL	8	0.827
11	Enc	6	1.402
12	Enc	5	2.108
13	CTL	8	0.789
14	Enc	6	1.87
15	Enc	6	1.466
16	Enc	8	1.971
17	Enc	5	1.335
18	Enc	9	1.654
19	Enc	9	1.218
20	Enc	5	1.129
21	Enc	5	1.421
22	CTL	5	0.868
23	Enc	5	1.235
24	Enc	8	2.199
25	CTL	5	0.748
26	Enc	6	1.28
27	Enc	5	1.809
28	Enc	6	1.029
29	Enc	5	0.888
30	Enc	8	1.561
31	Enc	5	1.885
32	Enc	9	2.476
33	CTL	6	0.669
34	CTL	9	0.791
35	CTL	8	0.646
36	CTL	5	1.094
37	Enc	8	1.991
38	CTL	9	1.464
39	Enc	9	1.748
40	CTL	6	0.918
41	Enc	8	1.12
42	Enc	6	1.273
43	Enc	9	0.951
44	Enc	6	1.161
45	Enc	9	1.936
46	Enc	6	1.558
47	CTL	6	0.895
48	Enc	5	1.275
49	Enc	9	1.709
50	Enc	8	2.007
51	Enc	6	1.226
52	CTL	6	0.673
53	CTL	9	0.605
54	Enc	6	1.822
55	Enc	5	1.734
56	Enc	6	1.288
57	CTL	8	0.784
58	Enc	9	1.38
59	Enc	8	2.006
60	Enc	9	1.661
61	CTL	9	0.906
62	Enc	8	1.323
63	Enc	9	1.148
64	CTL	8	0.716
65	CTL	5	0.637
66	CTL	5	0.857
67	CTL	8	0.779
68	CTL	9	0.67
69	CTL	8	0.616
70	Enc	6	1.111
71	Enc	6	0.939
72	Enc	8	1.355
73	Enc	9	1.212
74	Enc	6	1.718
75	CTL	9	0.814
76	CTL	5	0.666
77	Enc	5	1.084
78	Enc	9	0.968
79	Enc	8	1.59
80	Enc	8	0.841
81	CTL	6	0.908
82	Enc	6	1.034
83	CTL	6	0.865
84	Enc	9	0.843
85	Enc	9	0.93
86	Enc	5	1.545
87	CTL	9	0.703
88	Enc	8	1.246
89	CTL	8	0.919
90	Enc	8	1.171
91	CTL	8	0.826
92	Enc	5	1.132
93	CTL	5	0.769
94	Enc	8	1.24
95	Enc	9	1.169
96	CTL	9	0.746
97	CTL	9	0.69
98	Enc	8	1.3
99	Enc	8	1.448
100	CTL	6	0.978
101	Enc	5	1.23
102	Enc	9	1.071
103	Enc	5	1.353
104	Enc	9	1.477
105	Enc	8	1.009
106	CTL	6	0.866
107	Enc	6	1.36
108	Enc	9	1.052
109	CTL	5	0.909
110	CTL	6	0.641
111	Enc	5	1.162
112	Enc	6	1.999
113	CTL	9	0.797
114	Enc	5	1.13
115	Enc	5	1.754
116	Enc	8	1.782
