	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	11.554	3.0	14.563	5.5	False	CTL01
1	20.063	3.0	23.072	0.5	Old63	Enc01
2	23.573	3.0	26.582	1.0	Old08	Enc02
3	27.569	3.0	30.578	1.0	Old22	Enc03
4	31.581	3.0	34.59	1.5	Old78	Enc04
5	36.077	3.0	39.086	2.0	Old64	Enc05
6	41.076	3.0	44.085	3.0	Old42	Enc06
7	47.077	3.0	50.08600000000001	0.5	False	CTL02
8	50.587	3.0	53.596	4.0	False	CTL03
9	57.592	3.0	60.60100000000001	2.5	Old39	Enc07
10	63.091	3.0	66.1	1.5	False	CTL04
11	67.58800000000001	3.0	70.597	2.0	Old47	Enc08
12	72.586	3.0	75.595	3.5	Old23	Enc09
13	79.089	3.0	82.098	0.5	False	CTL05
14	82.6	3.0	85.609	2.5	Old34	Enc10
15	88.09899999999999	3.0	91.10799999999999	0.5	Old12	Enc11
16	91.61	3.0	94.619	1.0	Old19	Enc12
17	95.62200000000001	3.0	98.631	1.5	Old73	Enc13
18	100.119	3.0	103.128	2.5	Old14	Enc14
19	105.619	3.0	108.627	3.0	Old27	Enc15
20	111.62	3.0	114.629	1.0	Old28	Enc16
21	115.632	3.0	118.641	1.5	Old16	Enc17
22	120.129	3.0	123.138	1.5	False	CTL06
23	124.625	3.0	127.634	1.0	Old06	Enc18
24	128.621	3.0	131.63	2.5	Old51	Enc19
25	134.12	3.0	137.129	2.5	False	CTL07
26	139.62	3.0	142.629	0.5	Old70	Enc20
27	143.131	3.0	146.14	5.5	Old54	Enc21
28	151.639	3.0	154.648	5.5	Old72	Enc22
29	160.148	3.0	163.157	2.0	Old13	Enc23
30	165.146	3.0	168.155	1.0	Old01	Enc24
31	169.142	3.0	172.151	3.0	Old52	Enc25
32	175.143	3.0	178.152	3.5	Old59	Enc26
33	181.646	3.0	184.655	0.5	False	CTL08
34	185.156	3.0	188.165	1.5	False	CTL09
35	189.653	3.0	192.662	9.5	False	CTL10
36	202.157	3.0	205.166	2.0	False	CTL11
37	207.155	3.0	210.164	2.0	Old43	Enc27
38	212.154	3.0	215.162	1.0	False	CTL12
39	216.166	3.0	219.174	0.5	Old24	Enc28
40	219.676	3.0	222.685	0.5	False	CTL13
41	223.186	3.0	226.195	2.0	Old29	Enc29
42	228.185	3.0	231.194	4.5	Old61	Enc30
43	235.691	3.0	238.7	3.5	Old11	Enc31
44	242.193	3.0	245.202	8.0	Old67	Enc32
45	253.193	3.0	256.202	9.0	Old25	Enc33
46	265.195	3.0	268.204	0.5	Old17	Enc34
47	268.706	3.0	271.715	2.5	False	CTL14
48	274.206	3.0	277.215	8.5	Old77	Enc35
49	285.707	3.0	288.716	0.5	Old09	Enc36
50	289.217	3.0	292.226	5.5	Old10	Enc37
51	297.726	3.0	300.735	3.0	Old46	Enc38
52	303.727	3.0	306.736	4.0	False	CTL15
53	310.731	3.0	313.74	6.5	False	CTL16
54	320.226	3.0	323.235	0.5	Old60	Enc39
55	323.737	3.0	326.746	11.0	Old58	Enc40
56	338.247	3.0	341.256	9.5	Old68	Enc41
57	350.751	3.0	353.76	1.0	False	CTL17
58	354.763	3.0	357.772	5.5	Old62	Enc42
59	363.272	3.0	366.281	1.5	Old15	Enc43
60	367.769	3.0	370.777	1.0	Old30	Enc44
61	371.78	3.0	374.789	2.0	False	CTL18
62	376.779	3.0	379.788	3.5	Old18	Enc45
63	383.282	3.0	386.291	1.5	Old36	Enc46
64	387.778	3.0	390.787	0.5	False	CTL19
65	391.289	3.0	394.298	2.5	False	CTL20
66	396.789	3.0	399.798	0.5	False	CTL21
67	400.299	3.0	403.308	2.5	False	CTL22
68	405.799	3.0	408.808	2.0	False	CTL23
69	410.797	3.0	413.806	11.0	False	CTL24
70	424.806	3.0	427.815	1.0	Old35	Enc47
71	428.818	3.0	431.827	1.5	Old02	Enc48
72	433.314	3.0	436.323	0.5	Old40	Enc49
73	436.825	3.0	439.834	0.5	Old49	Enc50
74	440.335	3.0	443.344	2.0	Old03	Enc51
75	445.334	3.0	448.343	1.0	False	CTL25
76	449.346	3.0	452.355	2.0	False	CTL26
77	454.344	3.0	457.353	4.0	Old44	Enc52
78	461.348	3.0	464.357	4.5	Old55	Enc53
79	468.854	3.0	471.8630000000001	8.5	Old48	Enc54
80	480.355	3.0	483.364	1.0	Old65	Enc55
81	484.367	3.0	487.376	6.0	False	CTL27
82	493.377	3.0	496.386	1.5	Old31	Enc56
83	497.874	3.0	500.883	13.0	False	CTL28
84	513.872	3.0	516.881	1.5	Old53	Enc57
85	518.369	3.0	521.377	1.5	Old75	Enc58
86	522.865	3.0	525.874	7.5	Old56	Enc59
87	533.363	3.0	536.372	1.5	False	CTL29
88	537.86	3.0	540.869	3.5	Old57	Enc60
89	544.363	3.0	547.372	1.0	False	CTL30
90	548.375	3.0	551.384	1.5	Old07	Enc61
91	552.872	3.0	555.881	3.5	False	CTL31
92	559.374	3.0	562.383	4.5	Old37	Enc62
93	566.88	3.0	569.889	3.0	False	CTL32
94	572.881	3.0	575.89	0.5	Old69	Enc63
95	576.3919999999999	3.0	579.401	8.0	Old71	Enc64
96	587.391	3.0	590.4	5.0	False	CTL33
97	595.399	3.0	598.408	0.5	False	CTL34
98	598.909	3.0	601.918	1.0	Old66	Enc65
99	602.904	3.0	605.913	11.0	Old74	Enc66
100	617.414	3.0	620.423	2.5	False	CTL35
101	622.914	3.0	625.923	2.0	Old04	Enc67
102	627.913	3.0	630.9209999999999	0.5	Old05	Enc68
103	631.423	3.0	634.432	1.0	Old38	Enc69
104	635.435	3.0	638.444	1.0	Old45	Enc70
105	639.447	3.0	642.456	0.5	Old32	Enc71
106	642.957	3.0	645.966	7.5	False	CTL36
107	653.455	3.0	656.4639999999999	15.0	Old21	Enc72
108	671.459	3.0	674.4680000000001	0.5	Old76	Enc73
109	674.97	3.0	677.9789999999999	1.0	False	CTL37
110	678.982	3.0	681.9910000000001	0.5	False	CTL38
111	682.492	3.0	685.5010000000001	9.0	Old41	Enc74
112	694.495	3.0	697.5039999999999	6.0	Old50	Enc75
113	703.505	3.0	706.5139999999999	10.0	False	CTL39
114	717.012	3.0	720.0210000000001	5.0	Old26	Enc76
115	725.0189999999999	3.0	728.028	1.0	Old33	Enc77
116	729.015	3.0	732.0239999999999	18.0	Old20	Enc78
