	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	14.583	3.0	17.582	6.5	Old57	Enc01	1	6	0.7609999999999999
1	24.081999999999997	3.0	27.081999999999997	2.0	Old02	Enc02	1	5	1.262
2	29.081	3.0	32.080999999999996	1.5	Old24	Enc03	1	6	1.262
3	33.580999999999996	3.0	36.580999999999996	1.0	Old67	Enc04	1	9	1.7619999999999998
4	37.580999999999996	3.0	40.58	8.5	Old59	Enc05	1	8	0.262
5	49.08	3.0	52.07899999999999	2.0	Old49	Enc06	1	9	1.262
6	54.07899999999999	3.0	57.07899999999999	2.5	Old38	Enc07	1	8	1.263
7	59.57899999999999	3.0	62.578	1.5	False	CTL01	0	8	0.763
8	64.078	3.0	67.078	1.5	False	CTL02	0	5	1.264
9	68.578	3.0	71.578	0.5	Old43	Enc08	1	6	1.325
10	72.078	3.0	75.077	0.5	False	CTL03	0	6	0.764
11	75.577	3.0	78.577	2.0	Old19	Enc09	1	5	1.662
12	80.577	3.0	83.57600000000002	1.5	Old28	Enc10	1	6	1.286
13	85.07600000000002	3.0	88.07600000000002	2.0	False	CTL04	0	8	0.265
14	90.076	3.0	93.076	7.5	Old05	Enc11	1	6	0.265
15	100.575	3.0	103.575	5.0	Old25	Enc12	1	8	1.143
16	108.574	3.0	111.574	1.5	Old78	Enc13	1	5	1.4809999999999999
17	113.074	3.0	116.074	3.0	Old21	Enc14	1	9	1.78
18	119.073	3.0	122.073	1.0	Old36	Enc15	1	9	1.266
19	123.073	3.0	126.073	1.5	Old35	Enc16	1	5	1.815
20	127.572	3.0	130.572	8.5	Old16	Enc17	1	5	0.267
21	139.071	3.0	142.071	2.0	Old11	Enc18	1	5	1.268
22	144.071	3.0	147.071	1.0	False	CTL05	0	8	0.977
23	148.071	3.0	151.07	1.5	False	CTL06	0	5	1.024
24	152.57	3.0	155.57	6.5	Old52	Enc19	1	8	0.26899999999999996
25	162.069	3.0	165.06900000000002	1.5	Old77	Enc20	1	6	0.769
26	166.56900000000002	3.0	169.56900000000002	6.5	Old60	Enc21	1	5	1.2690000000000001
27	176.06799999999998	3.0	179.06799999999998	3.5	False	CTL07	0	5	1.114
28	182.567	3.0	185.567	8.0	Old66	Enc22	1	6	0.27
29	193.56599999999997	3.0	196.56599999999997	13.0	Old10	Enc23	1	5	1.1159999999999999
30	209.565	3.0	212.565	1.0	False	CTL08	0	6	0.7709999999999999
31	213.565	3.0	216.56400000000002	2.5	Old03	Enc24	1	8	1.443
32	219.06400000000002	3.0	222.06400000000002	1.5	Old42	Enc25	1	5	1.272
