	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	0	6	0.6890000000000001	16.046	3.0	19.046	1.0	False	CTL01
1	1	8	0.738	20.046	3.0	23.045	8.0	Old53	Enc01
2	1	5	2.1069999999999998	31.044	3.0	34.044000000000004	7.5	Old06	Enc02
3	1	5	1.544	41.544	3.0	44.543	0.5	Old65	Enc03
4	1	6	2.699	45.043	3.0	48.043	6.0	Old50	Enc04
5	1	5	2.833	54.042	3.0	57.042	2.0	Old47	Enc05
6	1	9	0.0	59.042	3.0	62.042	2.0	Old74	Enc06
7	0	5	2.031	64.041	3.0	67.041	4.0	False	CTL02
8	0	6	1.167	71.041	3.0	74.04	2.5	False	CTL03
9	0	6	0.884	76.54	3.0	79.54	1.5	False	CTL04
10	0	9	1.0490000000000002	81.04	3.0	84.04	5.0	False	CTL05
11	1	6	1.903	89.039	3.0	92.039	1.0	Old58	Enc07
12	1	8	1.733	93.039	3.0	96.038	3.0	Old04	Enc08
13	0	9	0.8029999999999999	99.038	3.0	102.038	3.0	False	CTL06
14	1	9	2.767	105.038	3.0	108.037	2.5	Old40	Enc09
15	1	5	2.903	110.537	3.0	113.537	6.5	Old11	Enc10
16	1	9	1.415	120.036	3.0	123.036	2.5	Old27	Enc11
17	1	5	1.705	125.536	3.0	128.535	2.0	Old29	Enc12
18	1	8	1.744	130.535	3.0	133.535	4.5	Old68	Enc13
19	1	8	1.965	138.035	3.0	141.034	4.5	Old73	Enc14
20	1	9	1.361	145.534	3.0	148.534	2.5	Old70	Enc15
21	1	8	1.3459999999999999	151.033	3.0	154.033	1.0	Old78	Enc16
22	1	5	1.798	155.033	3.0	158.033	1.5	Old05	Enc17
23	0	5	0.8490000000000001	159.533	3.0	162.532	4.0	False	CTL07
24	0	8	0.855	166.532	3.0	169.532	3.0	False	CTL08
25	1	8	2.705	172.53099999999998	3.0	175.53099999999998	1.0	Old30	Enc18
26	1	8	1.867	176.53099999999998	3.0	179.53099999999998	1.0	Old19	Enc19
27	1	5	1.7890000000000001	180.53099999999998	3.0	183.53	0.5	Old22	Enc20
28	1	9	2.028	184.03	3.0	187.03	3.5	Old67	Enc21
29	1	9	1.719	190.53	3.0	193.52900000000002	4.5	Old26	Enc22
30	0	8	0.86	198.02900000000002	3.0	201.02900000000002	9.5	False	CTL09
31	1	6	1.462	210.528	3.0	213.52700000000002	3.5	Old03	Enc23
32	0	9	0.902	217.02700000000002	3.0	220.02700000000002	4.0	False	CTL10
33	1	8	2.2680000000000002	224.02599999999998	3.0	227.02599999999998	4.0	Old18	Enc24
34	1	8	1.925	231.02599999999998	3.0	234.02599999999998	1.0	Old49	Enc25
35	1	9	2.478	235.025	3.0	238.025	6.0	Old25	Enc26
36	1	5	1.906	244.025	3.0	247.024	6.5	Old48	Enc27
37	1	6	2.715	253.524	3.0	256.52299999999997	2.0	Old37	Enc28
38	1	9	1.8430000000000002	258.52299999999997	3.0	261.52299999999997	1.5	Old52	Enc29
39	1	8	1.8519999999999999	263.02299999999997	3.0	266.02299999999997	2.5	Old43	Enc30
40	1	6	2.975	268.522	3.0	271.522	4.5	Old39	Enc31
41	1	6	2.187	276.022	3.0	279.02099999999996	0.5	Old02	Enc32
42	0	6	1.0390000000000001	279.52099999999996	3.0	282.52099999999996	1.0	False	CTL11
43	1	9	1.9340000000000002	283.52099999999996	3.0	286.52099999999996	1.5	Old01	Enc33
44	1	8	1.287	288.02	3.0	291.02	2.0	Old55	Enc34
45	0	6	0.792	293.02	3.0	296.02	4.0	False	CTL12
46	1	9	2.099	300.019	3.0	303.019	2.0	Old09	Enc35
47	1	8	0.0	305.019	3.0	308.019	2.5	Old63	Enc36
48	1	9	1.5930000000000002	310.518	3.0	313.518	2.0	Old15	Enc37
49	1	6	2.7030000000000003	315.518	3.0	318.518	14.0	Old71	Enc38
50	1	5	1.87	333.01599999999996	3.0	336.01599999999996	4.0	Old16	Enc39
51	0	5	0.8	340.01599999999996	3.0	343.015	1.5	False	CTL13
52	1	6	2.986	344.515	3.0	347.515	1.0	Old17	Enc40
53	0	9	1.391	348.515	3.0	351.515	3.0	False	CTL14
54	0	8	0.8909999999999999	354.514	3.0	357.514	5.5	False	CTL15
55	0	9	0.7490000000000001	363.014	3.0	366.01300000000003	2.0	False	CTL16
56	1	6	1.3559999999999999	368.01300000000003	3.0	371.01300000000003	2.5	Old41	Enc41
57	1	8	1.4969999999999999	373.51300000000003	3.0	376.51199999999983	3.0	Old36	Enc42
58	1	9	1.8259999999999998	379.51199999999983	3.0	382.51199999999983	3.0	Old34	Enc43
59	1	5	1.8630000000000002	385.51099999999997	3.0	388.51099999999997	2.0	Old72	Enc44
60	1	6	2.42	390.51099999999997	3.0	393.51099999999997	5.0	Old64	Enc45
61	1	9	1.659	398.51	3.0	401.51	4.5	Old54	Enc46
62	0	8	0.915	406.01	3.0	409.009	10.0	False	CTL17
63	1	6	1.179	419.50800000000004	3.0	422.50800000000004	2.5	Old69	Enc47
64	1	9	2.044	425.00800000000004	3.0	428.00699999999983	2.5	Old38	Enc48
65	0	5	1.045	430.50699999999983	3.0	433.50699999999983	6.0	False	CTL18
66	0	5	1.0170000000000001	439.506	3.0	442.506	3.5	False	CTL19
67	1	6	1.591	446.006	3.0	449.006	1.5	Old20	Enc49
68	0	8	0.84	450.505	3.0	453.505	2.5	False	CTL20
69	0	9	0.764	456.005	3.0	459.005	4.0	False	CTL21
70	1	8	2.009	463.004	3.0	466.004	2.0	Old10	Enc50
71	1	9	2.301	468.004	3.0	471.00300000000004	3.0	Old59	Enc51
72	0	8	0.737	474.00300000000004	3.0	477.00300000000004	3.0	False	CTL22
73	1	8	1.685	480.00300000000004	3.0	483.00199999999995	4.0	Old45	Enc52
74	1	9	1.551	487.00199999999995	3.0	490.00199999999995	0.5	Old14	Enc53
75	0	9	1.3	490.50199999999995	3.0	493.501	8.0	False	CTL23
76	0	6	0.7709999999999999	501.501	3.0	504.5	3.0	False	CTL24
77	1	5	2.785	507.5	3.0	510.5	0.5	Old44	Enc54
78	1	8	1.825	511.0	3.0	513.999	1.5	Old31	Enc55
79	1	5	1.431	515.499	3.0	518.499	4.0	Old35	Enc56
80	0	6	0.764	522.499	3.0	525.498	5.0	False	CTL25
81	1	6	2.595	530.498	3.0	533.498	7.5	Old66	Enc57
82	0	6	0.794	540.997	3.0	543.997	1.0	False	CTL26
83	0	9	0.621	544.997	3.0	547.996	1.5	False	CTL27
84	1	5	0.0	549.496	3.0	552.496	0.5	Old23	Enc58
85	1	6	2.079	552.996	3.0	555.996	1.5	Old77	Enc59
86	1	8	1.97	557.495	3.0	560.495	2.0	Old42	Enc60
87	0	5	0.8	562.495	3.0	565.495	1.0	False	CTL28
88	0	8	0.7390000000000001	566.495	3.0	569.494	5.0	False	CTL29
89	0	9	0.85	574.494	3.0	577.493	2.0	False	CTL30
90	0	6	0.846	579.493	3.0	582.493	5.5	False	CTL31
91	1	5	2.222	587.993	3.0	590.992	0.5	Old28	Enc61
92	0	5	1.296	591.492	3.0	594.492	8.0	False	CTL32
93	1	5	2.066	602.491	3.0	605.491	1.0	Old62	Enc62
94	0	5	1.015	606.491	3.0	609.491	0.5	False	CTL33
95	1	5	1.55	609.99	3.0	612.99	3.5	Old07	Enc63
96	1	9	1.3459999999999999	616.49	3.0	619.49	1.5	Old08	Enc64
97	1	9	2.543	620.989	3.0	623.989	2.5	Old57	Enc65
98	1	5	1.186	626.489	3.0	629.489	9.5	Old76	Enc66
99	1	8	2.75	638.988	3.0	641.987	0.5	Old56	Enc67
100	0	8	0.9940000000000001	642.487	3.0	645.487	1.0	False	CTL34
101	1	6	2.037	646.487	3.0	649.487	3.0	Old32	Enc68
102	1	6	1.2790000000000001	652.486	3.0	655.4860000000001	1.0	Old12	Enc69
103	0	8	1.013	656.4860000000001	3.0	659.4860000000001	2.0	False	CTL35
104	0	6	0.71	661.4860000000001	3.0	664.485	0.5	False	CTL36
105	1	5	2.5069999999999997	664.985	3.0	667.985	2.0	Old61	Enc70
106	0	5	0.86	669.985	3.0	672.985	8.5	False	CTL37
107	1	6	2.207	681.4839999999998	3.0	684.4830000000002	1.5	Old51	Enc71
108	1	8	1.442	685.9830000000002	3.0	688.9830000000002	1.0	Old13	Enc72
109	1	9	2.617	689.9830000000002	3.0	692.9830000000002	1.0	Old46	Enc73
110	1	8	1.776	693.9830000000002	3.0	696.982	4.0	Old24	Enc74
111	1	9	1.714	700.982	3.0	703.982	9.5	Old75	Enc75
112	0	8	0.818	713.4810000000001	3.0	716.4810000000001	4.5	False	CTL38
113	0	9	0.735	720.98	3.0	723.98	0.5	False	CTL39
114	1	6	2.194	724.48	3.0	727.4789999999998	4.0	Old60	Enc76
115	1	5	1.6019999999999999	731.4789999999998	3.0	734.4789999999998	1.0	Old33	Enc77
116	1	6	2.3	735.4789999999998	3.0	738.4780000000002	11.0	Old21	Enc78
