trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1.905	20.095	3.0	23.095	8.0	Old64	Enc01	26.095	3.9989999999999988	3.9989999999999988	46.19	False	3.998999999999999	3.998999999999999	23.095
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	1.412	31.094	3.0	34.094	7.5	Old13	Enc02	37.094	10.999000000000002	10.999000000000002	68.188	False	10.999000000000002	10.999000000000002	34.094
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	1.48	41.593	3.0	44.593	0.5	Old58	Enc03	47.593	10.499000000000002	10.499000000000002	89.186	False	10.499000000000002	10.499000000000002	44.593
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	2.604	45.093	3.0	48.093	6.0	Old46	Enc04	51.093	3.5	3.5	96.186	False	3.5	3.5	48.093
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1.769	54.092	3.0	57.092	2.0	Old42	Enc05	60.092	8.998999999999995	8.998999999999995	114.184	False	8.998999999999995	8.998999999999995	57.092
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9	2.435	59.092	3.0	62.092	2.0	Old67	Enc06	65.092	5.0	5.0	124.184	False	5.0	5.0	62.092
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	6	1.433	89.089	3.0	92.089	1.0	Old60	Enc07	95.089	7.998999999999995	7.998999999999995	184.178	False	7.998999999999995	7.998999999999995	92.089
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	8	2.302	93.089	3.0	96.089	3.0	Old03	Enc08	99.089	4.0	4.0	192.178	False	4.0	4.0	96.089
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	9	1.516	105.088	3.0	108.088	2.5	Old50	Enc09	111.088	6.0	6.0	216.176	False	6.0	6.0	108.088
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	5	1.981	110.587	3.0	113.587	6.5	Old12	Enc10	116.587	5.499000000000009	5.499000000000009	227.174	False	5.499000000000009	5.499000000000009	113.587
