trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
7	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	5.0	1.5319999999999998	64.092	3.0	67.09100000000001	4.0	CTL02	9.99900000000001	5.0	4.999000000000009	74.09100000000001	0.0	5.0	4.999000000000009	67.09100000000001
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	6.0	1.286	71.09100000000002	3.0	74.09100000000002	2.5	CTL03	13.999000000000038	6.999000000000024	7.000000000000014	85.09000000000006	0.0	6.999000000000024	7.000000000000014	74.09100000000002
9	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	6.0	1.029	76.59	3.0	79.59	1.5	CTL04	10.997999999999962	5.498999999999981	5.498999999999981	87.58799999999997	0.0	5.498999999999981	5.498999999999981	79.59
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	9.0	0.912	81.09	3.0	84.09	5.0	CTL05	9.0	4.5	4.5	90.09	0.0	4.5	4.5	84.09
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	9.0	1.3769999999999998	99.088	3.0	102.088	3.0	CTL06	11.99799999999999	5.998999999999995	5.998999999999995	111.08599999999998	0.0	5.998999999999995	5.998999999999995	102.088
23	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	5.0	1.23	159.583	3.0	162.583	4.0	CTL07	9.0	4.5	4.5	168.583	0.0	4.5	4.5	162.583
24	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	8.0	0.833	166.582	3.0	169.582	3.0	CTL08	13.99799999999999	6.998999999999995	6.998999999999995	180.58	0.0	6.998999999999995	6.998999999999995	169.582
30	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	8.0	0.8809999999999999	198.079	3.0	201.079	9.5	CTL09	14.99799999999999	7.498999999999995	7.498999999999995	213.077	0.0	7.498999999999995	7.498999999999995	201.079
32	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	9.0	0.83	217.078	3.0	220.078	4.0	CTL10	13.0	6.5	6.5	230.078	0.0	6.5	6.5	220.078
42	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	6.0	0.975	279.572	3.0	282.572	1.0	CTL11	6.999000000000024	3.499000000000024	3.5	286.571	0.0	3.499000000000024	3.5	282.572
