trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.417	14.584	3.0	17.584	6.5	Old65	Enc01	20.584			35.168	False			17.584
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	0.918	24.083	3.0	27.083	2.0	Old06	Enc02	30.083	9.498999999999999	9.498999999999999	54.166	False	9.499	9.499	27.083
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	0.917	29.083	3.0	32.083	1.5	Old16	Enc03	35.083	5.0	5.0	64.166	False	5.0	5.0	32.083
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	9	1.418	33.582	3.0	36.582	1.0	Old66	Enc04	39.582	4.499000000000002	4.499000000000002	73.164	False	4.499000000000002	4.499000000000002	36.582
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	1.84	37.582	3.0	40.582	8.5	Old58	Enc05	43.582	4.0	4.0	81.164	False	4.0	4.0	40.582
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	9	0.919	49.081	3.0	52.081	2.0	Old52	Enc06	55.081	11.499000000000002	11.499000000000002	104.162	False	11.499000000000002	11.499000000000002	52.081
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	0.919	54.081	3.0	57.081	2.5	Old34	Enc07	60.081	5.0	5.0	114.162	False	5.0	5.0	57.081
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	0.838	68.58	3.0	71.579	0.5	Old46	Enc08	74.579	4.5	4.498999999999995	143.159	False	4.5	4.498999999999995	71.579
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	5	1.6030000000000002	75.579	3.0	78.579	2.0	Old21	Enc09	81.579	3.5	3.5	157.158	False	3.5	3.5	78.579
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	6	1.645	80.579	3.0	83.579	1.5	Old29	Enc10	86.579	5.0	5.0	167.158	False	5.0	5.0	83.579
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	6	1.444	90.078	3.0	93.078	7.5	Old07	Enc11	96.078	5.000000000000028	5.000000000000028	186.156	False	5.000000000000028	5.000000000000028	93.078
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	8	1.3030000000000002	100.577	3.0	103.577	5.0	Old22	Enc12	106.577	10.498999999999995	10.498999999999995	207.154	False	10.498999999999995	10.498999999999995	103.577
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	5	1.421	108.577	3.0	111.576	1.5	Old69	Enc13	114.576	8.0	7.998999999999995	223.153	False	8.0	7.998999999999995	111.576
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	9	1.922	113.076	3.0	116.076	3.0	Old17	Enc14	119.076	4.498999999999995	4.5	232.152	False	4.498999999999995	4.5	116.076
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	9	0.922	119.076	3.0	122.075	1.0	Old28	Enc15	125.075	6.0	5.999000000000009	244.151	False	6.0	5.999000000000009	122.075
