motion_tx	motion_ty	motion_tz	motion_rx	motion_ry	motion_rz	FD	scrub	slow_drift	slow_drift.1	slow_drift.2	slow_drift.3	slow_drift.4	wm_avg	vent_avg	global_signal_pca	compcor	compcor.1	compcor.2	compcor.3	compcor.4
-0.011860847473145001	0.04740715026855501	-0.148021697998047	0.057437583804131	-0.028675619512796003	-0.030059212818742	0.125067874789238	0	1.3954267501831048	1.4078859090805047	1.3954267501831048	1.4078859090805047	1.3954267501831048	-101.39218139648436	-193.2281951904297	-1.264770030975342	-0.197884395718575	0.052189610898495	0.06783531606197402	-0.150460258126259	0.0032122114207600006
-0.006648778915405	-0.002506256103516	-0.10030555725097699	0.060794424265623	-0.031337670981883996	-0.010608684271574	0.125884979963303	0	1.3948729038238532	1.4056711196899407	1.39044463634491	1.3990334272384641	1.381601810455322	-14.82534122467041	-115.49435424804688	-0.49045890569686895	-0.09846906363964099	-0.050123378634453	-0.119640834629536	-0.005498137325048001	0.09758745878934899
-0.016710042953491003	-0.048561096191406	-0.08015632629394501	0.042732000350952	-0.06433810293674501	-0.016405742615461	0.16441011428833	0	1.3932117223739617	1.3990334272384641	1.3755332231521609	1.372587323188782	1.34039843082428	-57.52299499511719	-174.02081298828125	-0.565848410129547	-0.127339124679565	-0.021511102095246003	0.115164443850517	-0.11262135207652998	0.160211235284805
-0.0044896602630620005	0.012449264526366998	-0.127153396606445	0.059448271989822	-0.041261985898018	-0.005568942055106	0.139088794589043	0	1.39044463634491	1.387993931770325	1.35079824924469	1.3288800716400149	1.272625803947449	-58.19649124145508	-289.8503112792969	-1.009759545326233	-0.16282413899898499	0.015582661144435	0.014068020507693	-0.067233271896839	0.17810362577438396
-0.010867595672607	-0.047214508056641	-0.079757690429688	0.042060781270265996	-0.051814731210470005	-0.007023027166724	0.14969788491725902	0	1.3865735530853271	1.372587323188782	1.316414594650269	1.268461465835571	1.179614782333374	4.770074367523193	-111.6865234375	0.032590851187706	-0.069914072751999	-0.102977775037289	-0.082688264548779	-0.012270740233362	0.189015373587608
-0.01951003074646	-0.10067176818847699	-0.13801383972168	0.059542421251535006	-0.037512321025133	-0.0051835784688590006	0.41580879688262895	0	1.381601810455322	1.352862000465393	1.272625803947449	1.192091107368469	1.063191890716553	-14.224590301513672	-163.00479125976562	0.8252018094062809	-0.10402890294790301	-0.119685903191566	0.129819005727768	-0.10196626186370801	0.086265034973621
-0.005295634269714001	0.09540367126464801	0.002683639526367	0.11033255606889698	-0.021007869392633	-0.012168931774795	0.329930573701859	0	1.3755332231521609	1.3288800716400149	1.219741582870483	1.1007295846939091	0.925643384456635	-43.03274154663085	-275.62588500976557	-1.13670802116394	-0.135693043470383	0.10900825262069698	-0.014202824793756001	0.149107649922371	0.217454329133034
-0.0064358711242680005	-0.073223114013672	-0.10330009460449198	0.072072170674801	-0.024739129468799	0.007924906909466	0.069155156612396	0	1.368372440338135	1.3007169961929321	1.158136248588562	0.9955257177352909	0.769670486450195	-25.599409103393555	-144.99862670898438	-0.029250102117657998	-0.10155006498098401	-0.088646568357944	-0.08286922425031701	-0.138574182987213	0.14846171438694
-0.019902944564819	-0.062713623046875	-0.080053329467773	0.062854647636414	-0.026533838361502003	-0.006194883957505001	0.171198010444641	0	1.3601253032684328	1.268461465835571	1.088245868682861	0.8778025507926941	0.598336100578308	-20.115095138549805	-109.3437957763672	0.8104283213615421	-0.09591895341873198	-0.059734724462032	0.137508809566498	-0.04294623807072599	0.10442401468753802
-0.00627589225769	0.022077560424805	-0.063846588134766	0.109511688351631	-0.012161292135715	-0.0023965465370570003	0.18610614538192702	0	1.35079824924469	1.23221480846405	1.010565042495728	0.7490404844284059	0.415004909038544	-54.49514389038086	-258.05920410156244	-0.871044278144836	-0.152591601014137	0.055558316409588	-0.0064103878103199995	-0.034751813858747004	0.16019313037395497
-0.025935411453247	-0.116336822509766	-0.056192398071289	0.09932875633239699	-0.024211363866924997	-0.003515074262396	0.13541956245899198	0	1.34039843082428	1.192091107368469	0.925643384456635	0.6108587980270389	0.22327704727649697	-3.561517953872681	41.81448364257813	-0.02780244499445	-0.07066882401704801	-0.13661748170852697	-0.016421219334006	-0.048569649457932004	0.15709647536277802
-0.025946021080017	-0.019807815551758	-0.06879997253417999	0.08402990549802801	-0.016864014789462	0.003944636322558	0.20400175452232397	0	1.328934192657471	1.148216724395752	0.834081947803497	0.464995265007019	0.026917666196823	-18.811824798583984	-156.0891418457031	0.371416926383972	-0.11377540975809101	-0.024377729743718997	0.101093173027039	-0.056304797530174006	0.058828696608542994
-0.012436866760254	0.056919097900391	0.022775650024413997	0.09770692884922	-0.011437693610786998	-0.0023799489717929996	0.41395029425621005	0	1.316414594650269	1.1007295846939091	0.7365288138389591	0.31328409910202	-0.17021718621254	-19.98380279541016	-211.88214111328125	-1.141385078430176	-0.09585826098918902	0.058364424854517004	-0.108866550028324	0.036091864109039	0.050382670015097
-0.03692817687988299	-0.116725921630859	-0.09993553161621099	0.053562067449093	-0.068781435489655	-0.007579273544252	0.40026500821113603	0	1.302849411964417	1.049779176712036	0.6336742043495179	0.15763321518898002	-0.36425623297691295	-21.09696388244629	-19.402254104614254	0.360615164041519	-0.07904297113418599	-0.106880724430084	0.164684846997261	-0.120988808572292	-0.062637612223625
-0.035576820373535004	0.077749252319336	0.007181167602539001	0.13726462423801403	-0.046721268445253	-0.001819471945055	0.270658940076828	0	1.288249254226685	0.9955257177352909	0.5262461900711061	0.0	-0.55138897895813	-68.97334289550781	-208.7337188720703	-0.511319994926453	-0.15728932619094801	0.12877644598484	-0.006587774027139	0.04750787466764499	-0.024541623890400002
-0.036180019378662005	-0.068069458007812	-0.08237075805664099	0.127467393875122	-0.024155616760254	0.005563837010413	0.235740423202515	0	1.272625803947449	0.938139975070953	0.415004909038544	-0.15763321518898002	-0.727940559387207	11.827640533447266	-25.89268493652344	0.322901844978333	-0.055638119578362	-0.11284019798040401	-0.117675870656967	-0.020602449774742	-0.09433486312627802
-0.059118390083312995	-0.11009788513183599	0.067924499511719	0.127150282263756	-0.04664637893438299	0.004905229434370999	0.41424727439880393	0	1.255991101264954	0.8778025507926941	0.30073764920234697	-0.31328409910202	-0.890443921089172	39.47801971435547	136.666748046875	0.8739396333694459	0.014520462602376999	-0.128955140709877	0.11979872733354598	0.20173394680023202	0.058054428547620995
-0.012233257293701	0.013467788696289	-0.09021949768066401	0.182330727577209	-0.009415345266461001	-0.000833784986753	0.10773674398660699	0	1.2383584976196291	0.8147031664848331	0.18425314128398898	-0.464995265007019	-1.035707831382751	-4.31479549407959	-157.3936614990234	0.18607965111732502	-0.11582937091589	-0.007637623697519	0.001765474909917	0.14671240746974898	-0.02169013209641
-0.027287483215332	0.018701553344727	-0.035932540893555	0.173961102962494	-0.032878249883652	-0.007001869846135001	0.18484953045845	0	1.219741582870483	0.7490404844284059	0.06637567281723	-0.6108587980270389	-1.1608796119689941	-50.29986572265625	-237.15377807617188	-0.950665473937988	-0.153310433030128	0.07012219727039301	-0.021331382915378002	0.111286252737045	0.097325377166271
-0.030281782150269	-0.054592132568359	-0.11248016357421901	0.16856351494789099	-0.064123630523682	-0.006959583144635	0.208809092640877	0	1.200155258178711	0.6810210347175601	-0.05206049233675	-0.7490404844284059	-1.263501286506653	-31.874500274658203	-226.84599304199216	-0.095768101513386	-0.125599339604378	-0.052110061049461004	-0.06496997177600901	-0.090320825576782	0.12590132653713199
-0.02978777885437	-0.106243133544922	-0.033267974853516	0.12365644425153699	-0.02314873598516	-0.009830947965384002	0.28371328115463296	0	1.179614782333374	0.6108587980270389	-0.17021718621254	-0.8778025507926941	-1.341557502746582	32.137771606445305	109.60348510742188	0.545469880104065	-0.020353833213448996	-0.169783920049667	0.09720697253942501	0.119154781103134	0.12593533098697698
-0.009465932846069001	0.021490097045898	-0.094112396240234	0.179727450013161	-0.004596702754498	0.001276288414374	0.075385704636574	0	1.158136248588562	0.538774609565735	-0.2872582376003269	-0.9955257177352909	-1.393515348434448	-24.06073760986328	-193.4530487060547	-0.934889733791351	-0.13945960998535198	0.012444956228137	0.00481980573386	-0.010820668190717999	0.055598184466362
-0.019963741302490002	0.010332107543944999	-0.084453582763672	0.15144753456115698	-0.023604406043887003	-0.001937845139764	0.24069628119468697	0	1.13573682308197	0.464995265007019	-0.402355313301086	-1.1007295846939091	-1.4183546304702759	-37.53302383422852	-265.55459594726557	-1.6227126121521003	-0.13003569841384902	0.015962047502397998	-0.019911574199796004	0.010983629152179002	-0.028156660497189002
-0.033814907073975	-0.121089935302734	-0.07678985595703099	0.10086103528738001	-0.07141431421041498	0.00023055470956	0.10295905172824901	0	1.112433910369873	0.38975283503532393	-0.514693915843964	-1.192091107368469	-1.4155874252319343	32.08664703369141	92.72979736328124	0.822269380092621	-0.008435019291936999	-0.167793333530426	-0.115596771240234	0.002808535238728	-0.05172173306345901
-0.047870397567749	-0.09791755676269502	-0.102828979492188	0.11307560652494401	-0.053795516490936	0.015880934894084996	0.262144327163696	0	1.088245868682861	0.31328409910202	-0.623478949069977	-1.268461465835571	-1.3852682113647459	-3.8407111167907715	34.8588752746582	0.780101716518402	-0.073084183037281	-0.06965354084968599	0.157090649008751	-0.013460909947753	-0.11097699403762801
-0.011159658432006999	0.010906219482421998	-0.084381103515625	0.171804502606392	-0.018161818385124002	-0.002241767942905	0.2919899225234989	0	1.063191890716553	0.23582966625690502	-0.727940559387207	-1.3288800716400149	-1.32799220085144	-29.17372894287109	-222.70983886718753	-0.670599460601807	-0.133815884590149	0.023011315613985003	-0.055635720491409	0.100467182695866	-0.07071113586425799
-0.040011882781982006	-0.04765510559081999	0.046443939208984	0.135117247700691	-0.05244947969913501	0.011296111159027	0.184606209397316	0	1.037291407585144	0.15763321518898002	-0.82733952999115	-1.372587323188782	-1.244884371757507	19.755039215087887	128.95738220214844	0.9498859643936161	-0.008515547029674	-0.071592301130295	-0.072357013821602	0.172429159283638	-0.007033440750091999
-0.029746770858765	-0.050724029541016	-0.06013298034668001	0.08381287753582001	-0.041355423629283995	-0.000440766481915	0.25944089889526395	0	1.010565042495728	0.07894079387188001	-0.9209724068641659	-1.3990334272384641	-1.137576699256897	-16.999233245849606	-93.57252502441406	0.9911998510360721	-0.07034355401992799	-0.022034486755729003	0.15960687398910503	8.9962617494e-05	-0.083787061274052
-0.015270948410033998	0.10547828674316401	-0.03607177734375	0.118812218308449	-0.008852289989591	0.006199268624186999	0.373638123273849	0	0.9830336570739749	0.0	-1.008176445960999	-1.4078859090805047	-1.008176445960999	-38.04305648803711	-125.09239959716798	-2.167105913162231	-0.127309128642082	0.091833174228668	-0.03274621814489399	0.217450067400932	0.000742174917832
-0.032937526702881	-0.086410522460938	-0.12803840637207	0.09305438399314901	-0.061713792383670994	0.010218895040452	0.187490612268448	0	0.9547190070152279	-0.07894079387188001	-1.0883346796035769	-1.3990334272384641	-0.8592247962951659	-29.918073654174805	-110.6098403930664	-0.8373398780822751	-0.08956176787614802	-0.08517964184284199	-0.14230191707611098	-0.154935747385025	0.049381889402866
-0.04770588874816901	-0.11272621154785199	-0.015130996704102	0.073092646896839	-0.079573512077332	0.010784630663693	0.260241746902466	0	0.925643384456635	-0.15763321518898002	-1.1608796119689941	-1.372587323188782	-0.693646728992462	-5.426459312438965	53.70200729370117	0.8134720921516422	-0.032840270549059	-0.10090866684913599	0.09961532056331598	0.044868983328342	0.13046953082084697
-0.036211848258972	0.08254814147949201	-0.029012680053711003	0.0786964148283	-0.042588394135237004	0.008004817180335999	0.248397260904312	0	0.8958295583724979	-0.23582966625690502	-1.225298047065735	-1.3288800716400149	-0.514693915843964	-44.90707778930664	-179.99595642089844	-0.702410757541656	-0.12451339513063402	0.08922447264194501	-0.009616065770388	0.03738352283835399	0.05729397013783499
-0.039924621582031	-0.072793960571289	-0.058963775634766	0.10194242745637899	-0.024677354842424	0.03490517660975499	0.036634135991335	0	0.865301132202148	-0.31328409910202	-1.281134009361267	-1.268461465835571	-0.325880497694016	10.117842674255373	-83.68848419189453	-0.7602799534797672	-0.054501883685589	-0.08644058555364599	-0.158563748002052	-0.046818871051073	0.043757166713475994
-0.043603420257568	-0.072315216064453	-0.05157470703125	0.079656094312668	-0.027510277926922004	0.031276248395443	0.285088777542114	0	0.834081947803497	-0.38975283503532393	-1.32799220085144	-1.192091107368469	-0.13091440498828902	-8.671996116638184	3.0464892387390137	0.201484218239784	-0.048853185027837996	-0.06999758630991	0.06435094028711301	-0.035192340612411006	0.015843598172069
-0.027846455574036	0.088977813720703	0.028337478637695	0.08669775724411	-0.017061443999409998	0.016536040231586002	0.40083235502243	0	0.802196741104126	-0.464995265007019	-1.365541219711304	-1.1007295846939091	0.06637567281723	-44.76469421386719	-155.53741455078125	-0.955973565578461	-0.105513989925385	0.124893702566624	-0.029322659596801005	0.059602972120047004	-0.038296706974506003
-0.022528648376465003	-0.113536834716797	-0.08893013000488302	0.034395355731249	-0.044151443988085	0.009145639836788	0.221811309456825	0	0.769670486450195	-0.538774609565735	-1.393515348434448	-0.9955257177352909	0.26211541891098	-6.858641147613525	160.9105224609375	0.6899015307426449	-0.023666735738516003	-0.125366374850273	-0.037012130022049	-0.087951019406319	-0.108945064246655
-0.022986412048340003	0.019369125366211003	-0.10004425048828099	0.08538389950990699	-0.049608364701270995	-0.023026518523692995	0.188938021659851	0	0.7365288138389591	-0.6108587980270389	-1.4117164611816408	-0.8778025507926941	0.452460914850235	-11.84495449066162	-34.983238220214844	0.8358551263809201	-0.071709036827087	-0.009737634100020001	0.09323098510503801	0.022910378873348	-0.169549241662025
-0.019706249237061	0.095073699951172	-0.07064628601074201	0.05851139500737201	-0.015621396712958998	0.008423593826591998	0.43151897192001293	0	0.702797770500183	-0.6810210347175601	-1.4200156927108758	-0.7490404844284059	0.6336742043495179	3.7185797691345215	-101.59703063964844	0.028433475643396	-0.077829703688622	0.027891494333743997	-0.130535796284676	0.096114620566368	-0.076916195452213
-0.045163393020629994	-0.06163406372070299	0.007335662841797	-0.027124485000967997	-0.11065087467432001	-0.007289042696356999	0.331315487623215	0	0.668503940105438	-0.7490404844284059	-1.4183546304702759	-0.6108587980270389	0.802196741104126	39.31506729125977	154.8304901123047	0.8201164603233341	0.032151121646166	-0.139551654458046	0.01323798391968	0.167426377534866	0.130403026938438
-0.019924402236937998	0.026769638061523	-0.06875228881835901	0.048145052045584	-0.033967904746532	0.0030027308966959995	0.140178337693214	0	0.6336742043495179	-0.8147031664848331	-1.406744599342346	-0.464995265007019	0.9547190070152279	-29.74750518798828	-174.47450256347653	-0.78392505645752	-0.08309025317430499	-0.006253490224481	0.08269529044628099	-0.054005973041057996	0.009417034685611999
-0.021229743957520003	0.04359245300293001	0.0008220672607419999	0.08337704092264199	-0.025622218847275002	0.019557917490602	0.180596217513084	0	0.598336100578308	-0.8778025507926941	-1.3852682113647459	-0.31328409910202	1.088245868682861	-6.7494096755981445	-69.56642913818361	-1.528169393539429	-0.045840904116631	-0.001485086628236	-0.191046521067619	-0.028762742877007006	0.017143981531262
-0.031127214431762997	-0.025840759277343996	0.053831100463867	0.04442214593291299	-0.036102037876844004	0.025421084836125003	0.28561669588089	0	0.56251734495163	-0.938139975070953	-1.3540771007537842	-0.15763321518898002	1.200155258178711	-20.704212188720703	28.288196563720703	-0.597362816333771	-0.016009608283639	-0.022693449631332997	0.078778855502605	-0.020113969221711003	0.021909184753895
-0.012891173362732001	0.071142196655273	-0.080972671508789	0.040828462690114996	-0.016140094026923	0.008189062587917	0.196776360273361	0	0.5262461900711061	-0.9955257177352909	-1.313392162322998	-0.0	1.288249254226685	-41.17100524902344	-105.8055191040039	-0.45345082879066495	-0.100632205605507	0.05911664292216299	0.033784359693527	-0.050079096108675	-0.080555371940136
