	Condition	CorrectSource	Stim_RT
0	CTL	8	2.781
1	Enc	6	1.368
2	Enc	5	1.687
3	Enc	6	1.482
4	Enc	9	1.541
5	Enc	8	1.647
6	Enc	9	1.193
7	CTL	5	1.359
8	CTL	6	1.129
9	Enc	8	1.297
10	CTL	8	1.181
11	Enc	6	2.148
12	Enc	5	1.709
13	CTL	8	1.214
14	Enc	6	1.177
15	Enc	6	1.681
16	Enc	8	1.33
17	Enc	5	1.482
18	Enc	9	1.194
19	Enc	9	1.134
20	Enc	5	1.64
21	Enc	5	1.34
22	CTL	5	1.077
23	Enc	5	1.179
24	Enc	8	1.346
25	CTL	5	1.271
26	Enc	6	1.422
27	Enc	5	1.463
28	Enc	6	2.284
29	Enc	5	0.994
30	Enc	8	0.959
31	Enc	5	1.033
32	Enc	9	1.099
33	CTL	6	0.936
34	CTL	9	0.852
35	CTL	8	0.715
36	CTL	5	0.841
37	Enc	8	1.041
38	CTL	9	0.919
39	Enc	9	1.009
40	CTL	6	1.124
41	Enc	8	0.939
42	Enc	6	1.034
43	Enc	9	1.545
44	Enc	6	1.268
45	Enc	9	1.43
46	Enc	6	1.347
47	CTL	6	0.835
48	Enc	5	0.913
49	Enc	9	1.169
50	Enc	8	1.193
51	Enc	6	1.063
52	CTL	6	1.017
53	CTL	9	0.953
54	Enc	6	1.09
55	Enc	5	2.2
56	Enc	6	1.15
57	CTL	8	1.114
58	Enc	9	1.047
59	Enc	8	1.638
60	Enc	9	1.662
61	CTL	9	1.155
62	Enc	8	0.924
63	Enc	9	0.961
64	CTL	8	0.954
65	CTL	5	1.028
66	CTL	5	0.79
67	CTL	8	1.116
68	CTL	9	0.972
69	CTL	8	0.941
70	Enc	6	1.187
71	Enc	6	0.999
72	Enc	8	1.131
73	Enc	9	1.285
74	Enc	6	1.168
75	CTL	9	1.176
76	CTL	5	1.0
77	Enc	5	1.064
78	Enc	9	1.001
79	Enc	8	1.475
80	Enc	8	1.211
81	CTL	6	1.332
82	Enc	6	1.091
83	CTL	6	1.264
84	Enc	9	1.056
85	Enc	9	1.127
86	Enc	5	1.54
87	CTL	9	1.151
88	Enc	8	1.652
89	CTL	8	1.175
90	Enc	8	1.217
91	CTL	8	1.013
92	Enc	5	1.162
93	CTL	5	1.175
94	Enc	8	1.465
95	Enc	9	1.205
96	CTL	9	0.923
97	CTL	9	0.856
98	Enc	8	1.121
99	Enc	8	1.169
100	CTL	6	1.064
101	Enc	5	1.028
102	Enc	9	1.308
103	Enc	5	1.473
104	Enc	9	1.612
105	Enc	8	1.649
106	CTL	6	0.0
107	Enc	6	1.28
108	Enc	9	1.123
109	CTL	5	1.731
110	CTL	6	1.088
111	Enc	5	1.044
112	Enc	6	1.207
113	CTL	9	1.258
114	Enc	5	2.119
115	Enc	5	1.454
116	Enc	8	1.133
