	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	New	animal_pigeon.bmp	New32	1	2	2.052	False	0
1	New	vegie_cucumber.bmp	New33	0	1	1.632	5.0	1173
2	OLD	kitchen_big cooking pot.bmp	Old28	1	1	1.9	5.0	1215
3	New	food_bagel01.bmp	New17	1	2	1.409	5.0	1215
4	New	sporting_flippers.bmp	New02	1	2	1.638	5.0	1215
5	New	food_cookie01.bmp	New11	1	2	1.347	5.0	1215
6	OLD	food_pickle01a.bmp	Old22	1	1	1.467	5.0	880
7	New	kitchen_fork_old.bmp	New18	1	2	1.299	5.0	880
8	OLD	food_cracker02.bmp	Old18	1	1	2.27	8.0	874
9	New	fruit_apricot_new.bmp	New04	1	2	1.619	8.0	874
10	OLD	fruit_pineapple_old.bmp	Old70	1	1	1.931	9.0	901
11	New	animal_dolphin_old.bmp	New09	1	2	1.487	9.0	901
12	OLD	fruit_lemon_new.bmp	Old69	1	1	1.846	6.0	948
13	New	animal_gorilla.bmp	New15	1	2	2.188	6.0	948
14	New	musical_french horn_old.bmp	New12	1	2	1.522	6.0	948
15	OLD	musical_piano_old.bmp	Old48	1	1	1.959	5.0	752
16	OLD	kitchen_coffee pot.bmp	Old29	0	2	3.912	5.0	752
17	OLD	animal_zebra_old.bmp	Old13	1	1	1.706	8.0	837
18	OLD	kitchen_cookie cutter.bmp	Old30	1	1	1.994	5.0	1672
19	OLD	musical_clarinet_new.bmp	Old44	0	2	3.066	5.0	1672
20	OLD	fruit_blackberry_new.bmp	Old66	1	1	2.269	6.0	993
21	New	vegie_snowpea01.bmp	New27	1	2	1.632	6.0	993
22	OLD	Kitchen_apron.bmp	Old27	1	1	1.501	9.0	872
23	OLD	kitchen_pitcher.bmp	Old34	1	1	1.995	9.0	1842
24	OLD	musical_harmonica_new.bmp	Old47	1	1	1.776	5.0	1208
25	OLD	musical_accordion_old.bmp	Old41	1	1	1.645	6.0	2187
26	New	musical_bongo drum.bmp	New23	1	2	1.386	6.0	2187
27	New	food_drink.bmp	New05	1	2	1.137	6.0	2187
28	OLD	sporting_karate clothing.bmp	Old60	1	1	1.44	6.0	1909
29	New	kitchen_toaster_old.bmp	New30	1	2	2.264	6.0	1909
30	OLD	sporting_footballhelmet.bmp	Old57	1	1	1.859	9.0	1424
31	OLD	food_baguette01.bmp	Old14	1	1	1.277	9.0	856
32	OLD	food_pecan02.bmp	Old21	1	1	2.066	6.0	1191
33	OLD	food_croissant01.bmp	Old19	1	1	1.54	8.0	1142
34	OLD	kitchen_martini glass.bmp	Old32	1	1	1.213	6.0	1083
35	OLD	sporting_americanfootball.bmp	Old53	0	2	1.549	6.0	1083
36	OLD	musical_triangle.bmp	Old49	1	1	1.486	8.0	993
37	New	sporting_basketball_new.bmp	New14	0	1	1.686	5.0	4106
38	OLD	vegie_green capsicum.bmp	Old75	1	1	1.395	9.0	2266
39	New	kitchen_baking spatula.bmp	New01	1	2	1.589	9.0	2266
40	OLD	kitchen_plate.bmp	Old35	1	1	1.706	5.0	1284
41	OLD	food_candy.bmp	Old16	1	1	1.604	5.0	995
42	OLD	musical_drums_old.bmp	Old46	1	1	2.169	9.0	953
43	New	kitchen_garlic press.bmp	New07	1	2	1.288	9.0	953
44	OLD	animal_sheep.bmp	Old11	1	1	1.267	5.0	967
45	OLD	musical_double bass.bmp	Old45	1	1	1.654	8.0	2682
46	New	kitchen_kettle_new.bmp	New24	1	2	1.598	8.0	2682
47	New	fruit_cherry.bmp	Old67	1	1	2.707	9.0	1166
48	OLD	animal_dalmation_old.bmp	Old04	1	1	1.653	5.0	1273
49	New	animal_ostrich.bmp	New26	1	2	1.523	5.0	1273
50	OLD	food_frenchfries.bmp	Old20	1	1	1.316	6.0	1046
51	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	1.803	6.0	1194
52	OLD	vegie_garlic01a.bmp	Old74	1	1	1.279	9.0	963
53	New	musical_uculele_new.bmp	New39	0	1	1.632	6.0	2654
54	OLD	animal_monarch_old.bmp	Old08	1	1	1.17	9.0	994
55	New	food_walnut01c.bmp	New34	1	2	1.807	9.0	994
56	OLD	musical_harp_new.bmp	Old43	1	1	1.788	8.0	891
57	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	1.981	8.0	1109
58	OLD	animal_frog.bmp	Old06	1	1	1.622	5.0	956
59	New	vegie_broccoli.bmp	New36	1	2	1.412	5.0	956
60	New	sporting_golf ball.bmp	New19	1	2	1.273	5.0	956
61	OLD	animal_cheetah.bmp	Old02	1	1	1.532	5.0	1142
62	OLD	kitchen_peppermill.bmp	Old33	1	1	1.806	6.0	3180
63	OLD	kitchen_ladle.bmp	Old31	0	2	1.925	6.0	3180
64	New	musical_bagpipes.bmp	New35	1	2	1.685	6.0	3180
65	OLD	vegie_cauliflower.bmp	Old72	1	1	1.751	5.0	688
66	OLD	vegie_radish.bmp	Old77	1	1	1.601	6.0	800
67	OLD	sporting_boxing_gloves.bmp	Old56	1	1	1.86	8.0	2609
68	OLD	musical_tuba.bmp	Old50	1	1	1.455	5.0	3323
69	OLD	sporting_hockey stick_old.bmp	Old58	0	2	3.005	5.0	3323
70	OLD	fruit_green grapes.bmp	Old68	1	1	3.835	8.0	1033
71	New	kitchen_spatula_old.bmp	New37	1	2	1.462	8.0	1033
72	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.434	9.0	1032
73	OLD	musical_violin_old.bmp	Old51	1	1	1.66	8.0	1489
74	OLD	sporting_skipping rope.bmp	Old63	1	1	1.987	6.0	2666
75	OLD	vegie_carrot.bmp	Old78	1	1	1.526	5.0	2936
76	New	sporting_weighlifting.bmp	New25	1	2	1.288	5.0	2936
77	OLD	animal_camel_new.bmp	Old01	1	1	1.347	9.0	900
78	OLD	food_shellpasta.bmp	Old25	1	1	1.716	9.0	911
79	New	food_bread.bmp	New28	1	2	1.687	9.0	911
80	New	kitchen_ramekin.bmp	New13	1	2	1.298	9.0	911
81	OLD	food_chocolatemilk.bmp	Old17	1	1	1.812	6.0	1331
82	OLD	sporting_bicycle_old.bmp	Old55	1	1	1.522	8.0	876
83	New	vegie_pumpkin.bmp	New21	1	2	1.351	8.0	876
84	New	animal_seal.bmp	New38	1	2	1.253	8.0	876
85	New	animal_giraffe.bmp	New03	1	2	1.409	8.0	876
86	OLD	animal_penguin.bmp	Old10	1	1	1.495	8.0	634
87	OLD	hard_musical_recorder.bmp	Old40	1	1	1.774	9.0	1102
88	New	sporting_baseball bat_new.bmp	New08	1	2	1.526	9.0	1102
89	New	musical_tambourine_new.bmp	New06	1	2	1.239	9.0	1102
90	New	sporting_windsurf.bmp	New31	1	2	2.267	9.0	1102
91	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.631	5.0	1045
92	OLD	musical_xylophone_old.bmp	Old52	0	2	1.256	5.0	1045
93	OLD	food_softcheese.bmp	Old24	1	1	1.836	8.0	730
94	OLD	animal_siamese cat.bmp	Old12	1	1	1.489	8.0	2748
95	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	1.196	8.0	2748
96	OLD	sporting_snow shoes_old.bmp	Old64	1	1	1.762	6.0	659
97	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.286	8.0	2242
98	New	musical_zamponia windflute.bmp	New29	1	2	1.484	8.0	2242
99	OLD	animal_chimpanzee.bmp	Old03	0	2	1.374	8.0	2242
100	OLD	food_rawchicken.bmp	Old23	1	1	1.9	5.0	1664
101	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.259	6.0	816
102	New	food_pizza.bmp	New22	1	2	1.421	6.0	816
103	OLD	animal_parrot.bmp	Old09	1	1	1.455	9.0	676
104	OLD	food_toast.bmp	Old26	1	1	1.327	9.0	569
105	OLD	vegie_corn02.bmp	Old73	1	1	1.232	8.0	757
106	OLD	animal_lion_new.bmp	Old07	1	1	1.922	5.0	588
107	New	animal_horse.bmp	New20	1	2	1.346	5.0	588
108	New	fruit_rasberry.bmp	New10	1	2	1.338	5.0	588
109	OLD	animal_farm pig.bmp	Old05	1	1	2.491	5.0	526
110	OLD	kitchen_white strainer.bmp	Old38	1	1	1.479	9.0	2099
111	OLD	sporting_rollerblade.bmp	Old62	1	1	1.541	5.0	774
112	New	fruit_granny smith apple.bmp	New16	1	2	1.493	5.0	774
113	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.319	9.0	1233
