	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT	Condition	CorrectSource	Stim_RT
0	New	animal_pigeon.bmp	New32	1	2	2.052	False	0	0	6	0.6890000000000001
1	New	vegie_cucumber.bmp	New33	0	1	1.632	5.0	1173	1	8	0.738
2	OLD	kitchen_big cooking pot.bmp	Old28	1	1	1.9	5.0	1215	1	5	2.1069999999999998
3	New	food_bagel01.bmp	New17	1	2	1.409	5.0	1215	1	5	1.544
4	New	sporting_flippers.bmp	New02	1	2	1.6380000000000001	5.0	1215	1	6	2.699
5	New	food_cookie01.bmp	New11	1	2	1.347	5.0	1215	1	5	2.833
6	OLD	food_pickle01a.bmp	Old22	1	1	1.4669999999999999	5.0	880	1	9	0.0
7	New	kitchen_fork_old.bmp	New18	1	2	1.2990000000000002	5.0	880	0	5	2.031
8	OLD	food_cracker02.bmp	Old18	1	1	2.27	8.0	874	0	6	1.167
9	New	fruit_apricot_new.bmp	New04	1	2	1.619	8.0	874	0	6	0.884
10	OLD	fruit_pineapple_old.bmp	Old70	1	1	1.931	9.0	901	0	9	1.0490000000000002
11	New	animal_dolphin_old.bmp	New09	1	2	1.4869999999999999	9.0	901	1	6	1.903
12	OLD	fruit_lemon_new.bmp	Old69	1	1	1.8459999999999999	6.0	948	1	8	1.733
13	New	animal_gorilla.bmp	New15	1	2	2.188	6.0	948	0	9	0.8029999999999999
14	New	musical_french horn_old.bmp	New12	1	2	1.5219999999999998	6.0	948	1	9	2.767
15	OLD	musical_piano_old.bmp	Old48	1	1	1.959	5.0	752	1	5	2.903
16	OLD	kitchen_coffee pot.bmp	Old29	0	2	3.912	5.0	752	1	9	1.415
17	OLD	animal_zebra_old.bmp	Old13	1	1	1.706	8.0	837	1	5	1.705
18	OLD	kitchen_cookie cutter.bmp	Old30	1	1	1.994	5.0	1672	1	8	1.744
19	OLD	musical_clarinet_new.bmp	Old44	0	2	3.0660000000000003	5.0	1672	1	8	1.965
20	OLD	fruit_blackberry_new.bmp	Old66	1	1	2.269	6.0	993	1	9	1.361
21	New	vegie_snowpea01.bmp	New27	1	2	1.632	6.0	993	1	8	1.3459999999999999
22	OLD	Kitchen_apron.bmp	Old27	1	1	1.501	9.0	872	1	5	1.798
23	OLD	kitchen_pitcher.bmp	Old34	1	1	1.995	9.0	1842	0	5	0.8490000000000001
24	OLD	musical_harmonica_new.bmp	Old47	1	1	1.776	5.0	1208	0	8	0.855
25	OLD	musical_accordion_old.bmp	Old41	1	1	1.645	6.0	2187	1	8	2.705
26	New	musical_bongo drum.bmp	New23	1	2	1.386	6.0	2187	1	8	1.867
27	New	food_drink.bmp	New05	1	2	1.137	6.0	2187	1	5	1.7890000000000001
28	OLD	sporting_karate clothing.bmp	Old60	1	1	1.44	6.0	1909	1	9	2.028
29	New	kitchen_toaster_old.bmp	New30	1	2	2.2640000000000002	6.0	1909	1	9	1.719
30	OLD	sporting_footballhelmet.bmp	Old57	1	1	1.859	9.0	1424	0	8	0.86
31	OLD	food_baguette01.bmp	Old14	1	1	1.2770000000000001	9.0	856	1	6	1.462
32	OLD	food_pecan02.bmp	Old21	1	1	2.066	6.0	1191	0	9	0.902
33	OLD	food_croissant01.bmp	Old19	1	1	1.54	8.0	1142	1	8	2.2680000000000002
34	OLD	kitchen_martini glass.bmp	Old32	1	1	1.213	6.0	1083	1	8	1.925
35	OLD	sporting_americanfootball.bmp	Old53	0	2	1.5490000000000002	6.0	1083	1	9	2.478
36	OLD	musical_triangle.bmp	Old49	1	1	1.486	8.0	993	1	5	1.906
37	New	sporting_basketball_new.bmp	New14	0	1	1.686	5.0	4106	1	6	2.715
38	OLD	vegie_green capsicum.bmp	Old75	1	1	1.395	9.0	2266	1	9	1.8430000000000002
39	New	kitchen_baking spatula.bmp	New01	1	2	1.589	9.0	2266	1	8	1.8519999999999999
40	OLD	kitchen_plate.bmp	Old35	1	1	1.706	5.0	1284	1	6	2.975
41	OLD	food_candy.bmp	Old16	1	1	1.604	5.0	995	1	6	2.187
42	OLD	musical_drums_old.bmp	Old46	1	1	2.169	9.0	953	0	6	1.0390000000000001
43	New	kitchen_garlic press.bmp	New07	1	2	1.288	9.0	953	1	9	1.9340000000000002
44	OLD	animal_sheep.bmp	Old11	1	1	1.2670000000000001	5.0	967	1	8	1.287
45	OLD	musical_double bass.bmp	Old45	1	1	1.6540000000000001	8.0	2682	0	6	0.792
46	New	kitchen_kettle_new.bmp	New24	1	2	1.598	8.0	2682	1	9	2.099
47	New	fruit_cherry.bmp	Old67	1	1	2.707	9.0	1166	1	8	0.0
48	OLD	animal_dalmation_old.bmp	Old04	1	1	1.653	5.0	1273	1	9	1.5930000000000002
49	New	animal_ostrich.bmp	New26	1	2	1.5230000000000001	5.0	1273	1	6	2.7030000000000003
50	OLD	food_frenchfries.bmp	Old20	1	1	1.3159999999999998	6.0	1046	1	5	1.87
51	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	1.8030000000000002	6.0	1194	0	5	0.8
52	OLD	vegie_garlic01a.bmp	Old74	1	1	1.2790000000000001	9.0	963	1	6	2.986
53	New	musical_uculele_new.bmp	New39	0	1	1.632	6.0	2654	0	9	1.391
54	OLD	animal_monarch_old.bmp	Old08	1	1	1.17	9.0	994	0	8	0.8909999999999999
55	New	food_walnut01c.bmp	New34	1	2	1.807	9.0	994	0	9	0.7490000000000001
56	OLD	musical_harp_new.bmp	Old43	1	1	1.788	8.0	891	1	6	1.3559999999999999
57	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	1.9809999999999999	8.0	1109	1	8	1.4969999999999999
58	OLD	animal_frog.bmp	Old06	1	1	1.6219999999999999	5.0	956	1	9	1.8259999999999998
59	New	vegie_broccoli.bmp	New36	1	2	1.412	5.0	956	1	5	1.8630000000000002
60	New	sporting_golf ball.bmp	New19	1	2	1.273	5.0	956	1	6	2.42
61	OLD	animal_cheetah.bmp	Old02	1	1	1.5319999999999998	5.0	1142	1	9	1.659
62	OLD	kitchen_peppermill.bmp	Old33	1	1	1.806	6.0	3180	0	8	0.915
63	OLD	kitchen_ladle.bmp	Old31	0	2	1.925	6.0	3180	1	6	1.179
64	New	musical_bagpipes.bmp	New35	1	2	1.685	6.0	3180	1	9	2.044
65	OLD	vegie_cauliflower.bmp	Old72	1	1	1.751	5.0	688	0	5	1.045
66	OLD	vegie_radish.bmp	Old77	1	1	1.601	6.0	800	0	5	1.0170000000000001
67	OLD	sporting_boxing_gloves.bmp	Old56	1	1	1.86	8.0	2609	1	6	1.591
68	OLD	musical_tuba.bmp	Old50	1	1	1.455	5.0	3323	0	8	0.84
69	OLD	sporting_hockey stick_old.bmp	Old58	0	2	3.005	5.0	3323	0	9	0.764
70	OLD	fruit_green grapes.bmp	Old68	1	1	3.835	8.0	1033	1	8	2.009
71	New	kitchen_spatula_old.bmp	New37	1	2	1.462	8.0	1033	1	9	2.301
72	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.4340000000000002	9.0	1032	0	8	0.737
73	OLD	musical_violin_old.bmp	Old51	1	1	1.66	8.0	1489	1	8	1.685
74	OLD	sporting_skipping rope.bmp	Old63	1	1	1.9869999999999999	6.0	2666	1	9	1.551
75	OLD	vegie_carrot.bmp	Old78	1	1	1.526	5.0	2936	0	9	1.3
76	New	sporting_weighlifting.bmp	New25	1	2	1.288	5.0	2936	0	6	0.7709999999999999
77	OLD	animal_camel_new.bmp	Old01	1	1	1.347	9.0	900	1	5	2.785
78	OLD	food_shellpasta.bmp	Old25	1	1	1.716	9.0	911	1	8	1.825
79	New	food_bread.bmp	New28	1	2	1.6869999999999998	9.0	911	1	5	1.431
80	New	kitchen_ramekin.bmp	New13	1	2	1.298	9.0	911	0	6	0.764
81	OLD	food_chocolatemilk.bmp	Old17	1	1	1.8119999999999998	6.0	1331	1	6	2.595
