	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT	Condition	CorrectSource	Stim_RT
82	OLD	sporting_bicycle_old.bmp	Old55	1	1	1.5219999999999998	8.0	876	0	6	0.794
83	New	vegie_pumpkin.bmp	New21	1	2	1.351	8.0	876	0	9	0.621
84	New	animal_seal.bmp	New38	1	2	1.253	8.0	876	1	5	0.0
85	New	animal_giraffe.bmp	New03	1	2	1.409	8.0	876	1	6	2.079
86	OLD	animal_penguin.bmp	Old10	1	1	1.495	8.0	634	1	8	1.97
87	OLD	hard_musical_recorder.bmp	Old40	1	1	1.774	9.0	1102	0	5	0.8
88	New	sporting_baseball bat_new.bmp	New08	1	2	1.526	9.0	1102	0	8	0.7390000000000001
89	New	musical_tambourine_new.bmp	New06	1	2	1.239	9.0	1102	0	9	0.85
90	New	sporting_windsurf.bmp	New31	1	2	2.267	9.0	1102	0	6	0.846
91	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.631	5.0	1045	1	5	2.222
92	OLD	musical_xylophone_old.bmp	Old52	0	2	1.256	5.0	1045	0	5	1.296
93	OLD	food_softcheese.bmp	Old24	1	1	1.8359999999999999	8.0	730	1	5	2.066
94	OLD	animal_siamese cat.bmp	Old12	1	1	1.489	8.0	2748	0	5	1.015
95	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	1.196	8.0	2748	1	5	1.55
96	OLD	sporting_snow shoes_old.bmp	Old64	1	1	1.7619999999999998	6.0	659	1	9	1.3459999999999999
97	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.286	8.0	2242	1	9	2.543
98	New	musical_zamponia windflute.bmp	New29	1	2	1.484	8.0	2242	1	5	1.186
99	OLD	animal_chimpanzee.bmp	Old03	0	2	1.374	8.0	2242	1	8	2.75
100	OLD	food_rawchicken.bmp	Old23	1	1	1.9	5.0	1664	0	8	0.9940000000000001
101	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.2590000000000001	6.0	816	1	6	2.037
102	New	food_pizza.bmp	New22	1	2	1.421	6.0	816	1	6	1.2790000000000001
103	OLD	animal_parrot.bmp	Old09	1	1	1.455	9.0	676	0	8	1.013
104	OLD	food_toast.bmp	Old26	1	1	1.327	9.0	569	0	6	0.71
105	OLD	vegie_corn02.bmp	Old73	1	1	1.232	8.0	757	1	5	2.5069999999999997
106	OLD	animal_lion_new.bmp	Old07	1	1	1.922	5.0	588	0	5	0.86
107	New	animal_horse.bmp	New20	1	2	1.3459999999999999	5.0	588	1	6	2.207
108	New	fruit_rasberry.bmp	New10	1	2	1.338	5.0	588	1	8	1.442
109	OLD	animal_farm pig.bmp	Old05	1	1	2.491	5.0	526	1	9	2.617
110	OLD	kitchen_white strainer.bmp	Old38	1	1	1.479	9.0	2099	1	8	1.776
111	OLD	sporting_rollerblade.bmp	Old62	1	1	1.541	5.0	774	1	9	1.714
112	New	fruit_granny smith apple.bmp	New16	1	2	1.493	5.0	774	0	8	0.818
113	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.319	9.0	1233	0	9	0.735
114	OLD	vegie_mushroom.bmp	Old76	1	1	1.061	5.0	658	1	6	2.194
115	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	1.27	6.0	1218	1	5	1.6019999999999999
116	OLD	sporting_fishing rod.bmp	Old59	1	1	2.423	9.0	709	1	6	2.3
