	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	11.609000000000002	3.0	14.609000000000002	5.5	False	CTL01	OLD	vegie_cauliflower.bmp	Old72	0	2	5.676	False	0
1	20.109	3.0	23.108	0.5	Old56	Enc01	OLD	kitchen_plate.bmp	Old35	1	1	1.4780000000000002	6.0	3288
2	23.608	3.0	26.608	1.0	Old03	Enc02	New	animal_giraffe.bmp	New03	1	2	2.713	6.0	3288
3	27.608	3.0	30.608	1.0	Old24	Enc03	New	sporting_flippers.bmp	New02	1	2	1.882	6.0	3288
4	31.608	3.0	34.607	1.5	Old74	Enc04	New	kitchen_baking spatula.bmp	New01	1	2	2.2680000000000002	6.0	3288
5	36.107	3.0	39.107	2.0	Old59	Enc05	New	musical_uculele_new.bmp	New39	0	1	1.055	8.0	1731
6	41.107	3.0	44.107	3.0	Old46	Enc06	OLD	kitchen_tea cup and saucer.bmp	Old37	0	2	1.6980000000000002	8.0	1731
7	47.106	3.0	50.106	0.5	False	CTL02	New	kitchen_toaster_old.bmp	New30	1	2	1.3619999999999999	8.0	1731
8	50.606	3.0	53.606	4.0	False	CTL03	OLD	animal_dalmation_old.bmp	Old04	1	1	1.744	6.0	2305
9	57.606	3.0	60.605	2.5	Old35	Enc07	OLD	musical_drums_old.bmp	Old46	1	1	2.065	9.0	1148
10	63.105	3.0	66.105	1.5	False	CTL04	New	fruit_rasberry.bmp	New10	1	2	2.051	9.0	1148
11	67.605	3.0	70.605	2.0	Old48	Enc08	OLD	food_croissant01.bmp	Old19	1	1	2.7089999999999996	6.0	1815
12	72.604	3.0	75.604	3.5	Old15	Enc09	OLD	musical_piano_old.bmp	Old48	1	1	1.683	6.0	1966
13	79.104	3.0	82.104	0.5	False	CTL05	New	animal_pigeon.bmp	New32	1	2	3.38	6.0	1966
14	82.604	3.0	85.603	2.5	Old37	Enc10	OLD	sporting_americanfootball.bmp	Old53	1	1	1.858	9.0	750
15	88.103	3.0	91.103	0.5	Old01	Enc11	OLD	hard_musical_recorder.bmp	Old40	1	1	1.7890000000000001	5.0	859
16	91.603	3.0	94.603	1.0	Old17	Enc12	OLD	food_pecan02.bmp	Old21	0	2	2.733	5.0	859
17	95.603	3.0	98.602	1.5	Old77	Enc13	OLD	musical_harmonica_new.bmp	Old47	0	2	2.5980000000000003	5.0	859
18	100.102	3.0	103.102	2.5	Old20	Enc14	OLD	animal_sheep.bmp	Old11	1	1	1.482	5.0	1029
19	105.602	3.0	108.602	3.0	Old33	Enc15	OLD	animal_penguin.bmp	Old10	1	1	2.8810000000000002	5.0	1149
20	111.601	3.0	114.601	1.0	Old27	Enc16	OLD	food_shellpasta.bmp	Old25	0	2	1.724	5.0	1149
21	115.601	3.0	118.601	1.5	Old22	Enc17	OLD	animal_frog.bmp	Old06	1	1	1.819	8.0	721
22	120.101	3.0	123.1	1.5	False	CTL06	OLD	kitchen_ladle.bmp	Old31	1	1	1.864	5.0	820
23	124.6	3.0	127.6	1.0	Old11	Enc18	OLD	kitchen_pitcher.bmp	Old34	0	2	1.7109999999999999	5.0	820
24	128.6	3.0	131.6	2.5	Old42	Enc19	OLD	kitchen_coffee pot.bmp	Old29	1	1	1.439	9.0	1628
25	134.099	3.0	137.099	2.5	False	CTL07	OLD	kitchen_big cooking pot.bmp	Old28	0	2	1.631	9.0	1628
26	139.599	3.0	142.599	0.5	Old73	Enc20	OLD	food_bottleofredwine01.bmp	Old15	0	2	2.58	9.0	1628
27	143.099	3.0	146.099	5.5	Old65	Enc21	OLD	vegie_corn02.bmp	Old73	1	1	1.4969999999999999	6.0	580
