	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	16.023	3.0	19.032	1.0	False	CTL01
1	20.035	3.0	23.044	8.0	Old63	Enc01
2	31.034	3.0	34.043	7.5	Old03	Enc02
3	41.532	3.0	44.541	0.5	Old62	Enc03
4	45.043	3.0	48.052	6.0	Old50	Enc04
5	54.053	3.0	57.062	2.0	Old44	Enc05
6	59.051	3.0	62.06	2.0	Old71	Enc06
7	64.05	3.0	67.059	4.0	False	CTL02
8	71.054	3.0	74.063	2.5	False	CTL03
9	76.554	3.0	79.563	1.5	False	CTL04
10	81.05	3.0	84.059	5.0	False	CTL05
11	89.05799999999999	3.0	92.06700000000001	1.0	Old54	Enc07
12	93.07	3.0	96.079	3.0	Old02	Enc08
13	99.071	3.0	102.08	3.0	False	CTL06
14	105.072	3.0	108.081	2.5	Old41	Enc09
15	110.572	3.0	113.581	6.5	Old06	Enc10
16	120.084	3.0	123.093	2.5	Old33	Enc11
17	125.584	3.0	128.593	2.0	Old37	Enc12
18	130.582	3.0	133.591	4.5	Old67	Enc13
19	138.088	3.0	141.097	4.5	Old74	Enc14
20	145.593	3.0	148.602	2.5	Old76	Enc15
21	151.093	3.0	154.102	1.0	Old72	Enc16
22	155.088	3.0	158.097	1.5	Old08	Enc17
23	159.585	3.0	162.594	4.0	False	CTL07
24	166.589	3.0	169.598	3.0	False	CTL08
25	172.591	3.0	175.6	1.0	Old29	Enc18
26	176.603	3.0	179.612	1.0	Old23	Enc19
27	180.615	3.0	183.624	0.5	Old15	Enc20
28	184.125	3.0	187.134	3.5	Old78	Enc21
29	190.628	3.0	193.637	4.5	Old24	Enc22
30	198.134	3.0	201.143	9.5	False	CTL09
31	210.638	3.0	213.647	3.5	Old07	Enc23
32	217.14	3.0	220.149	4.0	False	CTL10
33	224.145	3.0	227.154	4.0	Old17	Enc24
34	231.149	3.0	234.158	1.0	Old51	Enc25
35	235.161	3.0	238.17	6.0	Old25	Enc26
36	244.171	3.0	247.18	6.5	Old47	Enc27
37	253.683	3.0	256.692	2.0	Old36	Enc28
38	258.681	3.0	261.69	1.5	Old46	Enc29
39	263.178	3.0	266.187	2.5	Old42	Enc30
40	268.678	3.0	271.687	4.5	Old28	Enc31
41	276.184	3.0	279.193	0.5	Old12	Enc32
42	279.694	3.0	282.703	1.0	False	CTL11
43	283.706	3.0	286.715	1.5	Old05	Enc33
44	288.203	3.0	291.212	2.0	Old61	Enc34
45	293.201	3.0	296.21	4.0	False	CTL12
46	300.205	3.0	303.214	2.0	Old04	Enc35
47	305.204	3.0	308.213	2.5	Old56	Enc36
48	310.703	3.0	313.712	2.0	Old16	Enc37
49	315.702	3.0	318.711	14.0	Old68	Enc38
50	333.204	3.0	336.213	4.0	Old26	Enc39
51	340.208	3.0	343.217	1.5	False	CTL13
52	344.705	3.0	347.714	1.0	Old22	Enc40
53	348.717	3.0	351.726	3.0	False	CTL14
54	354.718	3.0	357.727	5.5	False	CTL15
55	363.227	3.0	366.236	2.0	False	CTL16
56	368.225	3.0	371.234	2.5	Old40	Enc41
57	373.725	3.0	376.734	3.0	Old39	Enc42
58	379.726	3.0	382.735	3.0	Old32	Enc43
59	385.728	3.0	388.737	2.0	Old75	Enc44
60	390.726	3.0	393.735	5.0	Old53	Enc45
61	398.733	3.0	401.742	4.5	Old60	Enc46
62	406.239	3.0	409.248	10.0	False	CTL17
63	419.746	3.0	422.755	2.5	Old69	Enc47
64	425.246	3.0	428.255	2.5	Old35	Enc48
65	430.745	3.0	433.754	6.0	False	CTL18
66	439.756	3.0	442.765	3.5	False	CTL19
67	446.258	3.0	449.267	1.5	Old21	Enc49
68	450.755	3.0	453.764	2.5	False	CTL20
69	456.255	3.0	459.264	4.0	False	CTL21
70	463.259	3.0	466.268	2.0	Old13	Enc50
71	468.258	3.0	471.266	3.0	Old57	Enc51
72	474.259	3.0	477.268	3.0	False	CTL22
73	480.26	3.0	483.269	4.0	Old52	Enc52
74	487.264	3.0	490.273	0.5	Old14	Enc53
75	490.775	3.0	493.784	8.0	False	CTL23
76	501.774	3.0	504.783	3.0	False	CTL24
77	507.776	3.0	510.785	0.5	Old48	Enc54
78	511.286	3.0	514.295	1.5	Old38	Enc55
79	515.783	3.0	518.7919999999999	4.0	Old30	Enc56
80	522.7869999999999	3.0	525.7959999999999	5.0	False	CTL25
81	530.794	3.0	533.803	7.5	Old73	Enc57
82	541.2919999999999	3.0	544.3009999999999	1.0	False	CTL26
83	545.288	3.0	548.297	1.5	False	CTL27
84	549.784	3.0	552.793	0.5	Old18	Enc58
85	553.295	3.0	556.304	1.5	Old66	Enc59
86	557.7919999999999	3.0	560.8009999999999	2.0	Old49	Enc60
87	562.79	3.0	565.799	1.0	False	CTL28
88	566.802	3.0	569.811	5.0	False	CTL29
89	574.809	3.0	577.818	2.0	False	CTL30
90	579.807	3.0	582.816	5.5	False	CTL31
91	588.316	3.0	591.325	0.5	Old34	Enc61
92	591.827	3.0	594.836	8.0	False	CTL32
93	602.826	3.0	605.835	1.0	Old59	Enc62
94	606.822	3.0	609.831	0.5	False	CTL33
95	610.332	3.0	613.341	3.5	Old10	Enc63
96	616.835	3.0	619.844	1.5	Old09	Enc64
97	621.332	3.0	624.341	2.5	Old55	Enc65
98	626.831	3.0	629.84	9.5	Old70	Enc66
