	Condition	CorrectSource	Stim_RT
0	CTL	6	1.137
1	Enc	8	2.149
2	Enc	5	1.121
3	Enc	5	1.586
4	Enc	6	1.104
5	Enc	5	1.555
6	Enc	9	1.504
7	CTL	5	1.139
8	CTL	6	1.14
9	CTL	6	1.216
10	CTL	9	1.192
11	Enc	6	1.19
12	Enc	8	2.278
13	CTL	9	1.018
14	Enc	9	1.229
15	Enc	5	1.604
16	Enc	9	1.237
17	Enc	5	1.409
18	Enc	8	1.237
19	Enc	8	0.998
20	Enc	9	0.887
21	Enc	8	1.548
22	Enc	5	1.476
23	CTL	5	1.323
24	CTL	8	0.752
25	Enc	8	1.311
26	Enc	8	1.454
27	Enc	5	1.645
28	Enc	9	2.073
29	Enc	9	1.096
30	CTL	8	0.717
31	Enc	6	0.75
32	CTL	9	0.853
33	Enc	8	0.923
34	Enc	8	0.872
35	Enc	9	1.098
36	Enc	5	0.508
37	Enc	6	0.786
38	Enc	9	1.328
39	Enc	8	0.925
40	Enc	6	0.999
41	Enc	6	0.843
42	CTL	6	0.892
43	Enc	9	0.679
44	Enc	8	1.08
45	CTL	6	0.873
46	Enc	9	0.755
47	Enc	8	1.332
48	Enc	9	1.074
49	Enc	6	0.75
50	Enc	5	0.837
51	CTL	5	0.842
52	Enc	6	0.62
53	CTL	9	0.795
54	CTL	8	0.54
55	CTL	9	0.533
56	Enc	6	0.897
57	Enc	8	1.116
58	Enc	9	0.79
59	Enc	5	1.177
60	Enc	6	0.839
61	Enc	9	1.321
62	CTL	8	0.747
63	Enc	6	0.688
64	Enc	9	1.167
65	CTL	5	0.762
66	CTL	5	0.693
67	Enc	6	0.684
68	CTL	8	0.722
69	CTL	9	0.529
70	Enc	8	0.616
71	Enc	9	0.908
72	CTL	8	0.953
73	Enc	8	0.937
74	Enc	9	1.073
75	CTL	9	0.842
76	CTL	6	0.808
77	Enc	5	0.743
78	Enc	8	1.53
79	Enc	5	1.295
80	CTL	6	0.695
81	Enc	6	0.567
82	CTL	6	0.594
83	CTL	9	0.538
84	Enc	5	0.653
85	Enc	6	1.186
86	Enc	8	1.492
87	CTL	5	0.927
88	CTL	8	0.844
89	CTL	9	0.506
90	CTL	6	0.695
91	Enc	5	1.107
92	CTL	5	0.796
93	Enc	5	0.672
94	CTL	5	1.176
95	Enc	5	0.643
96	Enc	9	1.098
97	Enc	9	1.236
98	Enc	5	2.031
99	Enc	8	0.0
100	CTL	8	0.957
101	Enc	6	0.728
102	Enc	6	0.622
103	CTL	8	0.724
104	CTL	6	0.496
105	Enc	5	1.23
106	CTL	5	0.672
107	Enc	6	0.553
108	Enc	8	0.586
109	Enc	9	0.437
110	Enc	8	0.864
111	Enc	9	0.61
112	CTL	8	0.527
113	CTL	9	0.566
114	Enc	6	0.697
115	Enc	5	0.6
116	Enc	6	0.793
