	Condition	CorrectSource	Stim_RT
0	CTL	6	1.459
1	Enc	8	1.608
2	Enc	5	1.2
3	Enc	5	0.854
4	Enc	6	1.36
5	Enc	5	1.108
6	Enc	9	1.542
7	CTL	5	1.472
8	CTL	6	0.948
9	CTL	6	0.832
10	CTL	9	0.727
11	Enc	6	0.727
12	Enc	8	1.299
13	CTL	9	0.706
14	Enc	9	0.905
15	Enc	5	1.581
16	Enc	9	0.925
17	Enc	5	1.482
18	Enc	8	1.746
19	Enc	8	1.321
20	Enc	9	1.047
21	Enc	8	1.099
22	Enc	5	1.215
23	CTL	5	1.262
24	CTL	8	0.665
25	Enc	8	0.656
26	Enc	8	1.101
27	Enc	5	1.313
28	Enc	9	1.139
29	Enc	9	1.092
30	CTL	8	0.754
31	Enc	6	1.489
32	CTL	9	0.818
33	Enc	8	1.542
34	Enc	8	1.154
35	Enc	9	1.455
36	Enc	5	1.227
37	Enc	6	1.06
38	Enc	9	1.589
39	Enc	8	1.309
40	Enc	6	1.249
41	Enc	6	1.095
42	CTL	6	1.233
43	Enc	9	1.317
44	Enc	8	2.228
45	CTL	6	1.429
46	Enc	9	1.033
47	Enc	8	1.971
48	Enc	9	1.359
49	Enc	6	1.113
50	Enc	5	0.841
51	CTL	5	0.533
52	Enc	6	1.388
53	CTL	9	0.872
54	CTL	8	0.735
55	CTL	9	0.586
56	Enc	6	0.883
57	Enc	8	1.039
58	Enc	9	1.11
59	Enc	5	1.429
60	Enc	6	1.023
61	Enc	9	1.231
62	CTL	8	0.693
63	Enc	6	0.913
64	Enc	9	1.094
65	CTL	5	0.554
66	CTL	5	0.568
67	Enc	6	0.816
68	CTL	8	0.711
69	CTL	9	0.523
70	Enc	8	1.127
71	Enc	9	1.137
72	CTL	8	0.496
73	Enc	8	1.342
74	Enc	9	1.169
75	CTL	9	2.131
76	CTL	6	0.467
77	Enc	5	1.17
78	Enc	8	0.835
79	Enc	5	1.211
80	CTL	6	0.47
81	Enc	6	0.59
82	CTL	6	0.556
83	CTL	9	0.568
84	Enc	5	0.935
85	Enc	6	0.937
86	Enc	8	1.568
87	CTL	5	0.602
88	CTL	8	0.613
89	CTL	9	0.518
90	CTL	6	0.576
91	Enc	5	0.899
92	CTL	5	0.869
93	Enc	5	0.773
94	CTL	5	0.968
95	Enc	5	1.05
96	Enc	9	0.803
97	Enc	9	1.01
98	Enc	5	0.998
99	Enc	8	0.918
100	CTL	8	0.728
101	Enc	6	1.156
102	Enc	6	0.906
103	CTL	8	0.574
104	CTL	6	0.456
105	Enc	5	0.601
106	CTL	5	0.603
107	Enc	6	0.926
108	Enc	8	1.292
109	Enc	9	1.072
110	Enc	8	1.236
111	Enc	9	0.824
112	CTL	8	0.536
113	CTL	9	0.55
114	Enc	6	1.239
115	Enc	5	0.979
116	Enc	6	1.335
