trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
7	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	59.587	3.0	62.587	1.5	CTL01	8.0	1.119	11.0	5.5	5.5	70.587	0.0	5.5	5.5	62.587
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	64.087	3.0	67.086	1.5	CTL02	5.0	0.8059999999999999	8.998999999999995	4.5	4.498999999999995	73.086	0.0	4.5	4.498999999999995	67.086
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	72.086	3.0	75.086	0.5	CTL03	6.0	2.579	7.0	3.5	3.5	79.086	0.0	3.5	3.5	75.086
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	85.085	3.0	88.085	2.0	CTL04	8.0	0.5489999999999999	9.0	4.5	4.5	94.085	0.0	4.5	4.5	88.085
22	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	144.08	3.0	147.08	1.0	CTL05	8.0	1.485	9.983000000000004	5.0	4.983000000000004	154.06300000000002	0.0	5.0	4.983000000000004	147.08
23	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	148.08	3.0	151.079	1.5	CTL06	5.0	0.4589999999999999	7.998999999999995	4.0	3.9989999999999952	156.079	0.0	4.0	3.9989999999999952	151.079
27	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	176.09400000000002	3.0	179.09400000000002	3.5	CTL07	5.0	1.4680000000000002	18.998000000000047	9.499000000000024	9.499000000000024	195.09200000000007	0.0	9.499000000000024	9.499000000000024	179.09400000000002
30	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	209.591	3.0	212.591	1.0	CTL08	6.0	0.66	31.99700000000001	15.99800000000002	15.998999999999995	241.588	0.0	15.99800000000002	15.998999999999995	212.591
38	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	255.088	3.0	258.087	0.5	CTL09	9.0	1.4269999999999998	7.998999999999995	4.0	3.9989999999999952	263.087	0.0	4.0	3.9989999999999952	258.087
39	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	258.587	3.0	261.587	1.0	CTL10	8.0	0.762	6.998999999999995	3.4989999999999952	3.5	265.586	0.0	3.4989999999999952	3.5	261.587
44	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	288.085	3.0	291.085	2.5	CTL11	5.0	1.238	10.0	5.0	5.0	298.085	0.0	5.0	5.0	291.085
47	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	304.584	3.0	307.583	3.0	CTL12	9.0	0.835	6.999000000000024	3.5	3.499000000000024	311.583	0.0	3.5	3.499000000000024	307.583
49	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	315.583	3.0	318.582	0.5	CTL13	6.0	0.726	9.998999999999969	5.0	4.998999999999967	325.582	0.0	5.0	4.998999999999967	318.582
50	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	319.082	3.0	322.082	1.0	CTL14	6.0	0.484	6.998999999999967	3.498999999999967	3.5	326.081	0.0	3.498999999999967	3.5	322.082
51	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	323.082	3.0	326.082	2.5	CTL15	6.0	0.642	8.0	4.0	4.0	331.082	0.0	4.0	4.0	326.082
52	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	328.582	3.0	331.581	6.5	CTL16	9.0	0.701	10.999000000000024	5.5	5.499000000000024	339.581	0.0	5.5	5.499000000000024	331.581
67	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	432.073	3.0	435.076	2.0	CTL17	8.0	1.115	9.003000000000043	4.5	4.503000000000043	441.076	0.0	4.5	4.503000000000043	435.076
69	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	441.57199999999983	3.0	444.57199999999983	4.0	CTL18	9.0	0.835	8.998999999999853	4.498999999999853	4.5	450.5709999999997	0.0	4.498999999999853	4.5	444.57199999999983
70	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	448.57199999999983	3.0	451.571	0.5	CTL19	8.0	0.773	13.999000000000194	7.0	6.999000000000194	462.571	0.0	7.0	6.999000000000194	451.571
71	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	452.071	3.0	455.074	6.0	CTL20	5.0	0.8420000000000001	7.00200000000018	3.499000000000194	3.502999999999986	459.0730000000002	0.0	3.499000000000194	3.502999999999986	455.074
76	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	480.069	3.0	483.069	5.5	CTL21	5.0	0.6459999999999999	10.999000000000024	5.499000000000024	5.5	491.068	0.0	5.499000000000024	5.5	483.069
78	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	496.068	3.0	499.068	2.5	CTL22	8.0	0.935	15.0	7.5	7.5	511.068	0.0	7.5	7.5	499.068
80	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	511.067	3.0	514.066	6.5	CTL23	9.0	0.6609999999999999	18.999000000000024	9.5	9.499000000000024	530.066	0.0	9.5	9.499000000000024	514.066
81	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	520.566	3.0	523.566	1.5	CTL24	8.0	1.104	18.999000000000024	9.499000000000024	9.5	539.565	0.0	9.499000000000024	9.5	523.566
82	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	525.065	3.0	528.065	4.5	CTL25	9.0	0.5920000000000001	8.998000000000047	4.499000000000024	4.499000000000024	534.0630000000001	0.0	4.499000000000024	4.499000000000024	528.065
83	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	532.565	3.0	535.565	1.5	CTL26	5.0	0.632	15.0	7.5	7.5	547.565	0.0	7.5	7.5	535.565
85	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	540.581	3.0	543.581	10.0	CTL27	6.0	1.024	7.0	3.5	3.5	547.581	0.0	3.5	3.5	543.581
86	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	554.08	3.0	557.0790000000002	4.5	CTL28	6.0	0.813	26.997000000000185	13.499000000000024	13.49800000000016	581.0770000000002	0.0	13.499000000000024	13.49800000000016	557.0790000000002
88	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	566.5790000000002	3.0	569.578	1.5	CTL29	9.0	0.57	9.998999999999796	5.0	4.998999999999796	576.578	0.0	5.0	4.998999999999796	569.578
92	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	595.576	3.0	598.576	4.0	CTL30	8.0	0.884	7.999000000000024	3.999000000000024	4.0	603.575	0.0	3.999000000000024	4.0	598.576
96	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	619.5740000000002	3.0	622.5740000000002	1.0	CTL31	8.0	0.984	12.998000000000276	6.499000000000137	6.499000000000137	632.5720000000005	0.0	6.499000000000137	6.499000000000137	622.5740000000002
97	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	623.5740000000002	3.0	626.5740000000002	0.5	CTL32	5.0	0.733	8.0	4.0	4.0	631.5740000000002	0.0	4.0	4.0	626.5740000000002
99	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	632.573	3.0	635.573	0.5	CTL33	9.0	0.8270000000000001	10.998999999999796	5.498999999999796	5.5	643.5719999999998	0.0	5.498999999999796	5.5	635.573
100	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	636.073	3.0	639.073	9.0	CTL34	9.0	0.685	7.0	3.5	3.5	643.073	0.0	3.5	3.5	639.073
101	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	648.072	3.0	651.072	2.0	CTL35	6.0	0.7240000000000001	23.998000000000047	11.999000000000024	11.999000000000024	672.07	0.0	11.999000000000024	11.999000000000024	651.072
103	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	656.571	3.0	659.571	2.0	CTL36	6.0	0.579	6.999000000000024	3.499000000000024	3.5	663.57	0.0	3.499000000000024	3.5	659.571
104	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	661.571	3.0	664.571	4.5	CTL37	5.0	0.897	10.0	5.0	5.0	671.571	0.0	5.0	5.0	664.571
105	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	669.087	3.0	672.087	4.5	CTL38	6.0	0.546	15.031999999999924	7.515999999999963	7.515999999999963	684.1189999999999	0.0	7.515999999999963	7.515999999999963	672.087
