trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.591	3.0	17.59	6.5	Old63	Enc01	6	1.455	20.59			35.181	False			17.59
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.09	3.0	27.09	2.0	Old01	Enc02	5	1.083	30.09	9.499	9.5	54.18	False	9.499	9.5	27.09
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	29.089	3.0	32.089	1.5	Old18	Enc03	6	1.4980000000000002	35.089	4.998999999999999	4.998999999999999	64.178	False	4.998999999999999	4.998999999999999	32.089
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	33.589	3.0	36.589	1.0	Old70	Enc04	9	0.883	39.589	4.5	4.5	73.178	False	4.5	4.5	36.589
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	37.589	3.0	40.589	8.5	Old58	Enc05	8	0.946	43.589	4.0	4.0	81.178	False	4.0	4.0	40.589
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	49.088	3.0	52.088	2.0	Old47	Enc06	9	1.499	55.088	11.499000000000002	11.499000000000002	104.176	False	11.499000000000002	11.499000000000002	52.088
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	54.087	3.0	57.087	2.5	Old29	Enc07	8	1.075	60.087	4.999000000000002	4.999000000000002	114.174	False	4.999000000000002	4.999000000000002	57.087
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	68.586	3.0	71.586	0.5	Old42	Enc08	6	0.831	74.586	4.498999999999995	4.5	143.172	False	4.498999999999995	4.5	71.586
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	75.586	3.0	78.585	2.0	Old16	Enc09	5	0.722	81.585	3.5	3.4989999999999952	157.171	False	3.5	3.4989999999999952	78.585
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	80.585	3.0	83.585	1.5	Old32	Enc10	6	0.591	86.585	4.998999999999995	5.0	167.17	False	4.998999999999995	5.0	83.585
