trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.039	3.0	23.039	8.0	Old55	Enc01	8	1.039	26.039	3.9990000000000023	4.0	46.078	False	3.9990000000000014	4.0	23.039
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	31.038	3.0	34.038000000000004	7.5	Old12	Enc02	5	0.88	37.038000000000004	10.998999999999999	10.999000000000002	68.07600000000001	False	10.999	10.999000000000002	34.038000000000004
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	41.537	3.0	44.537	0.5	Old65	Enc03	5	0.799	47.537	10.498999999999999	10.498999999999995	89.074	False	10.499	10.498999999999995	44.537
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	45.037	3.0	48.037	6.0	Old50	Enc04	6	2.463	51.037	3.5	3.5	96.074	False	3.5	3.5	48.037
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	54.036	3.0	57.036	2.0	Old48	Enc05	5	0.964	60.036	8.999000000000002	8.999000000000002	114.072	False	8.999000000000002	8.999000000000002	57.036
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	59.036	3.0	62.036	2.0	Old72	Enc06	9	0.964	65.036	5.0	5.0	124.072	False	5.0	5.0	62.036
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	89.03299999999999	3.0	92.033	1.0	Old57	Enc07	6	0.965	95.033	7.999000000000009	7.999000000000024	184.06599999999997	False	7.999000000000009	7.999000000000024	92.033
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	93.033	3.0	96.033	3.0	Old11	Enc08	8	1.903	99.033	4.000000000000014	4.0	192.066	False	4.000000000000014	4.0	96.033
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	105.032	3.0	108.032	2.5	Old42	Enc09	9	0.899	111.032	6.0	6.0	216.064	False	6.0	6.0	108.032
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	110.531	3.0	113.531	6.5	Old07	Enc10	5	1.087	116.531	5.499000000000009	5.499000000000009	227.062	False	5.499000000000009	5.499000000000009	113.531
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	120.031	3.0	123.03	2.5	Old32	Enc11	9	1.035	126.03	9.5	9.498999999999995	246.061	False	9.5	9.498999999999995	123.03
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	125.53	3.0	128.53	2.0	Old35	Enc12	5	0.865	131.53	5.498999999999995	5.5	257.06	False	5.498999999999995	5.5	128.53
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	130.53	3.0	133.529	4.5	Old73	Enc13	8	1.325	136.529	5.0	4.998999999999995	267.05899999999997	False	5.0	4.998999999999995	133.529
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	138.029	3.0	141.029	4.5	Old77	Enc14	8	1.699	144.029	7.498999999999995	7.5	282.058	False	7.498999999999995	7.5	141.029
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	145.528	3.0	148.528	2.5	Old78	Enc15	9	1.968	151.528	7.498999999999995	7.498999999999995	297.056	False	7.498999999999995	7.498999999999995	148.528
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	151.028	3.0	154.028	1.0	Old76	Enc16	8	1.4680000000000002	157.028	5.5	5.5	308.056	False	5.5	5.5	154.028
22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	155.02700000000002	3.0	158.02700000000002	1.5	Old08	Enc17	5	1.0490000000000002	161.02700000000002	3.9990000000000236	3.9990000000000236	316.05400000000003	False	3.999000000000024	3.999000000000024	158.02700000000002
25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	172.52599999999998	3.0	175.52599999999998	1.0	Old27	Enc18	8	1.389	178.52599999999998	6.0	6.0	351.05199999999996	False	6.0	6.0	175.52599999999998
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	176.52599999999998	3.0	179.525	1.0	Old24	Enc19	8	0.97	182.525	4.0	3.9990000000000236	359.051	False	4.0	3.999000000000024	179.525
27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	180.525	3.0	183.525	0.5	Old19	Enc20	5	0.981	186.525	3.9990000000000236	4.0	367.05	False	3.999000000000024	4.0	183.525
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	184.025	3.0	187.025	3.5	Old69	Enc21	9	0.97	190.025	3.5	3.5	374.05	False	3.5	3.5	187.025
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	190.524	3.0	193.524	4.5	Old20	Enc22	9	1.971	196.524	6.498999999999995	6.498999999999995	387.048	False	6.498999999999995	6.498999999999995	193.524
31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	210.523	3.0	213.522	3.5	Old05	Enc23	6	1.4169999999999998	216.522	12.498999999999995	12.498999999999995	427.04499999999996	False	12.498999999999995	12.498999999999995	213.522
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	224.021	3.0	227.021	4.0	Old25	Enc24	8	0.972	230.021	6.998999999999995	6.998999999999995	454.042	False	6.998999999999995	6.998999999999995	227.021
