	Condition	CorrectSource	Stim_RT
0	CTL	6	0.841
1	Enc	8	0.891
2	Enc	5	1.783
3	Enc	5	1.893
4	Enc	6	0.892
5	Enc	5	1.459
6	Enc	9	1.821
7	CTL	5	1.834
8	CTL	6	0.831
9	CTL	6	0.796
10	CTL	9	1.74
11	Enc	6	1.725
12	Enc	8	0.394
13	CTL	9	0.98
14	Enc	9	0.895
15	Enc	5	0.396
16	Enc	9	0.896
17	Enc	5	0.396
18	Enc	8	0.396
19	Enc	8	0.396
20	Enc	9	0.397
21	Enc	8	1.882
22	Enc	5	0.897
23	CTL	5	0.864
24	CTL	8	0.586
25	Enc	8	0.899
26	Enc	8	1.828
27	Enc	5	0.399
28	Enc	9	0.098
29	Enc	9	0.4
30	CTL	8	0.4
31	Enc	6	0.4
32	CTL	9	0.702
33	Enc	8	1.232
34	Enc	8	2.002
35	Enc	9	0.901
36	Enc	5	1.834
37	Enc	6	2.025
38	Enc	9	2.403
39	Enc	8	0.404
40	Enc	6	2.404
41	Enc	6	1.482
42	CTL	6	1.089
43	Enc	9	2.091
44	Enc	8	0.404
45	CTL	6	0.405
46	Enc	9	0.904
47	Enc	8	0.905
48	Enc	9	0.405
49	Enc	6	0.406
50	Enc	5	0.407
51	CTL	5	0.692
52	Enc	6	1.407
53	CTL	9	2.408
54	CTL	8	1.407
55	CTL	9	0.408
56	Enc	6	0.408
57	Enc	8	1.854
58	Enc	9	1.408
59	Enc	5	0.409
60	Enc	6	0.409
61	Enc	9	1.701
62	CTL	8	0.697
63	Enc	6	1.183
64	Enc	9	0.911
65	CTL	5	0.411
66	CTL	5	0.623
67	Enc	6	2.028
68	CTL	8	0.412
69	CTL	9	0.832
70	Enc	8	0.413
71	Enc	9	0.413
72	CTL	8	0.598
73	Enc	8	0.914
74	Enc	9	1.147
75	CTL	9	0.414
76	CTL	6	0.665
77	Enc	5	0.915
78	Enc	8	2.307
79	Enc	5	0.416
80	CTL	6	0.915
81	Enc	6	0.416
82	CTL	6	0.791
83	CTL	9	0.696
84	Enc	5	1.418
85	Enc	6	0.418
86	Enc	8	0.918
87	CTL	5	0.692
88	CTL	8	0.839
89	CTL	9	0.844
90	CTL	6	1.18
91	Enc	5	0.419
92	CTL	5	0.909
93	Enc	5	0.92
94	CTL	5	0.724
95	Enc	5	0.92
96	Enc	9	1.903
97	Enc	9	2.421
98	Enc	5	1.921
99	Enc	8	0.702
100	CTL	8	0.922
101	Enc	6	0.581
102	Enc	6	0.923
103	CTL	8	0.638
104	CTL	6	0.666
105	Enc	5	0.922
106	CTL	5	0.923
107	Enc	6	1.602
108	Enc	8	1.452
109	Enc	9	0.925
110	Enc	8	1.925
111	Enc	9	0.757
112	CTL	8	0.652
113	CTL	9	0.698
114	Enc	6	1.044
115	Enc	5	1.37
116	Enc	6	2.027
