	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	0	6	0.857	16.03	3.0	19.03	1.0	False	CTL01
1	1	8	1.193	20.03	3.0	23.029	8.0	Old54	Enc01
2	1	5	1.226	31.029	3.0	34.028	7.5	Old09	Enc02
3	1	5	1.327	41.528	3.0	44.528	0.5	Old58	Enc03
4	1	6	2.002	45.028	3.0	48.027	6.0	Old45	Enc04
5	1	5	1.219	54.027	3.0	57.026	2.0	Old49	Enc05
6	1	9	1.3	59.026	3.0	62.026	2.0	Old76	Enc06
7	0	5	1.1079999999999999	64.02600000000001	3.0	67.02600000000001	4.0	False	CTL02
8	0	6	0.909	71.025	3.0	74.025	2.5	False	CTL03
9	0	6	0.809	76.525	3.0	79.525	1.5	False	CTL04
10	0	9	0.862	81.024	3.0	84.024	5.0	False	CTL05
11	1	6	1.189	89.024	3.0	92.024	1.0	Old53	Enc07
12	1	8	1.5659999999999998	93.023	3.0	96.023	3.0	Old06	Enc08
13	0	9	1.358	99.023	3.0	102.023	3.0	False	CTL06
14	1	9	1.247	105.022	3.0	108.022	2.5	Old48	Enc09
15	1	5	1.795	110.522	3.0	113.522	6.5	Old11	Enc10
16	1	9	1.032	120.021	3.0	123.021	2.5	Old37	Enc11
17	1	5	1.3719999999999999	125.521	3.0	128.52	2.0	Old36	Enc12
18	1	8	2.005	130.52	3.0	133.52	4.5	Old75	Enc13
19	1	8	1.08	138.02	3.0	141.019	4.5	Old67	Enc14
20	1	9	1.9169999999999998	145.519	3.0	148.519	2.5	Old74	Enc15
21	1	8	1.466	151.018	3.0	154.018	1.0	Old73	Enc16
22	1	5	1.6740000000000002	155.018	3.0	158.018	1.5	Old02	Enc17
23	0	5	1.406	159.518	3.0	162.517	4.0	False	CTL07
24	0	8	0.847	166.517	3.0	169.517	3.0	False	CTL08
25	1	8	0.9670000000000001	172.517	3.0	175.516	1.0	Old29	Enc18
26	1	8	1.568	176.516	3.0	179.516	1.0	Old22	Enc19
27	1	5	1.776	180.516	3.0	183.516	0.5	Old16	Enc20
28	1	9	1.6669999999999998	184.016	3.0	187.015	3.5	Old66	Enc21
29	1	9	1.392	190.515	3.0	193.515	4.5	Old26	Enc22
30	0	8	1.517	198.014	3.0	201.014	9.5	False	CTL09
31	1	6	1.13	210.513	3.0	213.513	3.5	Old01	Enc23
32	0	9	1.03	217.013	3.0	220.013	4.0	False	CTL10
33	1	8	1.15	224.012	3.0	227.012	4.0	Old18	Enc24
34	1	8	1.15	231.012	3.0	234.011	1.0	Old40	Enc25
35	1	9	1.7269999999999999	235.011	3.0	238.011	6.0	Old20	Enc26
36	1	5	1.415	244.011	3.0	247.01	6.5	Old46	Enc27
37	1	6	1.588	253.51	3.0	256.509	2.0	Old28	Enc28
38	1	9	1.229	258.509	3.0	261.509	1.5	Old47	Enc29
39	1	8	1.649	263.009	3.0	266.009	2.5	Old41	Enc30
40	1	6	1.558	268.508	3.0	271.508	4.5	Old34	Enc31
41	1	6	1.345	276.008	3.0	279.007	0.5	Old05	Enc32
