	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	0	8	0.0	11.537	3.0	14.537	5.5	False	CTL01
1	1	6	0.0	20.035999999999998	3.0	23.035999999999998	0.5	Old64	Enc01
2	1	5	0.0	23.535999999999998	3.0	26.535999999999998	1.0	Old02	Enc02
3	1	6	0.0	27.535999999999998	3.0	30.535999999999998	1.0	Old17	Enc03
4	1	9	0.0	31.535	3.0	34.535	1.5	Old74	Enc04
5	1	8	0.0	36.035	3.0	39.035	2.0	Old55	Enc05
6	1	9	0.0	41.035	3.0	44.034	3.0	Old47	Enc06
7	0	5	0.0	47.034	3.0	50.034	0.5	False	CTL02
8	0	6	0.0	50.534	3.0	53.534	4.0	False	CTL03
9	1	8	0.0	57.533	3.0	60.533	2.5	Old38	Enc07
10	0	8	0.0	63.033	3.0	66.032	1.5	False	CTL04
11	1	6	0.0	67.532	3.0	70.532	2.0	Old50	Enc08
12	1	5	0.0	72.532	3.0	75.532	3.5	Old15	Enc09
13	0	8	0.0	79.031	3.0	82.031	0.5	False	CTL05
14	1	6	0.0	82.531	3.0	85.531	2.5	Old31	Enc10
15	1	6	0.0	88.031	3.0	91.03	0.5	Old06	Enc11
16	1	8	0.0	91.53	3.0	94.53	1.0	Old14	Enc12
17	1	5	0.0	95.53	3.0	98.53	1.5	Old68	Enc13
18	1	9	0.0	100.03	3.0	103.029	2.5	Old25	Enc14
19	1	9	0.0	105.529	3.0	108.529	3.0	Old30	Enc15
20	1	5	0.0	111.529	3.0	114.52799999999999	1.0	Old27	Enc16
21	1	5	0.0	115.52799999999999	3.0	118.52799999999999	1.5	Old18	Enc17
22	0	5	0.0	120.02799999999999	3.0	123.02799999999999	1.5	False	CTL06
23	1	5	0.0	124.527	3.0	127.527	1.0	Old11	Enc18
24	1	8	0.0	128.52700000000002	3.0	131.52700000000002	2.5	Old44	Enc19
25	0	5	0.0	134.02700000000002	3.0	137.026	2.5	False	CTL07
26	1	6	0.0	139.526	3.0	142.526	0.5	Old66	Enc20
27	1	5	0.0	143.026	3.0	146.026	5.5	Old63	Enc21
