trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.569	3.0	17.569000000000003	6.5	Old65	Enc01	6	0.767	20.569000000000003			35.138000000000005	False			17.569000000000003
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.068	3.0	27.068	2.0	Old12	Enc02	5	1.052	30.068	9.499	9.498999999999999	54.136	False	9.499	9.499	27.068
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	29.068	3.0	32.068000000000005	1.5	Old16	Enc03	6	0.775	35.068000000000005	5.0	5.0000000000000036	64.13600000000001	False	5.0	5.000000000000004	32.068000000000005
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	33.567	3.0	36.567	1.0	Old77	Enc04	9	1.123	39.567	4.498999999999999	4.498999999999995	73.134	False	4.498999999999999	4.498999999999995	36.567
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	37.567	3.0	40.567	8.5	Old53	Enc05	8	1.147	43.567	4.0	4.0	81.134	False	4.0	4.0	40.567
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	49.066	3.0	52.066	2.0	Old42	Enc06	9	1.256	55.066	11.499000000000002	11.499000000000002	104.132	False	11.499000000000002	11.499000000000002	52.066
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	54.066	3.0	57.065	2.5	Old39	Enc07	8	1.4480000000000002	60.065	5.0	4.998999999999995	114.131	False	5.0	4.998999999999995	57.065
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	68.564	3.0	71.564	0.5	Old40	Enc08	6	1.021	74.564	4.498999999999995	4.5	143.128	False	4.498999999999995	4.5	71.564
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	75.564	3.0	78.563	2.0	Old26	Enc09	5	0.957	81.563	3.5	3.4990000000000094	157.127	False	3.5	3.499000000000009	78.563
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	80.563	3.0	83.56299999999997	1.5	Old30	Enc10	6	1.734	86.56299999999997	4.999000000000009	4.999999999999972	167.12599999999998	False	4.999000000000009	4.999999999999972	83.56299999999997
