motion_tx	motion_ty	motion_tz	motion_rx	motion_ry	motion_rz	FD	scrub	slow_drift	slow_drift.1	wm_avg	vent_avg	global_signal_pca	compcor	compcor.1	compcor.2	compcor.3	compcor.4
0.061583995819092005	-0.06732535362243701	-0.21857833862304699	0.119400143623352	0.120656609535217	0.165627285838127	0.41341295838356	0	1.3762749433517458	1.4012980461120612	3.5490229129791264	31.659841537475586	2.7083864212036133	0.10604547709226599	0.017081834375857998	0.290311068296432	0.066086292266846	0.086970575153828
0.03101921081543	-0.065203785896301	-0.01318359375	0.070793502032757	0.08014664798975	0.053828362375498005	0.103448316454887	0	1.37398886680603	1.39216411113739	-1.9893181324005134	8.105484962463379	-0.91250067949295	-0.06771843880415	0.069619879126549	-0.04969576746225401	0.190840542316437	0.061201591044664
-0.004829883575439	-0.074151277542114	-0.017436981201172	0.032581899315119	0.061874635517597004	0.047976065427065	0.167108997702599	0	1.367137908935547	1.3648810386657708	-4.865148544311523	-3.468766212463379	-1.283012390136719	-0.176107078790665	0.019899860024452	-0.130891710519791	0.23527203500270802	-0.08463485538959499
-0.023125171661377005	-0.029741764068604	0.070033073425293	0.02513481490314	0.071897923946381	0.04991079866886099	0.100975655019283	0	1.3557446002960212	1.3198046684265141	-4.7510085105896	0.9469380974769591	-1.265226364135742	-0.167543292045593	0.014610341750085	-0.14074926078319502	0.20297139883041396	-0.005928436759859
-0.028812885284424	-0.037028312683105004	0.029720306396483997	-0.0015441642608489997	0.07743563503027001	0.027480354532598998	0.14245179295539903	0	1.339845895767212	1.257522702217102	-4.585165023803711	-7.197535991668701	-0.927961349487305	-0.17048656940460197	-0.130817398428917	0.05167494714260099	-0.010998796671628999	-0.037885051220655
-0.012539863586426	-0.07756185531616201	0.060121536254883	-0.010788900777698	0.107157975435257	0.0031424756161870003	0.216840997338295	0	1.319493770599365	1.178846955299377	-3.85652756690979	-7.968321323394775	-0.990917146205902	-0.176929116249084	-0.110117040574551	0.098111569881439	0.0013320222496989997	0.032723069190979
0.002019882202148	-0.0046705007553100005	0.123888969421387	-0.023341020569205	0.07718247175216701	-0.029527708888054	0.159319832921028	0	1.29475462436676	1.084803223609924	-3.525124549865723	-2.389945268630981	-1.0690863132476809	-0.148437976837158	0.02974196895957	-0.10000728815794001	0.105623722076416	-0.073235869407654
-0.009420871734619	-0.038540720939636	0.07406425476074201	0.031528923660517	0.09348160028457599	-0.02714716643095	0.088705465197563	0	1.2657091617584229	0.976617276668549	-5.3871026039123535	-7.90419340133667	-1.3548487424850457	-0.19179356098175002	-0.14737950265407598	-0.014601401984692	0.003935860469937	0.051986981183289996
0.02536153793335	-0.058135390281677	0.07096576690673799	0.012920266017318001	0.097491443157196	-0.040315490216017	0.099898867309093	0	1.232452034950256	0.855699717998505	-2.76741886138916	-6.094625473022461	0.24343740940094002	-0.15653869509697	-0.073464408516884	0.061121813952923	-0.030194628983736	-0.053077045828104
0.026892662048340003	-0.041757702827454	0.034034729003906	0.033313475549221004	0.07285362482070899	-0.046918291598557996	0.09164242446422599	0	1.195091843605042	0.723626792430878	-2.009225845336914	-2.127268552780151	0.036808744072914006	-0.10867619514465303	-0.075429573655128	0.103570036590099	-0.036940306425095	-0.066778719425201
