	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	OLD	sporting_mini-trampoline.bmp	Old61	1	1	4.108	5	4591
1	OLD	food_shellpasta.bmp	Old25	1	1	3.431	5	1765
2	New	sporting_flippers.bmp	New02	1	2	3.14	5	1765
3	OLD	fruit_pineapple_old.bmp	Old70	1	1	2.446	9	1532
4	OLD	food_pecan02.bmp	Old21	1	1	2.214	5	2884
5	New	sporting_golf ball.bmp	New19	1	2	1.672	5	2884
6	OLD	food_rawchicken.bmp	Old23	1	1	1.548	9	574
7	New	food_walnut01c.bmp	New34	1	2	2.373	9	574
8	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	1.83	5	2684
9	New	animal_dolphin_old.bmp	New09	1	2	1.927	5	2684
10	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.345	9	1250
11	OLD	vegie_radish.bmp	Old77	1	1	2.728	6	4186
12	OLD	kitchen_pitcher.bmp	Old34	1	1	2.138	6	892
13	New	musical_bongo drum.bmp	New23	1	2	1.959	6	892
14	OLD	hard_musical_recorder.bmp	Old40	1	1	1.64	9	3709
15	OLD	musical_double bass.bmp	Old45	1	1	2.496	9	5427
16	OLD	animal_siamese cat.bmp	Old12	0	2	3.106	9	5427
17	New	fruit_granny smith apple.bmp	New16	1	2	2.606	9	5427
18	OLD	animal_lion_new.bmp	Old07	1	1	1.677	6	1673
19	New	fruit_apricot_new.bmp	New04	1	2	2.229	6	1673
20	OLD	food_toast.bmp	Old26	1	1	1.715	8	1005
21	New	musical_zamponia windflute.bmp	New29	1	2	1.756	8	1005
22	OLD	sporting_snow shoes_old.bmp	Old64	1	1	3.349	5	1495
23	OLD	kitchen_martini glass.bmp	Old32	1	1	2.314	5	1124
24	New	kitchen_garlic press.bmp	New07	1	2	1.942	5	1124
25	OLD	vegie_corn02.bmp	Old73	1	1	4.015	9	1991
26	OLD	vegie_mushroom.bmp	Old76	1	1	1.574	6	998
27	New	sporting_windsurf.bmp	New31	1	2	1.901	6	998
28	New	musical_uculele_new.bmp	New39	0	1	1.873	5	3645
29	OLD	animal_camel_new.bmp	Old01	1	1	1.883	8	2886
30	OLD	animal_chimpanzee.bmp	Old03	0	2	2.442	8	2886
31	OLD	animal_zebra_old.bmp	Old13	1	1	1.392	8	5112
32	OLD	musical_tuba.bmp	Old50	0	2	1.828	8	5112
33	OLD	musical_xylophone_old.bmp	Old52	1	1	1.922	9	3356
34	OLD	musical_triangle.bmp	Old49	0	2	2.309	9	3356
35	OLD	animal_sheep.bmp	Old11	1	1	2.696	9	3227
36	New	food_cookie01.bmp	New11	1	2	2.025	9	3227
37	OLD	fruit_blackberry_new.bmp	Old66	1	1	1.896	8	3083
38	OLD	sporting_rollerblade.bmp	Old62	1	1	2.336	5	1178
39	OLD	food_candy.bmp	Old16	1	1	2.186	5	2442
40	OLD	sporting_footballhelmet.bmp	Old57	1	1	1.975	6	3527
41	New	kitchen_spatula_old.bmp	New37	1	2	3.377	6	3527
42	New	vegie_snowpea01.bmp	New27	1	2	2.739	6	3527
