	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT	Condition	CorrectSource	Stim_RT
29	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.234	9.0	319	1	9	1.109
30	New	animal_horse.bmp	New20	1	2	2.32	9.0	319	1	9	0.956
31	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.385	9.0	497	1	6	1.337
32	New	musical_tambourine_new.bmp	New06	0	1	3.418	6.0	313	1	8	1.501
33	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.058	6.0	302	1	8	1.044
34	OLD	fruit_blackberry_new.bmp	Old66	1	1	3.888	6.0	324	1	9	1.0759999999999998
35	New	vegie_snowpea01.bmp	New27	1	2	1.589	6.0	324	1	5	1.242
36	OLD	food_croissant01.bmp	Old19	1	1	3.6889999999999996	5.0	285	1	6	0.8270000000000001
37	OLD	vegie_radish.bmp	Old77	1	1	1.215	5.0	270	0	9	1.264
38	New	vegie_cucumber.bmp	New33	0	1	1.713	9.0	676	0	6	0.897
39	OLD	musical_harp_new.bmp	Old43	0	2	1.959	9.0	676	0	6	0.7609999999999999
40	OLD	food_cracker02.bmp	Old18	1	1	4.831	6.0	309	0	5	0.7809999999999999
41	OLD	animal_monarch_old.bmp	Old08	1	1	1.214	8.0	309	1	9	1.131
42	OLD	Kitchen_apron.bmp	Old27	1	1	2.296	5.0	819	1	8	1.489
43	OLD	musical_drums_old.bmp	Old46	1	1	1.337	9.0	346	0	9	1.097
44	OLD	food_pecan02.bmp	Old21	1	1	13.705	6.0	461	1	6	1.285
45	New	musical_french horn_old.bmp	New12	1	2	2.144	6.0	461	1	6	1.3130000000000002
46	OLD	sporting_bicycle_old.bmp	Old55	0	2	2.129	6.0	461	1	9	1.045
47	OLD	food_softcheese.bmp	Old24	1	1	1.4969999999999999	9.0	2613	1	8	1.2409999999999999
48	OLD	kitchen_cookie cutter.bmp	Old30	1	1	6.898	5.0	638	0	8	0.7759999999999999
49	New	food_bagel01.bmp	New17	1	2	1.817	5.0	638	1	9	1.3030000000000002
50	New	sporting_golf ball.bmp	New19	1	2	2.03	5.0	638	0	9	0.622
51	OLD	kitchen_tea cup and saucer.bmp	Old37	0	2	1.402	5.0	638	0	8	0.6890000000000001
52	New	kitchen_spatula_old.bmp	New37	1	2	1.249	5.0	638	1	8	1.406
53	New	sporting_weighlifting.bmp	New25	1	2	1.173	5.0	638	1	9	1.176
54	OLD	vegie_green capsicum.bmp	Old75	1	1	2.78	8.0	308	1	6	1.405
55	OLD	animal_lion_new.bmp	Old07	0	2	1.51	8.0	308	0	5	1.037
56	OLD	sporting_skipping rope.bmp	Old63	1	1	1.368	6.0	296	1	5	1.837
57	OLD	animal_zebra_old.bmp	Old13	1	1	1.25	9.0	311	1	6	0.821
58	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.153	9.0	337	1	6	1.338
59	OLD	vegie_carrot.bmp	Old78	1	1	3.7689999999999997	6.0	313	1	8	1.4180000000000001
60	OLD	musical_triangle.bmp	Old49	1	1	1.733	6.0	308	1	9	1.49
61	OLD	food_candy.bmp	Old16	1	1	1.205	6.0	316	0	5	0.73
62	New	animal_dolphin_old.bmp	New09	1	2	1.317	6.0	316	1	5	1.433
63	New	animal_seal.bmp	New38	1	2	1.246	6.0	316	0	8	0.6940000000000001
64	New	fruit_granny smith apple.bmp	New16	1	2	1.922	6.0	316	0	9	0.8320000000000001
65	OLD	vegie_mushroom.bmp	Old76	1	1	3.915	8.0	310	1	6	1.371
66	OLD	animal_cheetah.bmp	Old02	1	1	6.32	9.0	339	0	8	0.6779999999999999
67	OLD	sporting_americanfootball.bmp	Old53	0	2	1.235	9.0	339	1	9	1.3869999999999998
68	New	food_bread.bmp	New28	1	2	2.657	9.0	339	1	6	1.4380000000000002
69	OLD	animal_penguin.bmp	Old10	0	2	1.901	9.0	339	1	9	1.09
70	OLD	vegie_cauliflower.bmp	Old72	0	2	20.430999999999997	9.0	339	1	6	1.558
71	OLD	food_rawchicken.bmp	Old23	1	1	5.803999999999999	5.0	364	1	8	2.0340000000000003
72	New	food_pizza.bmp	New22	1	2	2.29	5.0	364	1	9	0.9309999999999999
73	OLD	animal_siamese cat.bmp	Old12	0	2	1.8359999999999999	5.0	364	1	8	1.401
74	OLD	sporting_karate clothing.bmp	Old60	1	1	1.689	5.0	324	0	9	0.8109999999999999
75	OLD	food_frenchfries.bmp	Old20	1	1	5.157	8.0	4582	1	9	1.074
76	OLD	animal_farm pig.bmp	Old05	1	1	2.237	6.0	626	0	6	0.696
77	OLD	musical_harmonica_new.bmp	Old47	0	2	1.351	6.0	626	1	5	1.376
78	OLD	musical_piano_old.bmp	Old48	0	2	1.9509999999999998	6.0	626	1	8	1.0590000000000002
79	New	fruit_cherry.bmp	Old67	1	1	5.582000000000001	5.0	414	1	5	0.9740000000000001
80	New	fruit_apricot_new.bmp	New04	1	2	4.003	5.0	414	1	6	1.1440000000000001
81	OLD	musical_violin_old.bmp	Old51	1	1	1.8730000000000002	9.0	341	0	6	2.206
82	New	animal_giraffe.bmp	New03	1	2	4.325	9.0	341	1	5	1.78
83	New	kitchen_kettle_new.bmp	New24	0	1	1.43	9.0	349	1	6	1.709
84	New	musical_zamponia windflute.bmp	New29	1	2	1.42	9.0	349	1	8	1.107
85	OLD	food_chocolatemilk.bmp	Old17	1	1	1.609	6.0	1919	0	6	0.9059999999999999
86	New	musical_uculele_new.bmp	New39	0	1	2.209	9.0	712	0	9	0.687
87	New	food_cookie01.bmp	New11	0	1	19.025	9.0	609	0	5	0.5489999999999999
88	New	animal_gorilla.bmp	New15	1	2	4.406000000000001	9.0	609	1	5	1.635
89	New	kitchen_baking spatula.bmp	New01	0	1	3.9	8.0	327	1	5	1.396
90	OLD	animal_camel_new.bmp	Old01	1	1	2.0	5.0	287	0	8	0.902
91	OLD	sporting_mini-trampoline.bmp	Old61	0	2	1.874	5.0	287	1	5	1.264
92	New	vegie_broccoli.bmp	New36	0	1	3.997	6.0	1173	1	9	1.675
93	OLD	animal_dalmation_old.bmp	Old04	0	2	2.324	6.0	1173	0	9	0.89
94	OLD	sporting_rollerblade.bmp	Old62	1	1	1.629	6.0	1307	1	9	0.679
95	New	food_drink.bmp	New05	1	2	1.6769999999999998	6.0	1307	1	5	0.635
96	OLD	kitchen_coffee pot.bmp	Old29	1	1	1.976	9.0	488	0	6	0.617
97	OLD	musical_accordion_old.bmp	Old41	1	1	1.49	5.0	285	0	5	0.732
98	OLD	fruit_pineapple_old.bmp	Old70	1	1	3.071	8.0	10467	1	8	1.215
99	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	2.399	8.0	10467	1	6	0.8490000000000001
100	New	sporting_flippers.bmp	New02	1	2	1.7890000000000001	8.0	10467	0	5	0.6779999999999999
101	New	sporting_basketball_new.bmp	New14	0	1	2.571	5.0	1035	0	8	0.6459999999999999
102	OLD	kitchen_martini glass.bmp	Old32	1	1	1.439	9.0	429	1	6	1.361
103	New	musical_bongo drum.bmp	New23	1	2	2.4330000000000003	9.0	429	1	5	0.998
104	OLD	musical_tuba.bmp	Old50	0	2	6.005	9.0	429	0	8	0.8909999999999999
105	OLD	food_pickle01a.bmp	Old22	1	1	1.3869999999999998	5.0	274	0	6	0.579
106	New	vegie_pumpkin.bmp	New21	1	2	1.653	5.0	274	1	6	1.786
107	OLD	sporting_hockey stick_old.bmp	Old58	1	1	1.505	9.0	2019	1	8	1.631
108	New	kitchen_toaster_old.bmp	New30	1	2	1.376	9.0	2019	0	5	0.557
109	OLD	kitchen_peppermill.bmp	Old33	1	1	2.495	8.0	387	0	8	0.5870000000000001
110	OLD	kitchen_white strainer.bmp	Old38	1	1	4.2410000000000005	9.0	3070	1	9	0.934
111	OLD	fruit_lemon_new.bmp	Old69	1	1	1.329	9.0	403	1	8	0.8490000000000001
112	OLD	sporting_footballhelmet.bmp	Old57	1	1	6.992999999999999	6.0	569	0	9	0.7390000000000001
113	New	animal_ostrich.bmp	New26	1	2	1.544	6.0	569	1	9	1.564
114	New	kitchen_ramekin.bmp	New13	1	2	3.96	6.0	569	1	6	1.248
115	New	sporting_windsurf.bmp	New31	1	2	8.856	6.0	569	1	5	1.026
116	OLD	hard_musical_recorder.bmp	Old40	0	2	10.731	6.0	569	1	6	1.324
