	Condition	CorrectSource	Stim_RT
0	Enc	6	1.798
1	Enc	5	2.526
2	Enc	6	1.981
3	Enc	9	1.053
4	Enc	8	1.494
5	Enc	9	2.737
6	Enc	8	1.49
7	CTL	8	1.879
8	CTL	5	1.554
9	Enc	6	1.079
10	CTL	6	1.224
11	Enc	5	0.638
12	Enc	6	1.486
13	CTL	8	1.225
14	Enc	6	0.607
15	Enc	8	0.958
16	Enc	5	1.431
17	Enc	9	0.0
18	Enc	9	1.209
19	Enc	5	0.024
20	Enc	5	0.778
21	Enc	5	0.878
22	CTL	8	1.104
23	CTL	5	1.239
24	Enc	8	1.277
25	Enc	6	0.675
26	Enc	5	1.328
27	CTL	5	0.982
28	Enc	6	0.992
29	Enc	5	1.141
30	CTL	6	1.128
31	Enc	8	1.467
32	Enc	5	1.397
33	Enc	9	1.19
34	Enc	8	0.625
35	Enc	9	2.011
36	Enc	8	0.659
37	Enc	6	0.998
38	CTL	9	1.321
39	CTL	8	1.01
40	Enc	9	0.912
41	Enc	6	1.375
42	Enc	9	1.508
43	Enc	6	1.015
44	CTL	5	0.78
45	Enc	5	0.944
46	Enc	9	0.963
47	CTL	9	1.329
48	Enc	8	0.872
49	CTL	6	0.66
50	CTL	6	1.19
51	CTL	6	1.541
52	CTL	9	1.677
53	Enc	6	1.354
54	Enc	6	1.091
55	Enc	5	1.102
56	Enc	6	0.691
57	Enc	9	1.05
58	Enc	8	0.673
59	Enc	9	1.076
60	Enc	8	1.585
61	Enc	9	0.741
62	Enc	6	0.678
63	Enc	6	1.06
64	Enc	8	0.795
65	Enc	9	0.915
66	Enc	6	1.081
67	CTL	8	0.937
68	Enc	5	0.03
69	CTL	9	1.351
70	CTL	8	1.181
71	CTL	5	0.848
72	Enc	9	0.785
73	Enc	8	1.238
74	Enc	8	2.005
75	Enc	6	1.183
76	CTL	5	1.637
77	Enc	9	2.562
78	CTL	8	0.699
79	Enc	9	0.946
80	CTL	9	0.66
81	CTL	8	0.761
82	CTL	9	0.921
83	CTL	5	1.158
84	Enc	5	2.557
85	CTL	6	2.486
86	CTL	6	0.972
87	Enc	8	1.175
88	CTL	9	1.262
89	Enc	8	1.156
90	Enc	5	1.059
91	Enc	8	0.982
92	CTL	8	0.732
93	Enc	9	1.828
94	Enc	8	1.388
95	Enc	8	1.206
96	CTL	8	1.166
97	CTL	5	1.06
98	Enc	5	1.034
99	CTL	9	1.844
100	CTL	9	1.31
101	CTL	6	1.952
102	Enc	9	1.551
103	CTL	6	0.0
104	CTL	5	1.244
105	CTL	6	0.573
106	Enc	5	1.441
107	Enc	9	1.263
108	Enc	8	1.541
109	Enc	6	0.871
110	Enc	9	1.49
111	CTL	9	0.0
112	Enc	5	2.243
113	Enc	6	1.058
114	Enc	5	0.226
115	Enc	5	1.194
116	Enc	8	1.043
