	Condition	CorrectSource	Stim_RT
0	Enc	6	0.761
1	Enc	5	1.262
2	Enc	6	1.262
3	Enc	9	1.762
4	Enc	8	0.262
5	Enc	9	1.262
6	Enc	8	1.263
7	CTL	8	0.763
8	CTL	5	1.264
9	Enc	6	1.325
10	CTL	6	0.764
11	Enc	5	1.662
12	Enc	6	1.286
13	CTL	8	0.265
14	Enc	6	0.265
15	Enc	8	1.143
16	Enc	5	1.481
17	Enc	9	1.78
18	Enc	9	1.266
19	Enc	5	1.815
20	Enc	5	0.267
21	Enc	5	1.268
22	CTL	8	0.977
23	CTL	5	1.024
24	Enc	8	0.269
25	Enc	6	0.769
26	Enc	5	1.269
27	CTL	5	1.114
28	Enc	6	0.27
29	Enc	5	1.116
30	CTL	6	0.771
31	Enc	8	1.443
32	Enc	5	1.272
33	Enc	9	1.771
34	Enc	8	0.272
35	Enc	9	0.272
36	Enc	8	1.483
37	Enc	6	1.591
38	CTL	9	0.277
39	CTL	8	0.925
40	Enc	9	0.273
41	Enc	6	1.639
42	Enc	9	1.241
43	Enc	6	1.571
44	CTL	5	0.943
45	Enc	5	1.607
46	Enc	9	1.145
47	CTL	9	0.776
48	Enc	8	1.547
49	CTL	6	0.829
50	CTL	6	1.083
51	CTL	6	1.318
52	CTL	9	1.271
53	Enc	6	1.965
54	Enc	6	1.618
55	Enc	5	1.278
56	Enc	6	0.279
57	Enc	9	1.278
58	Enc	8	1.279
59	Enc	9	1.91
60	Enc	8	1.279
61	Enc	9	0.78
62	Enc	6	1.781
63	Enc	6	0.781
64	Enc	8	0.781
65	Enc	9	1.423
66	Enc	6	0.282
67	CTL	8	0.781
68	Enc	5	0.783
69	CTL	9	0.938
70	CTL	8	0.99
71	CTL	5	0.782
72	Enc	9	1.531
73	Enc	8	0.784
74	Enc	8	0.285
75	Enc	6	0.784
76	CTL	5	0.285
77	Enc	9	1.634
78	CTL	8	0.829
79	Enc	9	1.236
80	CTL	9	0.812
81	CTL	8	0.921
82	CTL	9	0.287
83	CTL	5	0.287
84	Enc	5	0.788
85	CTL	6	1.755
86	CTL	6	0.673
87	Enc	8	1.027
88	CTL	9	1.288
89	Enc	8	0.973
90	Enc	5	1.289
91	Enc	8	0.921
92	CTL	8	0.776
93	Enc	9	0.291
94	Enc	8	1.791
95	Enc	8	0.992
96	CTL	8	0.765
97	CTL	5	0.72
98	Enc	5	0.792
99	CTL	9	0.292
100	CTL	9	0.767
101	CTL	6	0.789
102	Enc	9	1.112
103	CTL	6	0.866
104	CTL	5	0.766
105	CTL	6	0.835
106	Enc	5	1.222
107	Enc	9	1.347
108	Enc	8	0.295
109	Enc	6	0.295
110	Enc	9	1.622
111	CTL	9	0.796
112	Enc	5	0.296
113	Enc	6	0.296
114	Enc	5	1.797
115	Enc	5	2.655
116	Enc	8	1.264
