trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
7	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	47.06	3.0	50.069	0.5	CTL02	5.0	0.531	12.002000000000002	6.001000000000005	6.000999999999998	59.062000000000005	0.0	6.001000000000005	6.000999999999998	50.069
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	50.57100000000001	3.0	53.58	4.0	CTL03	6.0	0.564	7.022000000000006	3.51100000000001	3.510999999999996	57.59300000000002	0.0	3.51100000000001	3.510999999999996	53.58
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	63.075	3.0	66.084	1.5	CTL04	8.0	0.5	11.0	5.5	5.5	74.075	0.0	5.5	5.5	66.084
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	79.072	3.0	82.081	0.5	CTL05	8.0	0.6859999999999999	13.00400000000002	6.5020000000000095	6.5020000000000095	92.07600000000002	0.0	6.5020000000000095	6.5020000000000095	82.081
22	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	120.078	3.0	123.087	1.5	CTL06	5.0	0.615	8.994	4.497	4.497	129.072	0.0	4.497	4.497	123.087
25	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	134.08700000000002	3.0	137.096	2.5	CTL07	5.0	0.59	11.0	5.5	5.5	145.08700000000002	0.0	5.5	5.5	137.096
33	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	33.0	181.629	3.0	184.638	0.5	CTL08	6.0	0.5670000000000001	13.006000000000029	6.503000000000014	6.503000000000014	194.635	0.0	6.503000000000014	6.503000000000014	184.638
34	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	185.139	3.0	188.148	1.5	CTL09	9.0	0.753	7.02000000000001	3.5100000000000198	3.509999999999991	192.159	0.0	3.51000000000002	3.509999999999991	188.148
35	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	189.636	3.0	192.645	9.5	CTL10	8.0	0.6559999999999999	8.994	4.496999999999986	4.497000000000014	198.63	0.0	4.496999999999986	4.497000000000014	192.645
36	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	202.14	3.0	205.149	2.0	CTL11	5.0	0.599	25.00799999999998	12.50399999999999	12.50399999999999	227.148	0.0	12.50399999999999	12.50399999999999	205.149
