trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.046	3.0	23.055	0.5	Old65	Enc01	6	0.6659999999999999	26.055	8.508999999999999	8.509	46.101	False	8.508999999999999	8.509	23.055
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	23.556	3.0	26.565	1.0	Old07	Enc02	5	0.708	29.565	3.5100000000000016	3.5100000000000016	53.121	False	3.5100000000000016	3.5100000000000016	26.565
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	27.552	3.0	30.561	1.0	Old15	Enc03	6	0.6	33.561	3.9959999999999987	3.9959999999999987	61.113	False	3.995999999999999	3.995999999999999	30.561
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	31.564	3.0	34.573	1.5	Old69	Enc04	9	0.747	37.573	4.0120000000000005	4.0120000000000005	69.137	False	4.0120000000000005	4.0120000000000005	34.573
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	36.061	3.0	39.07	2.0	Old56	Enc05	8	0.642	42.07	4.497	4.497	78.131	False	4.497	4.497	39.07
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	41.059	3.0	44.068000000000005	3.0	Old45	Enc06	9	0.62	47.068000000000005	4.9979999999999976	4.998000000000005	88.12700000000001	False	4.9979999999999976	4.998000000000005	44.068000000000005
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	57.575	3.0	60.584	2.5	Old30	Enc07	8	0.568	63.584	7.003999999999991	7.004000000000005	121.159	False	7.003999999999991	7.004000000000005	60.584
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	67.571	3.0	70.58	2.0	Old43	Enc08	6	0.7879999999999999	73.58	4.495999999999995	4.495999999999995	141.151	False	4.495999999999995	4.495999999999995	70.58
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	72.57	3.0	75.579	3.5	Old14	Enc09	5	0.82	78.579	4.998999999999995	4.998999999999995	151.149	False	4.998999999999995	4.998999999999995	75.579
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	82.583	3.0	85.59200000000001	2.5	Old37	Enc10	6	0.6629999999999999	88.59200000000001	3.5109999999999957	3.51100000000001	171.175	False	3.510999999999996	3.51100000000001	85.59200000000001
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	88.083	3.0	91.092	0.5	Old13	Enc11	6	0.779	94.092	5.5	5.499999999999986	182.175	False	5.5	5.499999999999986	91.092
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	91.593	3.0	94.602	1.0	Old22	Enc12	8	0.949	97.602	3.510000000000005	3.510000000000005	189.195	False	3.510000000000005	3.510000000000005	94.602
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	95.588	3.0	98.597	1.5	Old77	Enc13	5	0.802	101.597	3.9949999999999903	3.9949999999999903	197.185	False	3.9949999999999903	3.9949999999999903	98.597
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	100.085	3.0	103.094	2.5	Old23	Enc14	9	0.6729999999999999	106.094	4.497	4.497	206.17899999999997	False	4.497	4.497	103.094
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	105.585	3.0	108.594	3.0	Old32	Enc15	9	0.8290000000000001	111.594	5.5	5.5	217.17899999999997	False	5.5	5.5	108.594
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	111.586	3.0	114.595	1.0	Old36	Enc16	5	0.779	117.595	6.001000000000005	6.001000000000005	229.18099999999998	False	6.001000000000005	6.001000000000005	114.595
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	115.581	3.0	118.59	1.5	Old21	Enc17	5	0.856	121.59	3.9950000000000045	3.9950000000000045	237.171	False	3.995000000000005	3.995000000000005	118.59
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	124.575	3.0	127.584	1.0	Old05	Enc18	5	0.606	130.584	4.497	4.497	255.159	False	4.497	4.497	127.584
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	128.58700000000002	3.0	131.596	2.5	Old50	Enc19	8	0.89	134.596	4.012000000000015	4.0120000000000005	263.183	False	4.012000000000015	4.0120000000000005	131.596
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	139.58700000000002	3.0	142.596	0.5	Old75	Enc20	6	0.89	145.596	5.5	5.5	285.183	False	5.5	5.5	142.596
27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	143.097	3.0	146.106	5.5	Old59	Enc21	5	1.236	149.106	3.509999999999991	3.509999999999991	292.203	False	3.509999999999991	3.509999999999991	146.106
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	151.606	3.0	154.615	5.5	Old74	Enc22	6	0.918	157.615	8.508999999999986	8.509000000000015	309.221	False	8.508999999999986	8.509000000000015	154.615
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	160.115	3.0	163.124	2.0	Old12	Enc23	5	0.921	166.124	8.509000000000015	8.508999999999986	326.23900000000003	False	8.509000000000015	8.508999999999986	163.124
30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	165.113	3.0	168.122	1.0	Old03	Enc24	8	0.747	171.122	4.9979999999999905	4.998000000000019	336.235	False	4.997999999999991	4.998000000000019	168.122
31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	169.125	3.0	172.134	3.0	Old47	Enc25	5	0.887	175.134	4.0120000000000005	4.011999999999972	344.259	False	4.0120000000000005	4.011999999999972	172.134
32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	175.12599999999998	3.0	178.135	3.5	Old64	Enc26	9	1.03	181.135	6.000999999999976	6.001000000000005	356.26099999999997	False	6.000999999999976	6.001000000000005	178.135
37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	207.138	3.0	210.147	2.0	Old41	Enc27	8	0.5770000000000001	213.147	4.998000000000019	4.9979999999999905	420.28499999999997	False	4.998000000000019	4.997999999999991	210.147
39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	216.149	3.0	219.158	0.5	Old19	Enc28	9	0.6859999999999999	222.158	4.0120000000000005	4.0120000000000005	438.307	False	4.0120000000000005	4.0120000000000005	219.158
41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	223.17	3.0	226.179	2.0	Old28	Enc29	8	0.6729999999999999	229.179	3.5109999999999957	3.5109999999999957	452.349	False	3.510999999999996	3.510999999999996	226.179
42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	228.168	3.0	231.177	4.5	Old54	Enc30	6	0.971	234.177	4.998000000000019	4.9979999999999905	462.345	False	4.998000000000019	4.997999999999991	231.177
43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	235.674	3.0	238.683	3.5	Old10	Enc31	9	0.84	241.683	7.506	7.506	477.35699999999997	False	7.506	7.506	238.683
44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	242.176	3.0	245.185	8.0	Old70	Enc32	6	0.722	248.185	6.501999999999981	6.5020000000000095	490.361	False	6.501999999999981	6.5020000000000095	245.185
45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	253.176	3.0	256.185	9.0	Old16	Enc33	9	0.746	259.185	11.0	11.0	512.361	False	11.0	11.0	256.185
46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	265.178	3.0	268.187	0.5	Old17	Enc34	6	0.96	271.187	12.00200000000001	12.00200000000001	536.365	False	12.00200000000001	12.00200000000001	268.187
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	274.189	3.0	277.198	8.5	Old66	Enc35	5	0.868	280.198	5.5	5.5	554.387	False	5.5	5.5	277.198
