category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
new	vegie_broccoli.bmp	new36	1	2	3809		0	
new	food_bagel01.bmp	new17	1	2	1864		0	
new	musical_bongo drum.bmp	new23	1	2	1228		0	
new	kitchen_toaster_old.bmp	new30	1	2	1393		0	
old	food_bottleofredwine01.bmp	old15	1	1	1232	6.0	2310	
new	animal_ostrich.bmp	new26	1	2	2105	6.0	2310	
old	food_shellpasta.bmp	old25	1	1	1812	5.0	922	
new	sporting_flippers.bmp	new02	1	2	1716	5.0	922	
old	vegie_mushroom.bmp	old76	1	1	1623	5.0	1405	
old	hard_musical_recorder.bmp	old40	1	1	1915	6.0	598	
new	musical_tambourine_new.bmp	new06	1	2	1676	6.0	598	
new	vegie_pumpkin.bmp	new21	1	2	1128	6.0	598	
old	food_pickle01a.bmp	old22	1	1	1274	5.0	1422	
old	fruit_watermelon_old.bmp	old71	1	1	1308	9.0	2222	
old	musical_harp_new.bmp	old43	1	1	1165	5.0	1453	
new	sporting_windsurf.bmp	new31	1	2	2346	5.0	1453	
old	kitchen_peppermill.bmp	old33	0	2	1387	5.0	1453	
old	animal_farm pig.bmp	old05	1	1	1371	5.0	626	
old	musical_xylophone_old.bmp	old52	1	1	1471	9.0	1587	
new	food_walnut01c.bmp	new34	1	2	2178	9.0	1587	
old	musical_triangle.bmp	old49	1	1	1251	8.0	1400	
old	sporting_rollerblade.bmp	old62	1	1	1943	6.0	1104	
new	musical_bagpipes.bmp	new35	1	2	1802	6.0	1104	
old	musical_piano_old.bmp	old48	1	1	1793	5.0	2056	
old	food_pecan02.bmp	old21	1	1	1901	5.0	497	
old	kitchen_martini glass.bmp	old32	1	1	1291	6.0	486	
new	musical_uculele_new.bmp	new39	1	2	2609	6.0	486	
old	kitchen_wooden spoon_old.bmp	old39	1	1	1352	5.0	849	
old	fruit_blackberry_new.bmp	old66	1	1	1214	9.0	1493	
old	animal_parrot.bmp	old09	1	1	1800	9.0	2007	
old	kitchen_pitcher.bmp	old34	1	1	1430	6.0	940	
old	sporting_boxing_gloves.bmp	old56	1	1	1493	5.0	815	
new	food_drink.bmp	new05	1	2	2534	5.0	815	
old	fruit_pineapple_old.bmp	old70	1	1	1136	5.0	1762	
old	sporting_bicycle_old.bmp	old55	0	2	1763	5.0	1762	
old	fruit_green grapes.bmp	old68	0	2	1235	5.0	1762	
