category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
new	vegie_pumpkin.bmp	new21	1	2	2450		0	
old	musical_triangle.bmp	old49	0	2	910		0	
old	food_frenchfries.bmp	old20	1	1	5167	9.0	2248	
new	musical_tambourine_new.bmp	new06	1	2	2085	9.0	2248	
old	sporting_americanfootball.bmp	old53	1	1	1975	8.0	1735	
old	musical_piano_old.bmp	old48	1	1	3359	8.0	976	
old	food_pecan02.bmp	old21	0	2	5503	8.0	976	
old	sporting_snow shoes_old.bmp	old64	1	1	2889	9.0	2037	
new	kitchen_kettle_new.bmp	new24	1	2	2097	9.0	2037	
new	animal_dolphin_old.bmp	new09	1	2	1379	9.0	2037	
old	animal_cheetah.bmp	old02	1	1	2377	5.0	2217	
new	fruit_rasberry.bmp	new10	1	2	1686	5.0	2217	
old	fruit_blackberry_new.bmp	old66	0	2	1447	5.0	2217	
old	musical_tuba.bmp	old50	1	1	1867	8.0	1336	
old	vegie_corn02.bmp	old73	1	1	2016	5.0	1103	
old	animal_farm pig.bmp	old05	0	2	2706	5.0	1103	
old	kitchen_cookie cutter.bmp	old30	0	2	2388	5.0	1103	
old	musical_double bass.bmp	old45	1	1	1625	6.0	1832	
old	fruit_pineapple_old.bmp	old70	1	1	1597	6.0	1125	
old	animal_lion_new.bmp	old07	1	1	1614	8.0	1509	
old	food_candy.bmp	old16	1	1	3006	5.0	2237	
old	vegie_garlic01a.bmp	old74	0	2	2107	5.0	2237	
new	kitchen_baking spatula.bmp	new01	1	2	1716	5.0	2237	
old	kitchen_apron.bmp	old27	1	1	3277	6.0	1425	
old	food_softcheese.bmp	old24	1	1	1798	5.0	1046	
old	food_cracker02.bmp	old18	0	2	2370	5.0	1046	
old	food_bottleofredwine01.bmp	old15	0	2	4952	5.0	1046	
old	fruit_green grapes.bmp	old68	1	1	1401	9.0	2472	
new	sporting_golf ball.bmp	new19	1	2	3283	9.0	2472	
old	kitchen_pitcher.bmp	old34	1	1	3133	9.0	439	
old	sporting_skipping rope.bmp	old63	0	2	1293	9.0	439	
old	sporting_footballhelmet.bmp	old57	1	1	1977	8.0	5889	
old	food_croissant01.bmp	old19	1	1	2164	9.0	2099	
old	sporting_hockey stick_old.bmp	old58	1	1	1749	6.0	1495	
old	animal_chimpanzee.bmp	old03	0	2	1536	6.0	1495	
old	kitchen_martini glass.bmp	old32	1	1	2361	5.0	1818	
old	sporting_boxing_gloves.bmp	old56	0	2	2447	5.0	1818	
old	food_pickle01a.bmp	old22	1	1	2314	6.0	4196	
old	sporting_karate clothing.bmp	old60	0	2	1442	6.0	4196	
