category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
new	fruit_apricot_new.bmp	new04	0	1	4864	8	13708	
new	animal_pigeon.bmp	new32	0	1	2160	8	1800	
new	fruit_granny smith apple.bmp	new16	0	1	1677	8	593	
new	vegie_pumpkin.bmp	new21	0	1	4304	8	771	
old	musical_double bass.bmp	old45	1	1	948	8	517	
old	vegie_garlic01a.bmp	old74	1	1	903	5	2746	
old	fruit_green grapes.bmp	old68	1	1	1755	9	932	
old	kitchen_pitcher.bmp	old34	1	1	1438	6	1906	
old	food_cracker02.bmp	old18	1	1	1013	9	836	
old	sporting_mini-trampoline.bmp	old61	1	1	1401	9	864	
old	fruit_pineapple_old.bmp	old70	1	1	1717	5	479	
new	animal_gorilla.bmp	new15	0	1	1210	6	3569	
old	kitchen_cookie cutter.bmp	old30	1	1	882	5	1614	
new	kitchen_ramekin.bmp	new13	0	1	1372	6	1588	
new	animal_horse.bmp	new20	0	1	2332	8	1254	
old	kitchen_scrubbing brush.bmp	old36	1	1	1738	6	1155	
old	kitchen_ladle.bmp	old31	1	1	1196	6	1028	
old	animal_sheep.bmp	old11	1	1	1690	5	837	
old	sporting_karate clothing.bmp	old60	1	1	1395	8	410	
old	animal_penguin.bmp	old10	1	1	2768	9	833	
old	kitchen_tea cup and saucer.bmp	old37	1	1	1166	6	863	
old	animal_parrot.bmp	old09	1	1	1123	8	613	
old	food_toast.bmp	old26	1	1	1083	8	455	
old	kitchen_white strainer.bmp	old38	1	1	1420	5	522	
old	musical_drums_old.bmp	old46	1	1	1196	9	859	
old	sporting_bicycle_old.bmp	old55	1	1	1176	9	464	
old	vegie_green capsicum.bmp	old75	1	1	3373	5	485	
new	vegie_cucumber.bmp	new33	0	1	1497	5	412	
new	vegie_broccoli.bmp	new36	0	1	2346	9	820	
old	musical_accordion_old.bmp	old41	1	1	1170	6	786	
old	sporting_americanfootball.bmp	old53	1	1	905	8	572	
new	musical_french horn_old.bmp	new12	0	1	1924	5	814	
new	sporting_golf ball.bmp	new19	0	1	1476	8	2528	
old	kitchen_wooden spoon_old.bmp	old39	1	1	1122	6	644	
new	food_pizza.bmp	new22	0	1	4201	6	1048	
old	food_croissant01.bmp	old19	1	1	2029	8	675	
old	animal_siamese cat.bmp	old12	1	1	1279	9	2732	
old	animal_farm pig.bmp	old05	1	1	2653	5	1017	
new	kitchen_spatula_old.bmp	new37	0	1	1048	6	653	
new	food_bread.bmp	new28	0	1	2218	6	3312	
old	animal_cheetah.bmp	old02	1	1	1467	9	3599	
old	food_pecan02.bmp	old21	1	1	1287	5	441	
old	animal_camel_new.bmp	old01	1	1	1055	9	573	
old	fruit_lemon_new.bmp	old69	1	1	1604	8	539	
old	sporting_rollerblade.bmp	old62	1	1	1444	6	714	
new	musical_bagpipes.bmp	new35	1	2	3468	6	714	
old	vegie_radish.bmp	old77	1	1	1440	9	1318	
new	animal_seal.bmp	new38	0	1	2008	6	959	
old	food_chocolatemilk.bmp	old17	1	1	1400	6	823	
old	sporting_boxing_gloves.bmp	old56	1	1	5798	6	989	
old	food_baguette01.bmp	old14	1	1	3228	8	1163	
new	fruit_cherry.bmp	old67	1	1	2475	5	1031	
old	kitchen_big cooking pot.bmp	old28	1	1	3165	6	846	
old	musical_triangle.bmp	old49	1	1	1611	8	569	
old	fruit_blackberry_new.bmp	old66	1	1	3889	8	540	
new	sporting_flippers.bmp	new02	0	1	4158	8	895	
old	musical_acoustic guitar_new.bmp	old42	1	1	1242	9	815	
new	animal_giraffe.bmp	new03	0	1	3654	8	971	
old	food_candy.bmp	old16	1	1	3339	6	1013	
new	food_drink.bmp	new05	0	1	3955	8	532	
old	fruit_watermelon_old.bmp	old71	1	1	1813	6	2162	
old	musical_violin_old.bmp	old51	1	1	1068	9	400	
old	food_frenchfries.bmp	old20	1	1	1775	8	511	
old	kitchen_peppermill.bmp	old33	1	1	1025	5	2479	
old	sporting_fishing rod.bmp	old59	1	1	923	9	709	
old	sporting_footballhelmet.bmp	old57	1	1	1000	6	799	
new	food_bagel01.bmp	new17	0	1	1206	5	4645	
new	musical_uculele_new.bmp	new39	0	1	1209	6	1080	
old	sporting_soccer ball_new.bmp	old65	1	1	1388	8	1851	
old	musical_xylophone_old.bmp	old52	1	1	1736	8	730	
old	kitchen_apron.bmp	old27	1	1	1467	6	688	
