category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
old	animal_farm pig.bmp	old05	1	1	2332	8	3070	
old	food_softcheese.bmp	old24	1	1	2305	8	2940	
old	sporting_rollerblade.bmp	old62	1	1	2293	9	568	
old	sporting_hockey stick_old.bmp	old58	1	1	2425	6	2423	
old	kitchen_peppermill.bmp	old33	1	1	2877	9	817	
old	animal_monarch_old.bmp	old08	1	1	1768	5	560	
old	vegie_garlic01a.bmp	old74	1	1	1865	6	557	
old	food_candy.bmp	old16	1	1	2430	8	372	
new	kitchen_kettle_new.bmp	new24	0	1	2283	8	2575	
new	musical_uculele_new.bmp	new39	0	1	6655	5	6461	
new	sporting_weighlifting.bmp	new25	1	2	3020	5	6461	
new	kitchen_toaster_old.bmp	new30	1	2	2554	5	6461	
old	kitchen_plate.bmp	old35	1	1	1971	6	859	
old	food_cracker02.bmp	old18	0	2	3840	6	859	
new	animal_horse.bmp	new20	1	2	3774	6	859	
old	sporting_fishing rod.bmp	old59	1	1	2182	6	638	
old	vegie_corn02.bmp	old73	1	1	1691	9	391	
new	musical_zamponia windflute.bmp	new29	1	2	2350	9	391	
old	musical_clarinet_new.bmp	old44	1	1	2655	6	3756	
new	food_walnut01c.bmp	new34	1	2	3182	6	3756	
old	musical_harmonica_new.bmp	old47	1	1	1781	8	373	
new	animal_gorilla.bmp	new15	1	2	2309	8	373	
new	fruit_rasberry.bmp	new10	0	1	1975	5	336	
new	kitchen_fork_old.bmp	new18	1	2	2952	5	336	
new	food_cookie01.bmp	new11	1	2	3538	5	336	
old	sporting_americanfootball.bmp	old53	1	1	2124	9	470	
new	vegie_broccoli.bmp	new36	0	1	2649	8	639	
new	food_bread.bmp	new28	1	2	1916	8	639	
new	kitchen_garlic press.bmp	new07	1	2	1607	8	639	
new	sporting_baseball bat_new.bmp	new08	0	1	3669	9	11690	
new	food_drink.bmp	new05	1	2	3289	9	11690	
old	musical_triangle.bmp	old49	1	1	1716	6	2126	
new	food_bagel01.bmp	new17	1	2	2656	6	2126	
old	sporting_footballhelmet.bmp	old57	1	1	1493	8	1857	
old	musical_xylophone_old.bmp	old52	1	1	2549	5	1863	
old	fruit_lemon_new.bmp	old69	1	1	2316	9	495	
old	fruit_blackberry_new.bmp	old66	1	1	2273	8	614	
old	musical_tuba.bmp	old50	1	1	2612	6	459	
old	kitchen_martini glass.bmp	old32	1	1	2391	9	487	
old	kitchen_cookie cutter.bmp	old30	1	1	1874	9	1534	
old	animal_lion_new.bmp	old07	1	1	2576	8	696	
new	sporting_basketball_new.bmp	new14	0	1	2803	5	1282	
old	kitchen_scrubbing brush.bmp	old36	1	1	1902	9	2401	
old	food_pecan02.bmp	old21	1	1	1640	5	733	
old	animal_camel_new.bmp	old01	1	1	1623	9	428	
old	food_croissant01.bmp	old19	1	1	2050	6	1615	
old	kitchen_wooden spoon_old.bmp	old39	1	1	1478	9	1722	
old	sporting_boxing_gloves.bmp	old56	1	1	1812	8	475	
new	musical_bongo drum.bmp	new23	1	2	1799	8	475	
old	animal_sheep.bmp	old11	1	1	1502	8	2905	
new	fruit_granny smith apple.bmp	new16	1	2	2564	8	2905	
old	fruit_green grapes.bmp	old68	0	2	2845	8	2905	
old	sporting_bicycle_old.bmp	old55	1	1	1763	9	1819	
old	food_bottleofredwine01.bmp	old15	1	1	2033	9	1743	
