	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1e+02;Time=111721.980'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.0012797052
quatern_c	0.9986656
quatern_d	-0.05157711
qoffset_x	119.33497
qoffset_y	-116.52765
qoffset_z	-16.852938
srow_x	[-9.3748707e-01 -2.1748510e-03 -1.4113676e-02  1.1933497e+02]
srow_y	[-2.6176397e-03  9.3250906e-01  3.0903229e-01 -1.1652765e+02]
srow_z	[-4.1630082e-03 -9.6583523e-02  2.9840090e+00 -1.6852938e+01]
intent_name	b''
magic	b'n+1'
