	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.2e+02;Time=104816.120'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.013290599
quatern_c	0.9934503
quatern_d	0.11330662
qoffset_x	124.61282
qoffset_y	-84.48863
qoffset_z	-74.04047
srow_x	[-9.3709105e-01 -2.6124530e-02 -2.9342992e-02  1.2461282e+02]
srow_y	[-2.3388779e-02  9.1309679e-01 -6.7590076e-01 -8.4488632e+01]
srow_z	[-1.4816852e-02  2.1089797e-01  2.9227226e+00 -7.4040466e+01]
intent_name	b''
magic	b'n+1'
