	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 64 64 42  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.     3.5    3.5    3.5    0.444  0.     0.     0.   ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=4.9;Time=160306.358;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.00033645827
quatern_c	-0.99963355
quatern_d	0.014870357
qoffset_x	111.26007
qoffset_y	-94.09916
qoffset_z	-58.271244
srow_x	[-3.4964182e+00 -1.2141980e-08  1.5830262e-01  1.1126007e+02]
srow_y	[ 4.7087017e-03  3.4984512e+00  1.0400115e-01 -9.4099159e+01]
srow_z	[  0.15823248  -0.10410762   3.4948733  -58.271244  ]
intent_name	b''
magic	b'n+1'
