	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.2e+02;Time=95526.230'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.02518595
quatern_c	-0.999518
quatern_d	-0.010546397
qoffset_x	111.560196
qoffset_y	-105.642426
qoffset_z	-34.08274
srow_x	[-9.35901463e-01  4.74930145e-02  8.69994089e-02  1.11560196e+02]
srow_y	[ 4.69087735e-02  9.36102092e-01 -6.54802844e-02 -1.05642426e+02]
srow_z	[ 2.8183388e-02  1.9067345e-02  2.9980240e+00 -3.4082741e+01]
intent_name	b''
magic	b'n+1'
