	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 180 256 256   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[1.        1.        1.        1.        0.0073108 0.        0.
 0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=3.3;Time=112859.290'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.010256035
quatern_c	0.013158493
quatern_d	-0.024162222
qoffset_x	-95.840065
qoffset_y	-125.719475
qoffset_z	-145.44986
srow_x	[ 9.9848944e-01  4.8573516e-02  2.5810022e-02 -9.5840065e+01]
srow_y	[-4.80338633e-02  9.98622000e-01 -2.11391039e-02 -1.25719475e+02]
srow_z	[-2.6801346e-02  1.9867351e-02  9.9944335e-01 -1.4544986e+02]
intent_name	b''
magic	b'n+1'
