	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 192 256 256   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[1.  1.  1.  1.  2.3 0.  0.  0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=3;Time=131817.465;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	2.5025683e-17
quatern_c	0.02617696
quatern_d	1.9623752e-18
qoffset_x	-98.93862
qoffset_y	-105.31325
qoffset_z	-123.36621
srow_x	[ 9.9862677e-01  0.0000000e+00  5.2335978e-02 -9.8938622e+01]
srow_y	[ 5.2335833e-18  1.0000000e+00  0.0000000e+00 -1.0531325e+02]
srow_z	[-5.2335832e-02  1.0000000e-16  9.9862951e-01 -1.2336621e+02]
intent_name	b''
magic	b'n+1'
