	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.2e+02;Time=132354.478;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0012357828
quatern_c	0.9972889
quatern_d	0.07152969
qoffset_x	118.04721
qoffset_y	-92.64151
qoffset_z	-81.41666
srow_x	[-9.3694055e-01 -1.5010593e-11 -1.0362815e-01  1.1804721e+02]
srow_y	[ 4.6216217e-03  9.2790371e-01 -4.2788714e-01 -9.2641510e+01]
srow_z	[-3.2052293e-02  1.3379449e-01  2.9675217e+00 -8.1416656e+01]
intent_name	b''
magic	b'n+1'
