	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 4 80 80 41  4  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.        3.        3.        3.3       2.499999  0.        0.
  0.      ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=25;Time=111327.280'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.006720408
quatern_c	-0.9867347
quatern_d	-0.15434502
qoffset_x	109.76775
qoffset_y	-92.024765
qoffset_z	-78.3728
srow_x	[-2.9848063e+00  8.5971534e-02  3.1793618e-01  1.0976775e+02]
srow_y	[-6.3964250e-03  2.8567948e+00 -1.0073769e+00 -9.2024765e+01]
srow_z	[  0.30147982   0.91177464   3.1263595  -78.3728    ]
intent_name	b''
magic	b'n+1'
