	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  80  80  41 310   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.        3.        3.        3.3       2.499999  0.        0.
  0.      ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=25;Time=114728.900'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.0014218193
quatern_c	0.99242544
quatern_d	0.12264051
qoffset_x	119.123825
qoffset_y	-101.98185
qoffset_z	-43.10354
srow_x	[-2.99969363e+00 -1.36182820e-02 -4.47088368e-02  1.19123825e+02]
srow_y	[-3.3143142e-03  2.9097438e+00 -8.0336213e-01 -1.0198185e+02]
srow_z	[-4.2736862e-02  7.3020965e-01  3.2004085e+00 -4.3103539e+01]
intent_name	b''
magic	b'n+1'
