	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  64  64  40 300   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.5        3.5        3.5        2.1100001  0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=30;Time=110709.560'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.0004097547
quatern_c	-0.99819446
quatern_d	-0.058324296
qoffset_x	108.7502
qoffset_y	-84.8275
qoffset_z	-56.051872
srow_x	[-3.4985571e+00  8.7220166e-03  1.0010539e-01  1.0875020e+02]
srow_y	[-2.9958086e-03  3.4761868e+00 -4.0757403e-01 -8.4827499e+01]
srow_z	[  0.10043998   0.40749174   3.474746   -56.051872  ]
intent_name	b''
magic	b'n+1'
