	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 74 74 40  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.0270271  3.0270271  3.5        0.476      0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=152300.987;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.00034234e-16
quatern_c	0.99965733
quatern_d	-0.026176952
qoffset_x	113.8867
qoffset_y	-95.39555
qoffset_z	-70.453255
srow_x	[-3.0270271e+00 -6.0540542e-16 -3.6635148e-17  1.1388670e+02]
srow_y	[-6.0540542e-16  3.0228786e+00  1.8317573e-01 -9.5395554e+01]
srow_z	[  0.          -0.15842237   3.4952009  -70.453255  ]
intent_name	b''
magic	b'n+1'
