	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4 128 128  70  31   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.   2.   2.   2.   9.4  0.   0.   0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	5
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=96;Time=154047.358;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.7406648e-05
quatern_c	0.99685234
quatern_d	-0.07928042
qoffset_x	131.87404
qoffset_y	-111.26401
qoffset_z	-18.568737
srow_x	[-1.9999998e+00 -2.1183784e-08 -8.7796553e-04  1.3187404e+02]
srow_y	[-1.3879368e-04  1.9748584e+00  3.1612346e-01 -1.1126401e+02]
srow_z	[-8.6692552e-04 -3.1612349e-01  1.9748582e+00 -1.8568737e+01]
intent_name	b''
magic	b'n+1'
