	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      0.65    0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=20;Time=103842.197;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.0248923e-10
quatern_c	-0.99939084
quatern_d	-0.03489949
qoffset_x	124.55134
qoffset_y	-102.48804
qoffset_z	-75.80523
srow_x	[-9.3750000e-01  1.9228442e-10  2.8622931e-17  1.2455134e+02]
srow_y	[ 1.9181606e-10  9.3521625e-01 -2.0926934e-01 -1.0248804e+02]
srow_z	[ 1.34130936e-11  6.53966814e-02  2.99269128e+00 -7.58052292e+01]
intent_name	b''
magic	b'n+1'
